ano,codigo,sigla,local,populacao_total,taxa_crescimento,expectativa_vida,expectativa_vida_60,taxa_fecundidade,razao_dependencia_jovens,razao_dependencia_idosos,razao_dependencia_total,indice_envelhecimento,idade_media,idade_mediana
2004,12,AC,Acre,660422,2.88052765795701,72.0610679172792,20.4803545589647,3.29253559974329,69.3722519698751,10.3168125027208,79.6890644725959,14.8716701703743,23.8815848048672,20.4632190672355
2005,12,AC,Acre,678929,2.80229913600698,72.09504603316,20.4519808499302,3.29708640155184,68.286253245882,10.3336779821993,78.6199312280813,15.1328817895313,24.0791393503592,20.7489125706829
2006,12,AC,Acre,697370,2.71618976358352,72.9124063786352,20.6949564224156,3.10751991117406,67.0371321948874,10.3615027893027,77.3986349841901,15.4563634362822,24.3005377346315,21.0525443275191
2007,12,AC,Acre,715533,2.60449976339676,72.9431086981996,20.8911420721792,2.97880943202221,65.547148375928,10.4051757843718,75.9523241602998,15.8743378502078,24.5530967823986,21.381049105552
2008,12,AC,Acre,733604,2.52552991965429,73.5528264618659,21.1511199985323,2.9406994547766,63.9716565015277,10.4654563612369,74.4371128627647,16.3595206589453,24.8170048145866,21.7127110859888
2009,12,AC,Acre,750670,2.32632319343951,73.5858795026774,21.2217816592204,2.6782556095393,62.2802675354277,10.5517630400497,72.8320305754775,16.9423855381601,25.1034489189657,22.0582987989043
2010,12,AC,Acre,765021,1.91175882877963,74.095839533428,21.535835297254,2.41843226943824,60.378063041811,10.6807057713421,71.0587688131531,17.6897125102305,25.4389905636577,22.437762973352
2011,12,AC,Acre,778363,1.74400441295075,74.294614521286,21.597502128873,2.62140335664707,58.5884422230881,10.8496470234817,69.4380892465698,18.5184084297195,25.7695239881649,22.7975956820412
2012,12,AC,Acre,791681,1.71102686021818,74.3951839742956,21.5735143482543,2.42501486914899,56.8547241272548,11.0315168017508,67.8862409290056,19.4029906416564,26.0878219889071,23.1412967125597
2013,12,AC,Acre,803838,1.53559325031167,74.5519525882133,21.693600491786,2.3483319431111,54.9925764788109,11.2277139276837,66.2202904064947,20.4167810395461,26.4263470997888,23.5061737007325
2014,12,AC,Acre,815526,1.45402431833279,74.7046982448201,21.8081713383787,2.40695073391732,53.2108591365024,11.4460677424044,64.6569268789068,21.5107741693133,26.7579623457744,23.8618701084718
2015,12,AC,Acre,826677,1.36733838038272,74.8176947073026,21.8203460722618,2.36886400545701,51.5823028564996,11.6896660010784,63.2719688575779,22.6621638696486,27.0790683664841,24.2094958563536
2016,12,AC,Acre,836294,1.16333223254064,75.2314838481804,22.0367312316148,2.16691729620641,49.9499518879852,11.9646933318877,61.9146452198729,23.9533630757424,27.4214666134159,24.5835364202545
2017,12,AC,Acre,844496,0.980755571605196,74.5358402984872,21.7291692752581,2.21620031245065,48.3704801343714,12.2695722141801,60.6400523485516,25.3658268019993,27.775895918986,24.9708189311353
2018,12,AC,Acre,851504,0.829844072677677,74.6311016409837,21.884650757776,2.23874364475857,47.0029204140315,12.6083908481197,59.6113112621512,26.8246967147084,28.1173594017174,25.3551320043103
2019,12,AC,Acre,857919,0.753372855559098,74.8275146864509,21.7568891080008,2.20297193538059,45.7367796977001,12.9640077767028,58.7007874744029,28.3448197760953,28.4548144988047,25.736518385531
2020,12,AC,Acre,863657,0.668827709842068,72.8373237733006,19.9695625219108,2.05097587976749,44.4335488112195,13.2774551696432,57.7110039808626,29.8815996580733,28.7933184122864,26.1286166061095
2021,12,AC,Acre,868346,0.542923869082279,71.2339296746177,19.3641220407995,2.0895560836836,43.2022702123089,13.5510517964391,56.753322008748,31.3665271057404,29.1174589391786,26.520495331435
2022,12,AC,Acre,872566,0.485981394513257,75.1999969043779,21.5242181480701,1.93310144570889,42.0624806747441,13.8918429100216,55.9543235847657,33.0266847964647,29.4693707983121,26.9412185913293
2023,12,AC,Acre,876582,0.460251717348603,75.6269130173387,22.2426987650725,1.91196159218546,40.8461998718362,14.3279719314147,55.1741718032508,35.0778578579446,29.869036781499,27.417605587402
2024,12,AC,Acre,880631,0.461907727970678,75.8554032126081,22.3618706201901,1.86904931825808,39.7589008010897,14.8126110186687,54.5715118197583,37.2560878701725,30.2765176333788,27.9010301930802
2025,12,AC,Acre,884372,0.424809028980366,76.0814437329173,22.4801334886646,1.8218375909445,38.9658295192611,15.3487106022192,54.3145401214803,39.3901805545604,30.6906245335673,28.4012705481695
2026,12,AC,Acre,887794,0.386941241920824,76.3045489983258,22.5966540142934,1.77868075120906,38.0889443924099,15.8975960037465,53.9865403961564,41.7380850463119,31.1117973313629,28.9098693105002
2027,12,AC,Acre,890930,0.353235097331139,76.5251256437996,22.7118488112422,1.73940158030621,37.1017195409272,16.4505104160024,53.5522299569296,44.3389433685296,31.5379535990482,29.433465513879
2028,12,AC,Acre,893806,0.322808750406889,76.7432327190823,22.8257681988394,1.70380168116834,36.2372074519165,17.0343238126595,53.271531264576,47.0078270663171,31.9678968366737,29.9613316261204
2029,12,AC,Acre,896444,0.295142346325705,76.958751154401,22.9382973861255,1.6716681871606,35.3130054391221,17.6314227023633,52.9444281414854,49.9289779590101,32.4006295987256,30.5018085518667
2030,12,AC,Acre,898869,0.270513272440898,77.1718532877995,23.049623403835,1.64277970863308,34.3074810813379,18.2415105739156,52.5489916552535,53.1706496628758,32.835325280992,31.0438167839458
2031,12,AC,Acre,901074,0.245308270726885,77.3822313824864,23.1594336257905,1.61691145414101,33.4260835461911,18.8973769045208,52.3234604507119,56.5348222097475,33.2714738190204,31.5940773309194
2032,12,AC,Acre,903058,0.2201816942892559,77.5902232193753,23.2681398598597,1.5938395149925,32.6207147649084,19.5993985753247,52.2201133402331,60.0826766567627,33.7087617849573,32.1467501140883
2033,12,AC,Acre,904839,0.197218783289665,77.7956804711703,23.3755320032966,1.57334434151771,31.735906066773,20.322286286616,52.058192353389,64.0356265356265,34.1462282240266,32.7032083821424
2034,12,AC,Acre,906441,0.177048071535379,77.998776962407,23.4818230990099,1.55521346764639,30.8328235895459,21.0749030090246,51.9077265985705,68.3521667998326,34.5830208474683,33.2613815271582
2035,12,AC,Acre,907854,0.15588438740084,78.1996535741878,23.5870316328511,1.53924355833493,30.060037391562,21.8919728651745,51.9520102567364,72.8274971185488,35.0183311413509,33.8204825596643
2036,12,AC,Acre,909092,0.136365538952288,78.39834897238,23.691273086856,1.52524186382255,29.3570520115135,22.7769596358525,52.134011647366,77.5859906741304,35.4522468573038,34.381185175398
2037,12,AC,Acre,910156,0.117039859552159,78.5947571636772,23.7944010638817,1.51302716746066,28.7339511632894,23.7393789535756,52.473330116865,82.6178718640866,35.8842165518878,34.9411803625777
2038,12,AC,Acre,911045,0.0976755633100179,78.78878447024,23.8963771331262,1.50243031171303,28.2285954230527,24.7917698929246,53.0203653159773,87.8250211226542,36.314431230071,35.5025987872326
2039,12,AC,Acre,911771,0.0796887091197407,78.9803928237922,23.9971067351798,1.49329438142535,27.746282339935,25.9098661237917,53.6561484637267,93.3813972133478,36.7420075874315,36.0623490743225
2040,12,AC,Acre,912339,0.0622963441478275,79.1695756529269,24.0965869026472,1.48547461590593,27.317837643897,27.0871624068752,54.4050000507722,99.1555874955084,37.1665630867474,36.6212243525059
2041,12,AC,Acre,912727,0.0425280515247151,79.3561265730869,24.1945748529034,1.47883811276261,26.9401049417888,28.3000960974241,55.2402010392129,105.048202887754,37.5879326457966,37.1780808012452
2042,12,AC,Acre,912899,0.0188446271448095,79.5400411744229,24.291140782256,1.47326337756327,26.5984737837644,29.5289662980534,56.1274400818178,111.017521298827,38.0065450833006,37.733652800435
2043,12,AC,Acre,912861,-0.0041625634380149,79.7214386410079,24.3863727634883,1.46863976475951,26.2874102111919,30.7706998150458,57.0581100262377,117.054892695155,38.4226097949195,38.2878477205933
2044,12,AC,Acre,912599,-0.0287009741899324,79.9003372148615,24.4803191155322,1.46486684728115,26.0012051864576,32.0235011359229,58.0247063223804,123.161603111389,38.8355882485078,38.8385052296183
2045,12,AC,Acre,912134,-0.0509533760172819,80.0766906995751,24.5729629648343,1.46185374497234,25.7370233166267,33.2752233602092,59.0122466768359,129.289323597545,39.2453389523908,39.3845725424673
2046,12,AC,Acre,911457,-0.0742215507809174,80.2505462139747,24.6644366782896,1.45951843568941,25.4893252490073,34.5102885570742,59.9996138060815,135.391142056294,39.651094895316,39.9259510384698
2047,12,AC,Acre,910569,-0.0974264282352366,80.421927680954,24.7547017943293,1.45778706743033,25.2527073897687,35.7179223368937,60.9706297266624,141.441952284946,40.0531568722414,40.4568304051631
2048,12,AC,Acre,909477,-0.119925013919864,80.5908108695218,24.843707277469,1.45659328527833,25.0230996426899,36.892844362708,61.9159440053979,147.435149479915,40.4517684339461,40.9851928868493
2049,12,AC,Acre,908166,-0.144148780013131,80.7571976556187,24.9314367504888,1.45587758315078,24.7972588936243,38.0350025370654,62.8322614306897,153.38389900363,40.8462274518095,41.5124252683138
2050,12,AC,Acre,906638,-0.168251178749257,80.9212061962134,25.0179267106412,1.45558668726161,24.5794012733102,39.1697295344742,63.7491308077843,159.359982364612,41.2362971770431,42.0360992548651
2051,12,AC,Acre,904908,-0.190814856646204,81.082789032862,25.1030968736484,1.45567297574325,24.3752525381219,40.3265613681287,64.7018139062506,165.440588995169,41.6216941390727,42.5444651509504
2052,12,AC,Acre,902958,-0.215491519579891,81.2419308708062,25.1869404294063,1.45609393693933,24.1902122544116,41.5312049773797,65.7214172317914,171.685988285636,42.0016025108588,43.0471556886228
2053,12,AC,Acre,900792,-0.239878266763238,81.398637230986,25.2695038850726,1.45681166738966,24.0238299385362,42.7916658178902,66.8154957564265,178.121747978447,42.3766019236405,43.5084966257419
2054,12,AC,Acre,898402,-0.265322072132079,81.5530297650828,25.3508006780202,1.4577924094055,23.8711535081651,44.1053178719538,67.9764713801188,184.764082962592,42.7467414364616,43.9623716302953
2055,12,AC,Acre,895789,-0.290849753228506,81.7050347491473,25.4307095308366,1.45900612730966,23.7345382830977,45.4827607051374,69.2172989882351,191.631116487855,43.1117361342906,44.4203511315133
2056,12,AC,Acre,892957,-0.316145878102991,81.8547207391751,25.5092820234747,1.46042612083174,23.617472353267,46.9341253318563,70.5515976851233,198.726284632927,43.4707147152662,44.8759644150527
2057,12,AC,Acre,889908,-0.341449812253003,82.0021376688323,25.5865199172505,1.46202867375607,23.518168500717,48.4666643475303,71.9848328482473,206.081797339162,43.8240065265174,45.3379435706947
2058,12,AC,Acre,886642,-0.367004229650703,82.1472778964067,25.6624559129935,1.46379273567494,23.4405336005511,50.089638003382,73.5301716039331,213.688130385412,44.171113030964,45.7869014316274
2059,12,AC,Acre,883156,-0.393168832516388,82.2901626523138,25.7370737789528,1.46569963456986,23.3838414894187,51.795819836832,75.1796613262507,221.502612649294,44.5114758887445,46.217394895515
2060,12,AC,Acre,879455,-0.419065261403417,82.4307375553793,25.810342900575,1.46773281789935,23.339347747813,53.5638925934195,76.9032403412325,229.500383524808,44.8454667947763,46.6479108862412
2061,12,AC,Acre,875539,-0.445275767378661,82.5690523626886,25.8823702228055,1.46987761989167,23.3050423752161,55.3665410273312,78.6715834025472,237.573226153887,45.1722915826708,47.0755404520144
2062,12,AC,Acre,871410,-0.471595211635345,82.7050812209169,25.9530560075668,1.47212105280633,23.2806008110784,57.2050520490292,80.4856528601076,245.719827049341,45.4920657325484,47.5095444337504
2063,12,AC,Acre,867081,-0.4967810789410219,82.8389071681873,26.02249666578,1.47445162002508,23.2684510691274,59.0722312881681,82.3406823572955,253.87264116839,45.8039687180321,47.9370993256182
2064,12,AC,Acre,862554,-0.522096551533247,82.9705176377803,26.0907523299191,1.47685914895123,23.2676058744628,60.9616485403549,84.2292544148177,262.002239806128,46.107915562388,48.3406547519626
2065,12,AC,Acre,857837,-0.546864312263351,83.0999446284535,26.1577482614715,1.47933464182521,23.274999728765,62.8653264041835,86.1403261329485,270.098075775656,46.4037212197655,48.73198390962
2066,12,AC,Acre,852936,-0.571320658819796,83.227170918899,26.2236089702829,1.48187014270073,23.2849534424379,64.7388191309255,88.0237725733634,278.02855303518,46.6908736411642,49.1091658084449
2067,12,AC,Acre,847860,-0.595120853147246,83.3522337354255,26.2882730560129,1.48445861896183,23.2909374629195,66.5300237539263,89.8209612168458,285.647685327591,46.9692732290708,49.4946910793412
2068,12,AC,Acre,842617,-0.618380392989404,83.4751874204924,26.3517613247396,1.48709385589608,23.3127550486554,68.3557692745131,91.6685243231685,293.21188822106,47.238715810386,49.8786584860294
2069,12,AC,Acre,837209,-0.641809980097718,83.5960034190176,26.4140868433145,1.48977036296849,23.3296064607339,70.0694399526903,93.3990464134241,300.345571926489,47.498880207929,50.2617642168274
2070,12,AC,Acre,831656,-0.663275239516059,83.7148156240905,26.4752987774459,1.49248329056411,23.3084907361229,71.4181353301068,94.7266260662298,306.403945835175,47.7500396798676,50.6247401247401
2000,13,AM,Amazonas,2850718,,69.4021726951525,19.6794316057306,3.43951426954753,69.7890482310337,9.6261928108483,79.415241041882,13.7932713725816,23.3799776056418,19.8338747391052
2001,13,AM,Amazonas,2921349,2.47765650618545,69.6600337081779,19.596879603259,3.11796319718493,68.2705470801029,9.55157777738551,77.8221248574884,13.990773746369,23.5635454716297,20.1258322237017
2002,13,AM,Amazonas,2990832,2.37845598043918,70.3225219135134,19.8511554875091,2.99236164623236,66.7666198725361,9.49708685910016,76.2637067316362,14.2243038171335,23.7696189555281,20.4356617363542
2003,13,AM,Amazonas,3059850,2.3076521850776,70.9195813567214,20.079145914002,2.80892477742527,65.321328992699,9.46841320264208,74.7897421953411,14.4951325220287,23.9938944719512,20.7568927257805
2004,13,AM,Amazonas,3129049,2.26151608738991,71.6574451231768,20.2489748586687,2.71534784424405,63.956189880798,9.46250468317361,73.4186945639716,14.7952914343551,24.2289161978608,21.0841385901306
2005,13,AM,Amazonas,3198932,2.23336227716473,72.0589138741779,20.4131782527448,2.77384262247578,62.645854519432,9.4757684836941,72.1216230031261,15.1259306084728,24.4695132625514,21.4149262210528
2006,13,AM,Amazonas,3270286,2.23055694838152,72.5700168017018,20.6850204849009,2.74531571299863,61.3665540672931,9.50683564410238,70.8733897113955,15.4918844451937,24.7100437087154,21.7395947345067
2007,13,AM,Amazonas,3342171,2.19812579083298,72.9821422532641,20.7704446842974,2.69799103574122,60.0375701014251,9.55414174340696,69.591711844832,15.9136049764615,24.9560647854344,22.0643030088287
2008,13,AM,Amazonas,3414261,2.15698119575569,73.231417648359,20.9631870620435,2.67018354877859,58.6778423845212,9.62145903452682,68.299301419048,16.3970906964788,25.2055560485856,22.3863092704833
2009,13,AM,Amazonas,3485454,2.08516572107404,73.419709141561,21.0933078044079,2.61401905938193,57.3071699733466,9.71781485978917,67.0249848331357,16.9574153885263,25.4606186166852,22.705281489178
2010,13,AM,Amazonas,3551196,1.8861818288234504,74.0833479609717,21.520568903342,2.45307507417661,55.8917017588242,9.86196203045666,65.7536637892809,17.644769652947,25.7394114546198,23.0349447392337
2011,13,AM,Amazonas,3611905,1.70953673072396,74.0586837658009,21.5096636310126,2.48251777144885,54.5101650195391,10.0539859333133,64.5641509528524,18.4442405002984,26.0319266425889,23.3637991510936
2012,13,AM,Amazonas,3673149,1.69561491788959,74.1762561530508,21.6023168465666,2.47761914189444,53.2187207904927,10.2721324609427,63.4908532514354,19.3017274905596,26.316785406745,23.6786210669506
2013,13,AM,Amazonas,3735289,1.69173643650176,74.4123233154573,21.7221317035855,2.46827841129481,51.9759176606722,10.5141422841681,62.4900599448403,20.2288728268548,26.5987670565785,23.9857489342937
2014,13,AM,Amazonas,3798063,1.68056608203542,74.7308077231751,21.8595493716637,2.51285017962748,50.8420315313935,10.7837229649451,61.6257544963386,21.2102519119175,26.8723096483655,24.2834007798192
2015,13,AM,Amazonas,3859110,1.60731930986926,74.7717291497386,21.8944803719875,2.4268827614609,49.805054410498,11.0838407783148,60.8888951888129,22.2544496929182,27.1481473707668,24.5840310483168
2016,13,AM,Amazonas,3914566,1.43701527036026,75.0882152112728,22.039096697456,2.26633897665829,48.7983828091201,11.4213082661653,60.2196910752854,23.4050958427062,27.4527030582701,24.9145053789418
2017,13,AM,Amazonas,3966332,1.32239435993671,75.2770696219096,22.1883475953383,2.26938056644907,47.8471356858351,11.7956743076284,59.6428099934635,24.6528326900882,27.7775340037092,25.2770316705802
2018,13,AM,Amazonas,4018483,1.31484202532719,75.3442156482301,22.1828774883127,2.25556377890373,46.9941885109198,12.1971548660822,59.191343377002,25.954602585058,28.1047178748797,25.6516349841821
2019,13,AM,Amazonas,4073280,1.36362403424377,75.3402656995327,22.1607227542035,2.22278339252138,46.1497808070541,12.6045297796846,58.7543105867387,27.3122202516679,28.4330296468694,26.0348339898706
2020,13,AM,Amazonas,4121226,1.17708578835729,71.8054257057749,18.7644482190585,2.15455746182902,45.2943581749736,12.9365172303244,58.230875405298,28.560990268038,28.7371372014056,26.4102263802582
2021,13,AM,Amazonas,4160013,0.941151977591126,69.7219278980939,18.0391813607177,2.21212727937087,44.4768606370275,13.183056614514,57.6599172515415,29.6402588350378,28.9997824526029,26.7500203252033
2022,13,AM,Amazonas,4199791,0.956198934955244,74.8210547074959,21.5653839298149,2.03455326838247,43.6111647383316,13.5212431138907,57.1324078522223,31.0040862128279,29.3040337007246,27.1310517415378
2023,13,AM,Amazonas,4240571,0.97100069979672,75.2446990093347,22.2026862453379,1.95887508425497,42.5764392041507,13.9741741036654,56.5506133078161,32.8213781257289,29.6778521100107,27.5787161025503
2024,13,AM,Amazonas,4281209,0.958314340215027,75.4796013165535,22.320677457803,1.96129835982889,41.5322952330188,14.4490476712696,55.9813429042884,34.789908889462,30.0590010905798,28.0307809838016
2025,13,AM,Amazonas,4321616,0.9438221773335528,75.7118875395855,22.4374199570191,1.91621655633526,40.6086214411926,14.9451823888233,55.5538038300159,36.8029789202921,30.4402663263002,28.4889596233834
2026,13,AM,Amazonas,4360926,0.909613440898038,75.9418031550894,22.5530226235822,1.87410982646455,39.7126658449732,15.4552499665535,55.1679158115267,38.9176844155623,30.827254349191,28.9520207363521
2027,13,AM,Amazonas,4399268,0.879216936953298,76.1693740034202,22.66761954564,1.83491160768899,38.7330936977145,15.9657875729404,54.6988812706549,41.2200163961662,31.2186545579856,29.4248650369407
2028,13,AM,Amazonas,4436790,0.852914621250633,76.3945498991471,22.7811237290068,1.79853835698607,37.7060329291271,16.4790549261287,54.1850878552559,43.7040273027477,31.6133377960192,29.9007441237844
2029,13,AM,Amazonas,4473602,0.829698949014945,76.6174296313986,22.8936278187392,1.76489257288737,36.6007841085323,16.993641778654,53.5944258871863,46.4297205444089,32.0101043856829,30.3827853761178
2030,13,AM,Amazonas,4509800,0.8091466339652081,76.8378563619049,23.0050107396212,1.73386568329519,35.4904631228082,17.524368098759,53.0148312215672,49.3776822187954,32.407931837332,30.8651414178517
2031,13,AM,Amazonas,4544701,0.773892412080368,77.0558907660627,23.1153461843546,1.70534074541279,34.5484519128646,18.1038762470786,52.6523281599431,52.4014109018222,32.8071272455548,31.3497785837243
2032,13,AM,Amazonas,4577617,0.724272069823728,77.271607350303,23.2247227621074,1.67919491935837,33.7146855401207,18.7335150342887,52.4482005744095,55.5648517379636,33.2079411623996,31.83331104484
2033,13,AM,Amazonas,4608601,0.676858723654683,77.4849344620665,23.333031355218,1.65530169101764,32.8784449936014,19.398656580946,52.2771015745474,59.0011376289882,33.609913290389,32.3125720335576
2034,13,AM,Amazonas,4637694,0.631276172530448,77.6958249510129,23.44022474378,1.63353283197656,32.0622899517063,20.1024604215944,52.1647503733007,62.6981430580087,34.0121420257568,32.7896233990718
2035,13,AM,Amazonas,4664945,0.587598060587879,77.904166160427,23.5461361825574,1.61376009471012,31.3175852778636,20.8591218533874,52.1767071312509,66.6051410679205,34.4140634026768,33.2626871170667
2036,13,AM,Amazonas,4690325,0.544057861346703,78.1100383101984,23.6508368428472,1.59585664951157,30.5720204065338,21.6631169234145,52.2351373299483,70.859291062048,34.815221972891,33.7340303973127
2037,13,AM,Amazonas,4713821,0.500946096485855,78.3134510542254,23.7543113306997,1.57969827598777,29.911350682883,22.5317445533642,52.4430952362473,75.3284089115312,35.2154880297746,34.2035832642916
2038,13,AM,Amazonas,4735419,0.458184559829489,78.5144049123821,23.8565707036142,1.56516432647947,29.4251672497292,23.4848714797476,52.9100387294768,79.8121936926754,35.6148247916393,34.6737402913292
2039,13,AM,Amazonas,4755111,0.415844933679566,78.7128675496138,23.9576121931018,1.55213848170452,28.9749557270495,24.4952786815617,53.4702344086112,84.5394861421452,36.0128979113211,35.1440547512065
2040,13,AM,Amazonas,4772914,0.374397148668026,78.9087796355853,24.0573717879179,1.5405093205177,28.5417916336022,25.5481380706805,54.0899297042828,89.5113327104622,36.4092221230049,35.6170981668713
2041,13,AM,Amazonas,4789170,0.340588579639189,79.1021651655889,24.1558925612877,1.53017072618367,28.1539817477306,26.6309123775363,54.7848941252669,94.5902168160743,36.8031377044457,36.0899059960405
2042,13,AM,Amazonas,4804207,0.313979249013929,79.2930282208517,24.2531870599616,1.52102215121454,27.8024430608577,27.7282745510393,55.530717611897,99.7332302429107,37.1940773992461,36.5688790459966
2043,13,AM,Amazonas,4818001,0.287123348348639,79.4813607124095,24.3492374731999,1.51296876184902,27.4800937771113,28.8367537234743,56.3168475005856,104.936882520732,37.5820596550312,37.0473289020187
2044,13,AM,Amazonas,4830534,0.26012863011029,79.6671660473397,24.4440568416913,1.50592148184073,27.1812379638786,29.9563121324103,57.137550096289,110.209520891652,37.9670899739035,37.527245990033
2045,13,AM,Amazonas,4841815,0.233535257178596,79.8504325135292,24.5376274872281,1.49979695353762,26.9007395381101,31.0762618903281,57.9770014284381,115.521961194794,38.3488538905348,38.0050206289789
2046,13,AM,Amazonas,4851866,0.207587443964719,80.0311708473522,24.629932489731,1.49451743240455,26.6368808933506,32.1841838394776,58.8210647328282,120.825647598671,38.7270141013787,38.4842945102143
2047,13,AM,Amazonas,4860682,0.181703286941559,80.2093977990936,24.7209938168694,1.49001062926783,26.388122905773,33.2726422875455,59.6607651933184,126.089462317406,39.1013275503314,38.9607773947504
2048,13,AM,Amazonas,4868238,0.155451436650256,80.385056199985,24.810730981121,1.48620951271953,26.1497467936314,34.3331155426713,60.4828623363026,131.294256168602,39.4719222848184,39.4365529916275
2049,13,AM,Amazonas,4874493,0.128485912151377,80.5581795064966,24.8991817577103,1.48305208236512,25.9183989496449,35.3703044388621,61.288703388507,136.467937342814,39.8389215042467,39.9073351786613
2050,13,AM,Amazonas,4879447,0.1016310824530909,80.7287725432925,24.9863762153198,1.48048112196619,25.6964095994727,36.4070480471961,62.1034576466688,141.681459062449,40.2023647351841,40.3648773715872
2051,13,AM,Amazonas,4883136,0.0756028295829436,80.896840573001,25.0723236367732,1.47844394004174,25.489972283823,37.474340426739,62.964312710562,147.01601088253,40.561793282022,40.8173568507157
2052,13,AM,Amazonas,4885542,0.0492716156174966,81.0623916906444,25.1570429861754,1.47689210415721,25.3033902819834,38.5962022454269,63.8995925274103,152.533719060202,40.9169291759236,41.262713313011
2053,13,AM,Amazonas,4886650,0.0226791623119782,81.2254419384683,25.2405363715674,1.4757811739517,25.1369937676568,39.7803172430411,64.917311010698,158.254076086957,41.2678303132002,41.7105819143429
2054,13,AM,Amazonas,4886424,-0.0046248452416297,81.3860113371348,25.3227970224876,1.47507043692607,24.987591239636,41.0205249899354,66.0081162295714,164.163582622032,41.6147170200539,42.1605769770444
2055,13,AM,Amazonas,4884829,-0.0326414572292544,81.5441177513494,25.4037813616944,1.47472265012974,24.8521971598858,42.3141838709766,67.1663810308624,170.263351762219,41.9575610528025,42.6122132844302
2056,13,AM,Amazonas,4881887,-0.0602272873830412,81.6997701668349,25.4834355814476,1.47470379013087,24.7284435407796,43.6528409394665,68.3812844802461,176.528865908923,42.2960373724341,43.0623572184766
2057,13,AM,Amazonas,4877631,-0.0871794041935048,81.8530093804701,25.5617699925064,1.47498281302072,24.6148736185864,45.0285803719709,69.6434539905573,182.932405299739,42.6295861659072,43.5197611736609
2058,13,AM,Amazonas,4872060,-0.114215281967822,82.003835020836,25.638782074284,1.4755314256758,24.5131102241326,46.443861572876,70.9569717970086,189.465396876293,42.9578685402068,43.9746293021358
2059,13,AM,Amazonas,4865172,-0.141377569241763,82.1522765941482,25.7144941382699,1.47632386906762,24.4229426709495,47.8972193503211,72.3201620212706,196.115676950319,43.2807302598963,44.4282986963399
2060,13,AM,Amazonas,4856956,-0.168873782879619,82.29831346306,25.7888836596863,1.47733671405789,24.3380212986162,49.3580660873645,73.6960873859807,202.802296381304,43.5981345105865,44.872670541973
2061,13,AM,Amazonas,4847420,-0.19633696496324,82.4419719824979,25.8618987107738,1.47854866983515,24.2456766617352,50.7535832569786,74.9992599187138,209.330446681566,43.9097233167334,45.2945167326068
2062,13,AM,Amazonas,4836566,-0.223912926876568,82.5832694788016,25.9335719259628,1.47994040492627,24.1480157809067,52.0905474525831,76.2385632334899,215.713572184137,44.2151042702612,45.703934021346
2063,13,AM,Amazonas,4824451,-0.250487639370578,82.722233020174,26.0039351110379,1.48149438054498,24.0518117449224,53.3931896766382,77.4450014215606,221.992381459206,44.5135910801042,46.100191613236
2064,13,AM,Amazonas,4811129,-0.276135046246717,82.8588974385137,26.0730473316099,1.48319469590916,23.964870911741,54.6932424779747,78.6581133897157,228.222562430658,44.8048304254573,46.4942457026261
2065,13,AM,Amazonas,4796579,-0.302423817777486,82.9932691089219,26.1409193204736,1.48502694506473,23.8906736130255,56.016233175615,79.9069067886405,234.4690404421,45.0886479718149,46.8834743580311
2066,13,AM,Amazonas,4780850,-0.327921212180593,83.1254053873478,26.2076749604412,1.48697808468686,23.8348725826103,57.4044322190741,81.2393048016844,240.842203037224,45.3649043580116,47.2672114944903
2067,13,AM,Amazonas,4763958,-0.353326291349865,83.2553166793896,26.2732541972993,1.48903631228691,23.7910644796276,58.818341137616,82.6094056172436,247.228707181145,45.6333955924884,47.639543623354
2068,13,AM,Amazonas,4745963,-0.377732129460417,83.3830205778267,26.3376782742591,1.49119095422877,23.7622733487349,60.2638193195557,84.0260926682906,253.611337750073,45.8938988778463,48.0018157161154
2069,13,AM,Amazonas,4726928,-0.401077715945108,83.5085511561554,26.4010069515108,1.49343236294885,23.7483475774868,61.7282269668291,85.4765745443159,259.926408628729,46.1462268940843,48.362805975522
2070,13,AM,Amazonas,4706869,-0.4243559453412479,83.6319383251056,26.4632068043088,1.49575182277578,23.7333485751846,63.0932066989524,86.826555274137,265.841992330244,46.3904410766478,48.7120222024047
2000,14,RR,Roraima,339804,,69.1911602904965,20.113768562018,3.65649401364561,72.0315015676638,7.9341793068384,79.9656808745022,11.0148742344144,22.7446557427223,19.513165112452
2001,14,RR,Roraima,354478,4.31837176725407,69.7877428062299,19.8559507545863,3.44649195549354,71.041459487019,7.90017011867923,78.9416296056982,11.1205064982129,22.8948905150672,19.7160837307896
2002,14,RR,Roraima,368838,4.0510271441387,70.9500631568595,19.8516420204942,3.05642505846546,70.0057873161321,7.87605497950326,77.8818422956354,11.2505769614969,23.0658581816407,19.9386156414537
2003,14,RR,Roraima,382871,3.80465136455572,70.7708132848845,19.9694316192746,3.33291871002502,68.9526334263176,7.8734920840184,76.826125510336,11.4186967092881,23.2567366031901,20.1808845766129
2004,14,RR,Roraima,396533,3.5683036845308296,71.0226932502446,19.9655965791199,3.06964423179193,67.8714218593477,7.89207733836866,75.7634991977164,11.6279829155837,23.4654064100592,20.4423617047259
2005,14,RR,Roraima,409855,3.35961950203387,71.7766954674925,20.2987114576275,2.95330717839379,66.7155331489476,7.94875837939426,74.6642915283418,11.9144043436602,23.6915323712044,20.7197448432097
2006,14,RR,Roraima,422550,3.09743689841528,72.1225940711557,20.5209211110149,2.83535200000494,65.3097809811748,8.03055351582851,73.3403344970033,12.2960962281335,23.9500840137262,21.028306319004
