ano,codigo,sigla,local,populacao_total,populacao_0_14,populacao_15_64,populacao_60_mais,populacao_65_mais,populacao_80_mais,proporcao_0_14,proporcao_15_64,proporcao_60_mais,proporcao_65_mais,proporcao_80_mais
2031,2,ND,Nordeste,57858209,10344809,39890195,10589781,7623205,1705012,0.178795873200983,0.689447455934905,0.183029879130894,0.131756670864112,0.029468800183566
2032,2,ND,Nordeste,57927552,10141482,39898421,10898917,7887649,1774253,0.175071820746024,0.688764148017165,0.188147377607119,0.136164031236811,0.0306288275396136
2033,2,ND,Nordeste,57984557,9911844,39923556,11210947,8149157,1845675,0.170939376151481,0.688520496931623,0.193343669073819,0.140540126916896,0.031830457892435
2034,2,ND,Nordeste,58029645,9679819,39940529,11526539,8409297,1920314,0.166808171926608,0.688278017209997,0.19863190615762,0.144913810863396,0.0330919480896359
2035,2,ND,Nordeste,58063028,9475238,39918386,11850501,8669404,1998999,0.163188836793011,0.687500934329501,0.204097192450935,0.149310228877488,0.0344280873536254
2036,2,ND,Nordeste,58084585,9285705,39867974,12188396,8930906,2080902,0.159865220694957,0.686377874611655,0.209838737764934,0.153756904693388,0.0358253743226365
2037,2,ND,Nordeste,58094114,9120788,39778157,12543597,9195169,2165722,0.157000208317146,0.684719229903394,0.215918552437171,0.15828056177946,0.0372795426400685
2038,2,ND,Nordeste,58091703,8979874,39650718,12916630,9461111,2254341,0.154581007893675,0.682553892420747,0.222348964360711,0.162865099685578,0.0388065917089743
2039,2,ND,Nordeste,58077616,8842812,39505429,13304750,9729375,2348866,0.152258522457258,0.680217814036995,0.229085677345985,0.167523663505747,0.0404435677938296
2040,2,ND,Nordeste,58051791,8714046,39333137,13703277,10004608,2450565,0.150108133614689,0.677552515132565,0.236052613777239,0.172339351252746,0.0422134262834371
2041,2,ND,Nordeste,58013546,8593312,39127993,14105335,10292241,2559250,0.148125956651572,0.674463046958033,0.243138645584602,0.177410996390395,0.0441146969364707
2042,2,ND,Nordeste,57962156,8479009,38887604,14505111,10595543,2673566,0.146285258954136,0.670913690650155,0.25025140541701,0.18280105039571,0.0461260619774047
2043,2,ND,Nordeste,57897526,8369984,38612512,14901327,10915030,2790992,0.144565486269655,0.666911259731547,0.257374157921705,0.188523253998798,0.0482057212600069
2044,2,ND,Nordeste,57819583,8265332,38306172,15292872,11248079,2913165,0.142950391046577,0.662512076574471,0.264492948695254,0.194537532378952,0.0503837082325551
2045,2,ND,Nordeste,57728113,8164087,37973861,15674180,11590165,3037672,0.141423070593006,0.657805340008256,0.27151727616664,0.200771589398739,0.0526203238273179
2046,2,ND,Nordeste,57622789,8065508,37622545,16038408,11934736,3160860,0.139970802176896,0.652910864831621,0.278334462429439,0.207118332991484,0.0548543389664808
2047,2,ND,Nordeste,57503504,7969036,37258229,16380810,12276239,3280180,0.138583485277697,0.647929715726541,0.284866292669748,0.213486798995762,0.0570431325367581
2048,2,ND,Nordeste,57370187,7874108,36882535,16698610,12613544,3395105,0.137250868643674,0.642886783687841,0.291067728261022,0.219862347668485,0.0591789076790006
2049,2,ND,Nordeste,57222719,7780060,36496999,16992841,12945660,3506912,0.135961033239263,0.63780609586203,0.296959691831491,0.226232870898707,0.0612853087250188
2050,2,ND,Nordeste,57060905,7686453,36107144,17267134,13267308,3616764,0.134706117962903,0.632782532979454,0.302608835243675,0.232511349057643,0.0633842733479253
2051,2,ND,Nordeste,56884656,7593114,35719561,17527127,13571981,3725930,0.133482638973856,0.627929630092164,0.308116955124067,0.23858773093398,0.0654997368710466
2052,2,ND,Nordeste,56694045,7500206,35338659,17777014,13855180,3835640,0.132292659661169,0.623322237811749,0.313560515923674,0.244385102527082,0.0676550773542442
2053,2,ND,Nordeste,56489160,7407601,34967221,18016923,14114338,3945341,0.131133141296489,0.619007629074321,0.318944785158781,0.249859229629189,0.0698424441078607
2054,2,ND,Nordeste,56269870,7314758,34604513,18245596,14350599,4055724,0.129994222485319,0.614974106035788,0.324251611030912,0.255031671478893,0.072076299447644
2055,2,ND,Nordeste,56036176,7221499,34247016,18464229,14567661,4170448,0.12887208791692,0.611159048397592,0.329505514437673,0.259968863685488,0.0744242076761269
2056,2,ND,Nordeste,55788262,7128027,33889111,18674138,14771124,4293586,0.127769296702593,0.607459522578423,0.334732385102802,0.264771180718983,0.0769621753049055
2057,2,ND,Nordeste,55526615,7034757,33526627,18876031,14965231,4427635,0.126691623467413,0.603793820314817,0.339945645885311,0.269514556217771,0.0797389684208195
2058,2,ND,Nordeste,55251549,6941857,33159552,19070238,15150140,4572898,0.1256409480936,0.60015606078302,0.345153001954751,0.27420299112338,0.0827650641975667
2059,2,ND,Nordeste,54963075,6849091,32789277,19255436,15324707,4727357,0.124612587632697,0.596569187586393,0.350334037897261,0.27881822478091,0.0860096892322709
2060,2,ND,Nordeste,54661440,6756498,32414798,19426255,15490144,4887646,0.123606293577337,0.593010319523232,0.355392302142058,0.28338338689943,0.0894167076461945
2061,2,ND,Nordeste,54347032,6664518,32034849,19574486,15647665,5048768,0.122628922955719,0.589449834169417,0.360175805000722,0.287921242874864,0.0928986885613183
2062,2,ND,Nordeste,54020344,6573612,31648901,19700726,15797831,5206488,0.121687710837236,0.58587003814711,0.364690865352505,0.292442251015654,0.0963801341213229
2063,2,ND,Nordeste,53681870,6484200,31256766,19807205,15940904,5359860,0.120789383827352,0.582259261832719,0.368973826731446,0.296951354339929,0.0998448824528654
2064,2,ND,Nordeste,53331923,6396502,30859870,19896886,16075551,5508127,0.11993758409949,0.578637863855012,0.373076478041116,0.301424552045498,0.103280112363471
2065,2,ND,Nordeste,52970842,6310692,30463524,19972041,16196626,5647441,0.119135202721527,0.575099863430527,0.377038390290266,0.305764933847946,0.10661414443818
2066,2,ND,Nordeste,52599125,6227042,30075787,20038185,16296296,5773060,0.118386798259477,0.57179253457163,0.380960424721894,0.309820667168893,0.109755818181386
2067,2,ND,Nordeste,52217337,6145731,29696247,20078814,16375359,5881872,0.117695220650567,0.568704738811173,0.384523898643089,0.31360004053826,0.112642128801015
2068,2,ND,Nordeste,51826019,6067023,29322791,20105466,16436205,5972277,0.117065194608137,0.565792850112605,0.387941547275703,0.317141955279258,0.11523703952642
2069,2,ND,Nordeste,51425753,5991271,28952531,20117849,16481951,6045575,0.116503320816712,0.562996734340477,0.391201836169516,0.320499944842811,0.117559289797857
2070,2,ND,Nordeste,51017220,5918642,28583384,20105130,16515194,6105206,0.116012632597386,0.5602693365103,0.394085173594328,0.323718030892314,0.119669515508685
2000,3,SD,Sudeste,74758366,20311743,49571040,7051647,4875583,866087,0.271698594910435,0.663083513623077,0.0943258577909528,0.0652178914664882,0.011585151553473
2001,3,SD,Sudeste,75676496,20194660,50451933,7247076,5029903,895725,0.266855114433417,0.666679030699307,0.0957638947765235,0.0664658548672761,0.0118362377666112
2002,3,SD,Sudeste,76559025,20060322,51308313,7447632,5190390,934872,0.262024261672611,0.670179812242907,0.0972796087724471,0.0677959260844819,0.0122111272968798
2003,3,SD,Sudeste,77407786,19917576,52136800,7654940,5353410,980820,0.257307139620296,0.673534313460406,0.0988910857106803,0.0691585469192983,0.0126708184109542
2004,3,SD,Sudeste,78230351,19772057,52941029,7875136,5517265,1031988,0.252741509494186,0.676732602158464,0.100665993432651,0.07052588834735,0.0131916575447808
2005,3,SD,Sudeste,79032587,19622240,53728728,8113523,5681619,1086869,0.248280370728596,0.67983005541752,0.102660475988215,0.0718895738538838,0.0137521627629373
2006,3,SD,Sudeste,79807799,19452509,54508429,8372287,5846861,1144076,0.243741955595092,0.682996269575108,0.10490562457436,0.0732617748298008,0.0143353909559641
2007,3,SD,Sudeste,80548781,19251670,55282175,8650680,6014936,1202265,0.239006348215251,0.686319200783436,0.107396783571436,0.0746744510013131,0.0149259242048616
2008,3,SD,Sudeste,81271966,19039734,56042938,8948397,6189294,1260205,0.234271852116879,0.689572810383349,0.110104350127324,0.0761553374997721,0.0155060233192833
2009,3,SD,Sudeste,81977704,18823576,56779429,9264982,6374699,1317032,0.229618238637179,0.692620386147921,0.113018315321444,0.0777613752148999,0.016065734165963
2010,3,SD,Sudeste,82575202,18591035,57408437,9600603,6575730,1374028,0.225140654212387,0.69522611643142,0.116264965358486,0.0796332293561934,0.0166397170908525
2011,3,SD,Sudeste,83107250,18362437,57949698,9956436,6795115,1432002,0.22094867776277,0.697288118665941,0.119802255519224,0.0817632035712889,0.0172307710819453
2012,3,SD,Sudeste,83689735,18156179,58500531,10333056,7033025,1490051,0.216946307692335,0.699016802956778,0.12346861894114,0.0840368893508863,0.0178044655058353
2013,3,SD,Sudeste,84289393,17956553,59042042,10731315,7290798,1549122,0.213034551097076,0.700468230919637,0.127315129674739,0.0864972179832876,0.0183786114108094
2014,3,SD,Sudeste,84893919,17775692,59551392,11149136,7566835,1608949,0.209387105806719,0.701480067141205,0.131330207526407,0.0891328270520766,0.0189524646635762
2015,3,SD,Sudeste,85494023,17636584,59998300,11583471,7859139,1669113,0.206290257273307,0.701783562109365,0.13548866451167,0.0919261806173281,0.0195231542677551
2016,3,SD,Sudeste,86032875,17498941,60366211,12034039,8167723,1731083,0.203398305589578,0.701664462567362,0.139877215541152,0.09493723184306,0.0201211804208566
2017,3,SD,Sudeste,86509018,17362783,60652684,12500599,8493551,1796155,0.200704890673941,0.701114004091458,0.144500530568963,0.0981811052346011,0.0207626330933499
2018,3,SD,Sudeste,86949467,17255668,60857194,12980463,8836605,1863214,0.198456282658984,0.699914514714622,0.149287436115048,0.101629202626394,0.0214286994996761
2019,3,SD,Sudeste,87386818,17148274,61043455,13468867,9195089,1929335,0.196234104782257,0.698543057146216,0.154129276111186,0.105222838071527,0.0220781010701179
2020,3,SD,Sudeste,87778972,17018506,61214934,13935387,9545532,1985761,0.193879076186948,0.697375836208244,0.158755413540273,0.108745087604808,0.0226222858932547
2021,3,SD,Sudeste,88016928,16866396,61292960,14341669,9857572,2022377,0.191626728894696,0.696376951488241,0.162942167215834,0.111996319617063,0.0229771368525836
2022,3,SD,Sudeste,88178052,16699736,61292813,14757419,10185503,2056202,0.189386538046905,0.695102824453414,0.167359322022673,0.115510637499681,0.023318750566184
2023,3,SD,Sudeste,88387852,16518235,61291202,15241645,10578415,2112720,0.186883543679736,0.693434681498992,0.172440495555883,0.119681774821273,0.0239028322579895
2024,3,SD,Sudeste,88617693,16327292,61291190,15747890,10999211,2189768,0.184244155396824,0.691636037060906,0.177705935089057,0.12411980754227,0.0247102799211891
2025,3,SD,Sudeste,88825643,16126346,61271605,16253888,11427692,2279891,0.181550568679812,0.6897963575676,0.182986437824041,0.128653073752587,0.0256670362633907
2026,3,SD,Sudeste,89015421,15898777,61255488,16754577,11861156,2381283,0.17860699664612,0.688144675516392,0.188221061157482,0.133248327837488,0.0267513535660299
2027,3,SD,Sudeste,89188478,15644648,61246523,17246626,12297307,2491445,0.175411088414358,0.686708915472243,0.193372803155134,0.137879996113399,0.0279346060821892
2028,3,SD,Sudeste,89346200,15379408,61232868,17728810,12733924,2609130,0.172132759983077,0.685343842267494,0.198428248767155,0.142523397749429,0.029202473076639
2029,3,SD,Sudeste,89489886,15092288,61226814,18203193,13170784,2735919,0.168647974364388,0.684175796134102,0.203410617821102,0.14717622950151,0.0305723822242885
2030,3,SD,Sudeste,89620404,14772666,61242188,18672315,13605550,2873208,0.164835967487939,0.683350947625721,0.208348926880535,0.151813084886339,0.0320597528214669
2031,3,SD,Sudeste,89734008,14474464,61225886,19138424,14033658,3019427,0.161304106688291,0.682304149392279,0.213279495996657,0.156391743919429,0.0336486363118875
2032,3,SD,Sudeste,89826776,14195100,61179595,19603698,14452081,3173337,0.158027490600353,0.681084168043613,0.218238913528412,0.160888341356034,0.0353272948368981
2033,3,SD,Sudeste,89899108,13898685,61140795,20066249,14859628,3334026,0.15460314689663,0.680104579013176,0.223208543960191,0.165292274090195,0.0370863079086391
2034,3,SD,Sudeste,89951281,13617326,61075873,20527088,15258082,3502442,0.151385570595709,0.678988362600417,0.228202286524413,0.169626066803874,0.0389370997395801
2035,3,SD,Sudeste,89983233,13376843,60956615,20993494,15649775,3679192,0.148659284113519,0.677421925927022,0.233304509074485,0.173918789959458,0.0408875284576628
2036,3,SD,Sudeste,89994489,13178477,60779283,21473806,16036729,3863004,0.146436489016566,0.675366721622254,0.238612455480468,0.17819678936118,0.0429248951010767
2037,3,SD,Sudeste,89984615,13012095,60551562,21972975,16420958,4052052,0.144603552507281,0.672910163587409,0.244185908891203,0.18248628390531,0.0450304977134147
2038,3,SD,Sudeste,89953691,12859237,60293671,22492532,16800783,4243746,0.142953967280787,0.670274563830849,0.25004568183867,0.186771468888364,0.0471770080007056
2039,3,SD,Sudeste,89901937,12718937,60005502,23028060,17177498,4436931,0.141475672543073,0.667455051608065,0.256146427634813,0.191069275848862,0.0493530078222897
2040,3,SD,Sudeste,89829115,12592612,59678052,23570104,17558451,4630710,0.140184081742317,0.664350884454333,0.262388246839569,0.19546503380335,0.0515502128680662
2041,3,SD,Sudeste,89734783,12475401,59307351,24104897,17952031,4823618,0.139025254008805,0.66091819712764,0.268623784380244,0.200056548863555,0.0537541613044297
2042,3,SD,Sudeste,89618705,12365057,58890366,24621737,18363282,5014392,0.137974064677681,0.657121367687694,0.274738817080653,0.204904567634625,0.0559525157164456
2043,3,SD,Sudeste,89481210,12260013,58427295,25118082,18793902,5201758,0.137012150372128,0.652956022834291,0.280707893869562,0.21003182679358,0.0581324056748897
2044,3,SD,Sudeste,89322678,12158869,57923948,25594341,19239861,5385871,0.136122978757981,0.648479751133301,0.286537994304201,0.215397270108718,0.060296792713716
2045,3,SD,Sudeste,89143066,12060053,57390663,26045978,19692350,5565606,0.135288739115166,0.643804006023306,0.292181760945938,0.220907254861528,0.0624345364113906
2046,3,SD,Sudeste,88942311,11962369,56841520,26467955,20138422,5738315,0.134495819430642,0.639083011908697,0.297585645149247,0.226421168660661,0.0645172689520064
2047,3,SD,Sudeste,88720514,11864885,56287609,26857104,20568020,5902413,0.133733276162038,0.634437363606798,0.302715829621997,0.231829360231164,0.0665281650645081
2048,3,SD,Sudeste,88478052,11766892,55732232,27210419,20978928,6057691,0.132992213707418,0.629898949402729,0.307538631162449,0.237108836889854,0.0684654653111034
2049,3,SD,Sudeste,88215192,11667566,55175873,27529404,21371753,6206177,0.132262547249231,0.625469057529229,0.312071009265615,0.24226839522154,0.070352700700351
2050,3,SD,Sudeste,87931994,11566040,54623597,27820956,21742357,6350353,0.13153392154396,0.621202755847889,0.316391733366128,0.247263322608151,0.0722189127202097
2051,3,SD,Sudeste,87628651,11461941,54080612,28094629,22086098,6492477,0.130801294658753,0.617156733361101,0.320610082197888,0.252041971980146,0.0740908016488808
2052,3,SD,Sudeste,87305465,11355346,53550085,28357460,22400034,6634618,0.13006454979651,0.613364638742832,0.324807387487141,0.256570811460657,0.0759931580457191
2053,3,SD,Sudeste,86962657,11245830,53035548,28610605,22681279,6776017,0.129317920909431,0.60986577261548,0.328998744829059,0.260816306475089,0.0779186979073098
2054,3,SD,Sudeste,86600266,11132812,52536229,28852334,22931225,6917962,0.128554016219765,0.606652051161136,0.333166805746301,0.264793932619098,0.0798838423891215
2055,3,SD,Sudeste,86218421,11016229,52045761,29083002,23156431,7066072,0.127771175489284,0.603650129477551,0.337317729351596,0.268578695033165,0.0819554790965147
2056,3,SD,Sudeste,85817674,10896693,51555020,29302064,23365961,7226571,0.126974928264777,0.600750609950114,0.341445562833595,0.27227446178511,0.0842084230807747
2057,3,SD,Sudeste,85398961,10775084,51057372,29508564,23566505,7402989,0.126173478855322,0.597868772665747,0.345537740207401,0.275957748478931,0.0866871085234866
2058,3,SD,Sudeste,84962686,10651450,50552212,29704053,23759024,7596225,0.125366210762216,0.594993100853709,0.349612923018936,0.279640688384075,0.0894066013873431
2059,3,SD,Sudeste,84509059,10525678,50041674,29887705,23941707,7802892,0.124550883947246,0.592145677542096,0.353662735731089,0.283303438510657,0.0923320185117669
2060,3,SD,Sudeste,84038674,10398456,49525473,30048441,24114745,8016024,0.123734175053738,0.58931763963815,0.357554915728442,0.286948185308112,0.0953849414615942
2061,3,SD,Sudeste,83552536,10270953,49004118,30174043,24277465,8225603,0.122928082039305,0.586506650139261,0.361138565560715,0.290565267821434,0.0984482745083883
2062,3,SD,Sudeste,83051673,10144324,48478582,30266242,24428767,8423789,0.122144727897294,0.583715899377488,0.364426638341169,0.294139372725219,0.101428287904568
2063,3,SD,Sudeste,82536735,10019164,47947534,30329655,24570037,8608629,0.121390360304415,0.580923560884738,0.367468558091134,0.297686078810847,0.104300575979895
2064,3,SD,Sudeste,82008239,9895950,47411813,30370004,24700476,8780408,0.120670192661984,0.578134753021584,0.370328693437741,0.301195054316433,0.107067388680301
2065,3,SD,Sudeste,81466896,9775550,46881886,30391486,24809460,8935906,0.119994138478039,0.575471612420338,0.373053196969724,0.304534249101623,0.109687571746934
2066,3,SD,Sudeste,80913543,9658763,46369482,30387571,24885298,9071627,0.119371401150979,0.573074423400295,0.375556054936316,0.307554175448726,0.112115063358429
