ANO,CÓD.,SIGLA,LOCAL,POP_T,POP_H,POP_M,0-1_T,0-1_H,0-1_M,0-4_T,0-4_H,0-4_M,0-14_T,0-14_H,0-14_M,15-17_T,15-17_H,15-17_M,18-21_T,18-21_H,18-21_M,15-59_T,15-59_H,15-59_M,15-64_T,15-64_H,15-64_M,60+_T,60+_H,60+_M,65+_T,65+_H,65+_M,80+_T,80+_H,80+_M,P_H,P_M,P_0-1_T,P_0-1_H,P_0-1_M,P_0-4_T,P_0-4_H,P_0-4_M,P_0-14_T,P_0-14_H,P_0-14_M,P_15-17_T,P_15-17_H,P_15-17_M,P_18-21_T,P_18-21_H,P_18-21_M,P_15-59_T,P_15-59_H,P_15-59_M,P_15-64_T,P_15-64_H,P_15-64_M,P_60+_T,P_60+_H,P_60+_M,P_65+_T,P_65+_H,P_65+_M,P_80+_T,P_80+_H,P_80+_M
2048,50,MS,Mato Grosso do Sul,3209727,1585940,1623787,30825,15772,15053,156733,80110,76623,489404,249611,239793,105919,53958,51961,148816,75852,72964,1905698,967492,938206,2106887,1065058,1041829,814625,368837,445788,613436,271271,342165,164272,64902,99370,0.494104327252754,0.505895672747246,0.00960362049482713,0.00491381354239784,0.00468980695242929,0.0488306326363582,0.0249585089323796,0.0238721237039786,0.152475272819153,0.0777670499702934,0.0747082228488591,0.0329993796980242,0.0168107754958599,0.0161886042021642,0.0463640677228936,0.0236319163592418,0.0227321513636518,0.593725883852427,0.301425012158355,0.292300871694072,0.656406915603726,0.331821989845242,0.324584925758484,0.25379884332842,0.114912265124106,0.138886578204315,0.191117811577122,0.0845152874372182,0.106602524139903,0.0511794305247767,0.0202204112686219,0.0309590192561548
2049,50,MS,Mato Grosso do Sul,3212831,1587540,1625291,30572,15643,14929,155595,79533,76062,485893,247843,238050,104753,53372,51381,146576,74720,71856,1897195,963646,933549,2098601,1061509,1037092,829743,376051,453692,628337,278188,350149,169690,67053,102637,0.494124963311173,0.505875036688827,0.00951559543592551,0.00486891467369432,0.00464668076223119,0.0484292513362825,0.0247548034739456,0.023674447862337,0.15123515678229,0.0771416236957375,0.074093533086552,0.0326045783298281,0.0166121405078574,0.0159924378219707,0.0456220697571705,0.0232567477094189,0.0223653220477517,0.59050569419929,0.299936722473109,0.290568971726182,0.65319370984655,0.330396774682515,0.322796935164034,0.25825914901842,0.117046617142327,0.141212531876093,0.195571133371161,0.0865865649329205,0.10898456843824,0.0528163479498299,0.0208703788029934,0.0319459691468365
2050,50,MS,Mato Grosso do Sul,3215143,1588767,1626376,30301,15505,14796,154395,78924,75471,482401,246084,236317,103716,52851,50865,144553,73695,70858,1888400,959639,928761,2089864,1057682,1032182,844342,383044,461298,642878,285001,357877,175004,69187,105817,0.494151271032113,0.505848728967887,0.00942446416846778,0.00482249156569397,0.00460197260277381,0.0480211922144676,0.0245475862193377,0.0234736059951299,0.150040293697668,0.0765390528508374,0.0735012408468301,0.0322585962739449,0.0164381490963232,0.0158204471776216,0.0449600530987269,0.022921219989282,0.0220388331094449,0.587345570632473,0.298474749023605,0.288870821608868,0.650006547142693,0.328968882566032,0.321037664576661,0.26261413566986,0.11913746915767,0.143476666512189,0.199953159159639,0.0886433356152432,0.111309823544396,0.0544311714906615,0.0215191050600238,0.0329120664306378
2051,50,MS,Mato Grosso do Sul,3216656,1589615,1627041,30021,15362,14659,153131,78282,74849,478910,244325,234585,102773,52377,50396,142715,72767,69948,1879171,955411,923760,2080777,1053642,1027135,858575,389879,468696,656969,291648,365321,180214,71295,108919,0.494182467755333,0.505817532244667,0.00933298431663193,0.00477576713207754,0.00455721718455439,0.0476056500912749,0.0243364537581886,0.0232691963330863,0.148884431533866,0.0759562104247392,0.072928221109127,0.0319502613894678,0.0162830591769838,0.015667202212484,0.0443675046383573,0.0226219403007347,0.0217455643376227,0.584200175586075,0.297019948667187,0.287180226918887,0.646875823836929,0.327558184648902,0.319317639188026,0.266915392880059,0.121206308663407,0.145709084216652,0.204239744629205,0.0906680726816918,0.113571671947513,0.0560252635034645,0.0221643222029337,0.0338609413005307
2052,50,MS,Mato Grosso do Sul,3217365,1590081,1627284,29730,15213,14517,151795,77601,74194,475385,242547,232838,101898,51935,49963,141047,71923,69124,1869427,950932,918495,2071425,1049448,1021977,872553,396602,475951,670555,298086,372469,185337,73380,111957,0.494218405434261,0.505781594565739,0.00924048095258076,0.00472840352275853,0.00451207742982223,0.0471799127546921,0.0241194269223417,0.0230604858323504,0.147756005302476,0.0753868460681334,0.0723691592343424,0.0316712589339413,0.0161420914319637,0.0155291675019775,0.0438392908482563,0.0223546287101401,0.0214846621381161,0.581042872039697,0.295562362367963,0.285480509671734,0.643826547500828,0.326182450545711,0.317644096955117,0.271201122657827,0.123269196998165,0.147931925659662,0.208417447196697,0.0926491088204167,0.11576833837628,0.0576052142047918,0.0228074837638875,0.0347977304409043
2053,50,MS,Mato Grosso do Sul,3217259,1590157,1627102,29421,15056,14365,150378,76881,73497,471783,240728,231055,101078,51525,49553,139556,71170,68386,1859187,946221,912966,2061922,1045149,1016773,886289,403208,483081,683554,304280,379274,190348,75432,114916,0.494258311189743,0.505741688810257,0.00914474091144045,0.00467976000688785,0.0044649809045526,0.0467410301750652,0.0238964286058412,0.022844601569224,0.14664128688427,0.0748239417466856,0.0718173451375845,0.0314174270706835,0.0160151855974294,0.0154022414732541,0.0433772972583183,0.0221213150697535,0.0212559821885649,0.577879182247994,0.294107810406312,0.283771371841683,0.64089400324935,0.324856966753376,0.316037036495974,0.275479530867736,0.125326559036745,0.15015297183099,0.21246470986638,0.0945774026896809,0.117887307176699,0.0591646491625325,0.0234460452204812,0.0357186039420513
2054,50,MS,Mato Grosso do Sul,3216333,1589844,1626489,29087,14885,14202,148881,76118,72763,468061,238851,229210,100333,51150,49183,138206,70489,67717,1848532,941304,907228,2052286,1040755,1011531,899740,409689,490051,695986,310238,385748,195309,77476,117833,0.494303295087915,0.505696704912085,0.00904352876396816,0.00462794119887462,0.00441558756509354,0.0462890502942326,0.0236660818391628,0.0226229684550698,0.145526287234562,0.0742619001204166,0.0712643871141452,0.0311948420763646,0.0159032040525655,0.0152916380237992,0.0429700531630276,0.0219159521106801,0.0210541010523475,0.574732777980389,0.292663726050754,0.282069051929635,0.638082561724796,0.323584342790377,0.31449821893442,0.279740934785049,0.127377668916745,0.152363265868304,0.216391151040642,0.0964570521771222,0.119934098863519,0.0607241227820627,0.0240883018020833,0.0366358209799794
2055,50,MS,Mato Grosso do Sul,3214575,1589132,1625443,28740,14708,14032,147308,75317,71991,464193,236899,227294,99647,50805,48842,136973,69867,67106,1837546,936200,901346,2042434,1036240,1006194,912836,416033,496803,707948,315993,391955,200407,79599,120808,0.494352130530474,0.505647869469526,0.00894052868575161,0.00457541043528305,0.00436511825046857,0.0458250313027383,0.0234298468693373,0.022395184433401,0.144402603765661,0.0736952785360429,0.0707073252296182,0.0309984990239767,0.0158045775880171,0.0151939214359597,0.0426099873233631,0.021734443900049,0.0208755434233141,0.571629531119977,0.291236010981234,0.280393520138743,0.635366728105582,0.322356765668868,0.313009962436714,0.283967865114362,0.129420841013198,0.154547024101164,0.220230668128757,0.098300086325564,0.121930581803193,0.0623432335534246,0.0247619047619048,0.0375813287915199
2056,50,MS,Mato Grosso do Sul,3212007,1588026,1623981,28398,14533,13865,145674,74485,71189,460192,234874,225318,98990,50473,48517,135829,69290,66539,1826305,930915,895390,2032229,1031547,1000682,925510,422237,503273,719586,321605,397981,205867,81887,123980,0.494403032122906,0.505596967877094,0.0088412011555392,0.00452458540719245,0.00431661574834675,0.0453529522195935,0.0231895509567694,0.0221634012628241,0.14327241503521,0.0731237509756361,0.070148664059574,0.0308187373190656,0.0157138511840105,0.0151048861350551,0.0422878904062164,0.0215721821278721,0.0207157082783444,0.568586867961371,0.289823465515486,0.278763402445885,0.632697562614278,0.321153409690577,0.311544152923702,0.288140717003419,0.131455815631784,0.156684901371635,0.224030022350512,0.100125871456694,0.123904150893818,0.0640929487389037,0.0254940291226015,0.0385989196163022
2057,50,MS,Mato Grosso do Sul,3208634,1586529,1622105,28059,14360,13699,143993,73629,70364,456048,232776,223272,98343,50150,48193,134775,68759,66016,1814905,925462,889443,2021576,1026639,994937,937681,428291,509390,731010,327114,403896,211834,84398,127436,0.49445620784421,0.50554379215579,0.00874484282096369,0.00447542474461095,0.00426941807635274,0.0448767294742872,0.0229471482256936,0.0219295812485936,0.142131511415761,0.0725467597737854,0.069584751641976,0.0306494913411751,0.0156297041046127,0.0150197872365624,0.0420038558464443,0.0214293683854251,0.0205744874610192,0.565631667556973,0.288428658425984,0.277203009130988,0.630042566400531,0.3199613916701,0.31008117473043,0.292236821027266,0.133480789644441,0.158756031382825,0.227825922183708,0.101948056400325,0.125877865783383,0.0660199948015261,0.026303405125047,0.0397165896764791
2058,50,MS,Mato Grosso do Sul,3204455,1584638,1619817,27711,14182,13529,142271,72751,69520,451749,230597,221152,97707,49833,47874,133800,68266,65534,1803345,919843,883502,2010478,1021524,988954,949361,434198,515163,742228,332517,409711,218350,87149,131201,0.494510923074283,0.505489076925717,0.00864764835205987,0.00442571357687969,0.00422193477518018,0.0443978773301544,0.0227030805550398,0.0216947967751146,0.140975298451687,0.0719613787679964,0.0690139196836904,0.0304909883271882,0.0155511623661434,0.0149398259610449,0.0417543700878933,0.0213034665801205,0.0204509035077728,0.562761842497398,0.287051308256786,0.275710534240612,0.627400915288247,0.318782445064761,0.308618470223486,0.296262859050915,0.1354982360495,0.160764623001415,0.231623786260066,0.103767099241525,0.127856687018541,0.0681395120231053,0.0271962002899089,0.0409433117331964
2059,50,MS,Mato Grosso do Sul,3199467,1582357,1617110,27356,14001,13355,140531,71865,68666,447290,228341,218949,97081,49516,47565,132879,67802,65077,1791628,914059,877569,1998983,1016214,982769,960549,439957,520592,753194,337802,415392,225325,90092,135233,0.494568939138925,0.505431060861075,0.00855017413837992,0.00437604138439309,0.00417413275398684,0.0439232534669056,0.0224615537525469,0.0214616997143587,0.139801410672465,0.071368449807421,0.0684329608650441,0.0303428664836987,0.0154763277758452,0.0148665387078535,0.0415316051079758,0.0211916547349918,0.020339950372984,0.559977021172589,0.285691022911004,0.274285998261585,0.624786253460342,0.317619778544364,0.307166474915978,0.300221568154946,0.137509466420501,0.162712101734445,0.235412335867193,0.10558071078714,0.129831625080052,0.0704257927961126,0.0281584401401858,0.0422673526559268
2060,50,MS,Mato Grosso do Sul,3193683,1579686,1613997,27012,13825,13187,138790,70978,67812,442698,226015,216683,96437,49191,47246,131995,67357,64638,1779775,908135,871640,1987145,1010711,976434,971210,445536,525674,763840,342960,420880,232594,93171,139423,0.494628302182778,0.505371697817222,0.00845794651504235,0.00432885793611952,0.00412908857892283,0.0434576631431485,0.0222244975471892,0.0212331655959593,0.138616763154014,0.0707693907003294,0.0678473724536844,0.0301961716300585,0.0154025931816026,0.0147935784484559,0.0413300255535693,0.0210906968537579,0.0202393286998115,0.55727979264066,0.284353519118836,0.272926273521824,0.622211096091879,0.316471922855211,0.305739173236667,0.304103444205327,0.139505392363613,0.164598051841714,0.239172140754107,0.107386988627237,0.13178515212687,0.0728293947771272,0.0291735278673557,0.0436558669097716
2061,50,MS,Mato Grosso do Sul,3187126,1576638,1610488,26689,13660,13029,137070,70102,66968,437998,223635,214363,95773,48856,46917,131126,66921,64205,1767606,901946,865660,1975039,1005020,970019,981522,451057,530465,774089,347983,426106,239894,96287,143607,0.494689572988329,0.505310427011671,0.00837400215742961,0.00428599308593385,0.00408800907149576,0.0430073991426759,0.0219953651032309,0.0210120340394449,0.13742726205365,0.0701682330726805,0.0672590289809691,0.0300499572341978,0.0153291711717704,0.0147207860624274,0.0411423960019152,0.0209972872111112,0.020145108790804,0.55460813284445,0.282996655921354,0.271611476923096,0.619692789051955,0.315337391744161,0.304355397307794,0.307964605101901,0.141524683994295,0.166439921107606,0.242879948894396,0.109183948171487,0.133696000722908,0.0752696943892397,0.0302112310589541,0.0450584633302857
2062,50,MS,Mato Grosso do Sul,3179822,1573222,1606600,26386,13505,12881,135389,69245,66144,433216,221210,212006,95087,48513,46574,130263,66485,63778,1755166,895531,859635,1962740,999147,963593,991440,456481,534959,783866,352865,431001,247017,99361,147656,0.494751593013697,0.505248406986303,0.00829794875310631,0.00424709307627911,0.00405085567682719,0.0425775405038395,0.0217763761619361,0.0208011643419034,0.136239072501543,0.0695667870717292,0.0666722854298134,0.0299032461565459,0.0152565143583509,0.014646731798195,0.0409655005846239,0.0209084030489757,0.0200570975356482,0.551969890138505,0.281629286167591,0.270340603970914,0.61724838685939,0.314214757932991,0.303033628926399,0.311791037359953,0.143555519774377,0.168235517585576,0.246512540639067,0.110970048008977,0.135542492630091,0.077682650160921,0.0312473465495867,0.0464353036113342
2063,50,MS,Mato Grosso do Sul,3171802,1569461,1602341,26096,13357,12739,133764,68418,65346,428378,218759,209619,94380,48155,46225,129398,66049,63349,1742514,888933,853581,1950257,993095,957162,1000910,461769,539141,793167,357607,435560,253917,102383,151534,0.494816826523219,0.505183173476781,0.00822749969890933,0.00421117081078832,0.00401632888812101,0.0421728720771347,0.0215707033415074,0.0206021687356273,0.135058241340412,0.0689699420077294,0.0660882993326822,0.0297559557626863,0.0151822213366408,0.0145737344260455,0.0407963674907828,0.0208238093046161,0.0199725581861667,0.549376663486561,0.280261189065396,0.269115474421165,0.614873500931016,0.313101196102405,0.301772304828612,0.315565095173028,0.145585695450094,0.169979399722934,0.250068257728572,0.112745688413085,0.137322569315487,0.0800544926827084,0.0322791271334087,0.0477753655492997
2064,50,MS,Mato Grosso do Sul,3163052,1565341,1597711,25818,13215,12603,132216,67629,64587,423515,216294,207221,93634,47779,45855,128514,65600,62914,1729655,882187,847468,1937541,986843,950698,1009882,466860,543022,801996,362204,439792,260594,105345,155249,0.494883106569225,0.505116893430775,0.00816236976186291,0.00417792688833443,0.00398444287352848,0.0418001348065097,0.0213809320871108,0.0204192027193989,0.133894415899581,0.0683814240170569,0.0655129918825236,0.0296024219646089,0.0151053476199569,0.0144970743446519,0.0406297462071442,0.0207394630249518,0.0198902831821924,0.546831035341815,0.278903729688921,0.267927305652895,0.612554267207747,0.311990760822143,0.300563506385605,0.319274548758604,0.147597952863247,0.171676595895357,0.253551316892672,0.114510921730025,0.139040395162647,0.0823868845659192,0.0333048587250542,0.0490820258408651
2065,50,MS,Mato Grosso do Sul,3153623,1560891,1592732,25558,13082,12476,130752,66882,63870,418665,213833,204832,92836,47375,45461,127603,65140,62463,1716680,875364,841316,1924633,980427,944206,1018278,471694,546584,810325,366631,443694,266995,108219,158776,0.4949516793859,0.5050483206141,0.00810432952829175,0.00414824473312124,0.00395608479517051,0.0414608848299242,0.0212079883993743,0.0202528964305499,0.132756832379774,0.067805504969998,0.064951327409776,0.0294378877881091,0.0150224043901253,0.0144154833979838,0.0404623507629162,0.0206556078516677,0.0198067429112484,0.544351686932775,0.27757407908301,0.266777607849765,0.610292669732558,0.310889094860102,0.299403574872456,0.322891480687451,0.149572095332892,0.173319385354559,0.256950497887668,0.1162570795558,0.140693418331868,0.0846629416388706,0.0343157695133502,0.0503471721255204
2066,50,MS,Mato Grosso do Sul,3143519,1556112,1587407,25320,12961,12359,129375,66181,63194,413860,211395,202465,91992,46950,45042,126658,64662,61996,1703441,868528,834913,1911347,973716,937631,1026218,476189,550029,818312,371001,447311,273049,110962,162087,0.495022298258735,0.504977701741265,0.00805466739663415,0.00412308626097059,0.00393158113566357,0.0411561056255744,0.0210531573055547,0.0201029483200197,0.131655001926185,0.0672478836615907,0.0644071182645946,0.0292640190817997,0.0149354910849911,0.0143285279968087,0.0402917876430841,0.0205699408847219,0.0197218467583622,0.541889837471954,0.276291633675508,0.265598203796446,0.608027818505312,0.30975349600241,0.298274322502902,0.326455160601861,0.151482780921636,0.174972379680225,0.260317179568503,0.118020918594734,0.142296260973769,0.0868609351494297,0.0352986573327535,0.0515622778166762
2067,50,MS,Mato Grosso do Sul,3132773,1551023,1581750,25099,12848,12251,128080,65522,62558,409124,208992,200132,91115,46505,44610,125667,64161,61506,1691729,862455,829274,1897721,966742,930979,1031920,479576,552344,825928,375289,450639,278709,113541,165168,0.495095878316112,0.504904121683888,0.00801175188882182,0.00410115894129578,0.00391059294752604,0.0408839070050719,0.0209150168237533,0.0199688901813186,0.130594843609799,0.0667115044722359,0.0638833391375628,0.0290844564863142,0.0148446759468369,0.0142397805394773,0.0401136628795,0.0204805774309214,0.0196330854485786,0.540010080526103,0.27530082773313,0.264709252792973,0.605763966939194,0.308589865911127,0.297174101028067,0.329395075864099,0.153083546110746,0.176311529753353,0.263641189451007,0.119794507932748,0.143846681518259,0.0889655905486928,0.0362429706844384,0.0527226198642545
2068,50,MS,Mato Grosso do Sul,3121396,1545632,1575764,24894,12743,12151,126869,64905,61964,404498,206647,197851,90198,46039,44159,124621,63632,60989,1679134,855950,823184,1883787,959538,924249,1037764,483035,554729,833111,379447,453664,283918,115936,167982,0.495173313478969,0.504826686521031,0.00797527772829849,0.00408246822895909,0.0038928094993394,0.0406449550137182,0.0207935808208891,0.0198513741928291,0.129588812185317,0.0662033910468265,0.0633854211384906,0.0288966859699955,0.0147494902921641,0.0141471956778313,0.0399247644323245,0.0203857504783116,0.0195390139540129,0.537943279225065,0.274220252733072,0.263723026491993,0.603507853537327,0.30740668598281,0.296101167554517,0.332467908589618,0.154749669699071,0.177718238890548,0.266903334277355,0.121563236449332,0.145340097828023,0.0909586608043324,0.0371423555357923,0.0538163052685401
2069,50,MS,Mato Grosso do Sul,3109417,1539954,1569463,24702,12645,12057,125741,64331,61410,400011,204372,195639,89228,45547,43681,123519,63073,60446,1665301,848839,816462,1869578,952151,917427,1044105,486743,557362,839828,383431,456397,288687,118152,170535,0.495254898265495,0.504745101734505,0.00794425450172814,0.00406667873752539,0.00387757576420274,0.0404387703546999,0.0206890873755434,0.0197496829791565,0.128645016091441,0.0657267905848588,0.0629182255065821,0.0286960545980163,0.0146480835474946,0.0140479710505217,0.0397241669419058,0.0202845099258157,0.0194396570160902,0.535566956763921,0.272989759816712,0.262577196947209,0.601263194997647,0.30621528087098,0.295047914126667,0.335788027144638,0.156538347863924,0.179249679280714,0.270091788910912,0.123312826809656,0.146778962101256,0.0928428062238034,0.0379981199047924,0.0548446863190109
2070,50,MS,Mato Grosso do Sul,3096870,1534003,1562867,24521,12553,11968,124694,63797,60897,395697,202184,193513,88196,45025,43171,122362,62486,59876,1651739,841863,809876,1855166,944638,910528,1049434,489956,559478,846007,387181,458826,293107,120224,172883,0.495339810841269,0.504660189158731,0.00791799462037476,0.00405344751313423,0.00386454710724054,0.0402645251495865,0.0206004772560682,0.0196640478935183,0.127773203266524,0.0652865635302741,0.0624866397362498,0.0284790772618805,0.0145388731202795,0.013940204141601,0.0395115067794257,0.0201771466028603,0.0193343601765654,0.533357551334089,0.271843183601507,0.261514367732582,0.599045487863553,0.3050299173036,0.294015570559952,0.338869245399387,0.158210063709487,0.1806591816899,0.273181308869923,0.125023330007395,0.148157978862529,0.0946462072996283,0.0388211323045527,0.0558250749950757
2000,51,MT,Mato Grosso,2628097,1352590,1275507,56046,28787,27259,284298,145604,138694,857375,435319,422056,170728,85981,84747,221909,111867,110042,1615635,833727,781908,1670814,863968,806846,155087,83544,71543,99908,53303,46605,17793,8598,9195,0.51466517407843,0.48533482592157,0.0213256968825732,0.0109535530842279,0.0103721437983453,0.10817637248549,0.0554028256947898,0.0527735467907006,0.326234153457806,0.165640385419564,0.160593768038242,0.0649625946074289,0.0327160679381317,0.0322465266692972,0.084437142160278,0.0425657804867933,0.0418713616734847,0.614754706542414,0.317236007651164,0.297518698891251,0.635750506925734,0.328742812765282,0.307007694160451,0.0590111399997793,0.0317887810077025,0.0272223589920768,0.0380153396164601,0.0202819758935838,0.0177333637228763,0.00677029805216474,0.00327156874346723,0.00349872930869751
2001,51,MT,Mato Grosso,2681943,1379050,1302893,55035,28191,26844,282006,144484,137522,857181,435667,421514,171871,86549,85322,225476,113619,111857,1662869,856441,806428,1720158,887694,832464,161893,86942,74951,104604,55689,48915,18422,8901,9521,0.514198101898512,0.485801898101488,0.020520570347692,0.0105114090791639,0.0100091612685281,0.105149885735827,0.0538728824587249,0.0512770032771017,0.319611938061323,0.162444541140509,0.157167396920814,0.0640845088803155,0.0322710065053582,0.0318135023749573,0.0840718837052093,0.0423644350383286,0.0417074486668807,0.620023990069886,0.319336018699875,0.30068797137001,0.641384995877988,0.330989137353031,0.310395858524957,0.0603640718687906,0.0324175420581273,0.0279465298106634,0.0390030660606881,0.0207644234049717,0.0182386426557164,0.00686890064404799,0.00331886248141739,0.0035500381626306
2002,51,MT,Mato Grosso,2733393,1404150,1329243,54079,27640,26439,278984,142886,136098,855507,435196,420311,172540,86890,85650,228020,114865,113155,1709018,878565,830453,1768268,910755,857513,168868,90389,78479,109618,58199,51419,19057,9210,9847,0.513702200890981,0.486297799109019,0.0197845681173545,0.0101119743849494,0.00967259373240511,0.102065089066958,0.0522742247455818,0.0497908643213764,0.312983533652131,0.159214573242852,0.153768960409279,0.0631230123147312,0.0317883304742494,0.0313346818404818,0.0834201302191086,0.0420228631594505,0.0413972670596581,0.625236839342166,0.321419203166175,0.303817636175991,0.646913195431466,0.333195775360513,0.313717420070952,0.0617796270057032,0.0330684244819534,0.0287112025237498,0.0401032709164032,0.0212918522876147,0.0188114186287885,0.00697192097879815,0.00336943864274182,0.00360248233605632
2003,51,MT,Mato Grosso,2782719,1428085,1354634,53351,27237,26114,275495,140973,134522,852728,434104,418624,172726,87002,85724,229901,115799,114102,1753945,900078,853867,1815146,933209,881937,176046,93903,82143,114845,60772,54073,19720,9540,10180,0.513197703397289,0.486802296602711,0.0191722556248044,0.00978790887617471,0.00938434674862967,0.0990020911202317,0.0506601636744493,0.0483419274457823,0.306436977646683,0.155999941064836,0.150437036581847,0.0620709457189174,0.0312651043817216,0.0308058413371957,0.0826173968697522,0.0416136160352518,0.0410037808345004,0.630298998928746,0.323452709382442,0.306846289546303,0.652292236478063,0.335358690546908,0.316933545931156,0.0632640234245714,0.0337450529500104,0.029518970474561,0.0412707858752537,0.021839071785545,0.0194317140897087,0.00708659408298143,0.00342830159998189,0.00365829248299954
2004,51,MT,Mato Grosso,2830188,1451009,1379179,52877,26980,25897,271792,138896,132896,849148,432555,416593,172542,86942,85600,231354,116537,114817,1797533,920921,876612,1860820,955083,905737,183507,97533,85974,120220,63371,56849,20426,9893,10533,0.512689969712259,0.487310030287741,0.0186832111506373,0.00953293562123788,0.00915027552939946,0.0960331963813005,0.0490765984450503,0.0469565979362502,0.300032365341101,0.152836136680673,0.147196228660428,0.0609648546315651,0.03071951403935,0.0302453405922151,0.0817450996188239,0.0411764165490066,0.0405686830698173,0.635128479097502,0.325392164760786,0.309736314336715,0.657489891130907,0.337462740991058,0.320027150139849,0.0648391555613973,0.0344616682708004,0.030377487290597,0.0424777435279918,0.0223910920405288,0.020086651487463,0.00721718839879188,0.00349552750559327,0.00372166089319861
2005,51,MT,Mato Grosso,2876158,1473184,1402974,52626,26867,25759,268194,136887,131307,844853,430622,414231,172269,86862,85407,232328,117053,115275,1839862,941174,898688,1905512,976506,929006,191443,101388,90055,125793,66056,59737,21233,10304,10929,0.512205518611982,0.487794481388018,0.018297325807553,0.00934128097274211,0.00895604483481088,0.0932473111699705,0.0475936996507146,0.0456536115192559,0.293743598230695,0.149721260097672,0.144022338133023,0.0598955272971791,0.0302007052463738,0.0296948220508053,0.0807772034776949,0.0406976946329096,0.0400795088447853,0.639694342244063,0.327233065777332,0.312461276466731,0.662519931102533,0.339517509121543,0.32300242198099,0.0665620595252417,0.0352511927369776,0.0313108667882641,0.0437364706667714,0.0229667493927663,0.0207697212740051,0.00738241779484994,0.00358255700834238,0.00379986078650756
2006,51,MT,Mato Grosso,2923828,1496304,1427524,55443,28352,27091,268441,136961,131480,842718,429791,412927,172310,86974,85336,232651,117265,115386,1881149,960994,920155,1949502,997655,951847,199961,105519,94442,131608,68858,62750,22164,10786,11378,0.511761977790759,0.488238022209241,0.0189624697485625,0.00969687683406821,0.00926559291449429,0.0918114882270777,0.0468430427508048,0.0449684454762729,0.28822420470698,0.146995992924344,0.141228211782636,0.0589330152115651,0.0297466198422069,0.0291863953693583,0.0795706861005504,0.0401066683813138,0.0394640177192366,0.643385657432653,0.328676652662195,0.314709004770458,0.666763571591763,0.341215351929046,0.325548219662716,0.0683901378603666,0.0360893322042199,0.0323008056561467,0.0450122237012574,0.0235506329373684,0.021461590763889,0.00758047326997347,0.00368899948971007,0.00389147378026341
2007,51,MT,Mato Grosso,2967696,1517462,1450234,52852,27006,25846,267064,136249,130815,837216,427143,410073,172845,87381,85464,232427,117216,115211,1921466,980435,941031,1992828,1018553,974275,209014,109884,99130,137652,71766,65886,23193,11321,11872,0.511326631838302,0.488673368161698,0.0178091017408791,0.00909998867808563,0.00870911306279349,0.0899903494158431,0.0459106997482222,0.0440796496676209,0.282109757872774,0.14393084736442,0.138178910508354,0.0582421514872143,0.0294440535688292,0.0287980979183852,0.0783190057202625,0.0394973070017953,0.0388216987184671,0.647460521562855,0.330369080930122,0.317091440632733,0.671506785061543,0.343213388433317,0.328293396628226,0.0704297205643705,0.0370267035437592,0.0334030170206113,0.0463834570656833,0.0241823960405648,0.0222010610251185,0.0078151535736814,0.00381474382820882,0.00400040974547258
2008,51,MT,Mato Grosso,3010046,1537791,1472255,52114,26622,25492,265738,135584,130154,830431,423767,406664,173751,87994,85757,232038,117109,114929,1961044,999572,961472,2035729,1039280,996449,218571,114452,104119,143886,74744,69142,24292,11892,12400,0.510886212370176,0.489113787629824,0.0173133566729545,0.00884438310909534,0.00846897356385916,0.0882837006477642,0.0450438298949584,0.0432398707528058,0.275886481469054,0.14078422721779,0.135102254251264,0.0577237025613562,0.0292334402862946,0.0284902622750616,0.0770878584579771,0.038906049940765,0.038181808517212,0.651499678078009,0.332078645974181,0.319421032103828,0.676311591251429,0.345270470949613,0.331041120301816,0.0726138404529366,0.0380233391782053,0.0345905012747314,0.0478019272795167,0.024831514202773,0.0229704130767437,0.00807030856006852,0.00395077018756524,0.00411953837250328
2009,51,MT,Mato Grosso,3053540,1558631,1494909,52879,27025,25854,265811,135664,130147,824489,420786,403703,174695,88625,86070,231958,117186,114772,2000329,1018581,981748,2078704,1060043,1018661,228722,119264,109458,150347,77802,72545,25439,12474,12965,0.510434119088009,0.489565880911991,0.0173172776515127,0.00885038348932714,0.00846689416218553,0.0870501123286415,0.0444284338832961,0.0426216784453454,0.270010872626525,0.137802681477891,0.132208191148634,0.0572106473142648,0.0290236905362301,0.0281869567780347,0.0759636356491155,0.0383770967467267,0.0375865389023887,0.655085245321823,0.333573819239309,0.321511426082514,0.680752176162749,0.347152157823379,0.33360001833937,0.0749038820516515,0.039057618370809,0.0358462636808426,0.0492369512107259,0.0254792797867393,0.0237576714239866,0.00833098633061954,0.00408509467699784,0.0042458916536217
2010,51,MT,Mato Grosso,3093944,1577894,1516050,51861,26514,25347,265073,135329,129744,817793,417395,400398,175208,89020,86188,231904,117319,114585,2036579,1036112,1000467,2119030,1079499,1039531,239572,124387,115185,157121,81000,76121,26635,13065,13570,0.509994363181751,0.490005636818249,0.0167621004129357,0.00856964444088193,0.00819245597205379,0.0856747892010974,0.0437399642656751,0.0419348249354222,0.264320556545303,0.134907095926752,0.12941346061855,0.0566293378289976,0.0287723371851591,0.0278570006438384,0.0749541685305228,0.0379189151451998,0.0370352533853231,0.658246884882209,0.334883889301164,0.323362995581045,0.684896042074453,0.34890709075536,0.335988951319093,0.0774325585724887,0.040203377953835,0.0372291806186537,0.0507834013802448,0.0261801764996393,0.0246032248806055,0.00860875309960361,0.00422276550577515,0.00438598759382846
