ANO,CÓD.,SIGLA,LOCAL,POP_T,POP_H,POP_M,0-1_T,0-1_H,0-1_M,0-4_T,0-4_H,0-4_M,0-14_T,0-14_H,0-14_M,15-17_T,15-17_H,15-17_M,18-21_T,18-21_H,18-21_M,15-59_T,15-59_H,15-59_M,15-64_T,15-64_H,15-64_M,60+_T,60+_H,60+_M,65+_T,65+_H,65+_M,80+_T,80+_H,80+_M,P_H,P_M,P_0-1_T,P_0-1_H,P_0-1_M,P_0-4_T,P_0-4_H,P_0-4_M,P_0-14_T,P_0-14_H,P_0-14_M,P_15-17_T,P_15-17_H,P_15-17_M,P_18-21_T,P_18-21_H,P_18-21_M,P_15-59_T,P_15-59_H,P_15-59_M,P_15-64_T,P_15-64_H,P_15-64_M,P_60+_T,P_60+_H,P_60+_M,P_65+_T,P_65+_H,P_65+_M,P_80+_T,P_80+_H,P_80+_M
2022,15,PA,Pará,8570045,4304083,4265962,130854,66951,63903,670780,343416,327364,2100571,1076498,1024073,471271,241597,229674,625717,319685,306032,5582583,2801989,2780594,5872832,2945514,2927318,886891,425596,461295,596642,282071,314571,112808,48191,64617,0.502224084004226,0.497775915995774,0.0152687646330912,0.00781221102106232,0.00745655361202887,0.0782703007977204,0.0400716682351143,0.0381986325626061,0.245106180889365,0.12561170915672,0.119494471732646,0.054990493048753,0.0281908671424712,0.0267996259062817,0.0730121020368038,0.0373026045954251,0.0357094974413787,0.651406497865531,0.326951492086681,0.324455005778849,0.685274348034345,0.343698778711197,0.341575569323148,0.103487321245104,0.0496608827608256,0.0538264384842787,0.0696194710762896,0.0329135961363097,0.0367058749399799,0.0131630580702902,0.00562319101008221,0.00753986706020797
2023,15,PA,Pará,8616120,4326728,4289392,125252,64097,61155,655615,335648,319967,2063046,1057486,1005560,466344,238903,227441,620183,317679,302504,5629935,2826707,2803228,5929505,2974353,2955152,923139,442535,480604,623569,294889,328680,117269,50304,66965,0.502166636490671,0.497833363509329,0.0145369377399572,0.00743919536868103,0.00709774237127617,0.0760916746749117,0.0389558176998463,0.0371358569750653,0.239440258492222,0.12273343453898,0.116706823953241,0.054124594364981,0.0277274457644508,0.0263971486005302,0.0719793828312512,0.0368703082129775,0.0351090746182737,0.653418824250359,0.328071916361425,0.325346907888934,0.688187374363403,0.345207935822621,0.342979438540782,0.10714091725742,0.0513612855902657,0.0557796316671541,0.0723723671443759,0.0342252661290697,0.0381471010153062,0.0136104186106972,0.00583835879723124,0.00777205981346592
2024,15,PA,Pará,8664306,4350511,4313795,123569,63213,60356,639848,327598,312250,2028699,1040041,988658,457266,234337,222929,616668,316182,300486,5673972,2849916,2824056,5983078,3001846,2981232,961635,460554,501081,652529,308624,343905,122537,52776,69761,0.502118807899906,0.497881192100094,0.0142618462459659,0.00729579495461033,0.00696605129135559,0.0738487306427081,0.0378100681116295,0.0360386625310787,0.234144431186987,0.120037427117648,0.114107004069339,0.0527758368644875,0.0270462515982238,0.0257295852662637,0.0711733865355171,0.0364924784512458,0.0346809080842713,0.65486745274232,0.328926055935698,0.325941396806622,0.69054324720295,0.346461216859146,0.344082030343804,0.110988116070693,0.0531553248465601,0.0578327912241327,0.0753123216100632,0.0356201639231117,0.0396921576869515,0.01414273687933,0.00609119761005671,0.00805153926927327
2025,15,PA,Pará,8711196,4373481,4337715,121473,62140,59333,626870,320953,305917,1999423,1025127,974296,443730,227524,216206,612441,314052,298389,5710445,2869269,2841176,6029379,3025744,3003635,1001328,479085,522243,682394,322610,359784,128237,55414,72823,0.502052875403102,0.497947124596898,0.0139444687044121,0.00713334885359025,0.00681111985082186,0.071961416090282,0.0368437353493137,0.0351176807409683,0.229523362808046,0.117679248635893,0.111844114172153,0.0509378964725395,0.0261185720077932,0.0248193244647463,0.0703050419253567,0.0360515364365582,0.0342535054887986,0.65552938999421,0.329377160151143,0.326152229843066,0.692141354642922,0.347339676434786,0.344801678208136,0.114947247197744,0.0549964666160651,0.059950780581679,0.0783352825490323,0.0370339503324228,0.0413013322166095,0.0147209407296082,0.00636123903078291,0.00835970169882528
2026,15,PA,Pará,8756324,4395406,4360918,118952,60849,58103,612484,313601,298883,1970267,1010211,960056,430323,220771,209552,607193,311272,295921,5743908,2887053,2856855,6073037,3048433,3024604,1042149,498142,544007,713020,336762,376258,134255,58172,76083,0.501969319545508,0.498030680454492,0.0135846960436823,0.00694914898078235,0.00663554706289991,0.0699476172878025,0.0358142298069372,0.0341333874808653,0.225010746518745,0.115369303374338,0.109641443144406,0.0491442527709116,0.0252127490942546,0.023931503676657,0.0693433682901638,0.0355482506129284,0.0337951176772353,0.655972529111531,0.32971061829142,0.326261910820111,0.693560105816094,0.348140726633688,0.345419379182406,0.119016724369724,0.0568893978797495,0.0621273264899746,0.0814291476651618,0.0384592895374817,0.0429698581276801,0.015332347226987,0.00664342708195814,0.0086889201450289
2027,15,PA,Pará,8799820,4416366,4383454,116605,59648,56957,598815,306572,292243,1941358,995353,946005,418998,215115,203883,598929,306861,292068,5774412,2903279,2871133,6114075,3069911,3044164,1084050,517734,566316,744387,351102,393285,140561,61039,79522,0.501870038250782,0.498129961749218,0.0132508392217114,0.00677832046564589,0.00647251875606546,0.0680485509930885,0.0348384398771793,0.0332101111159092,0.220613376182695,0.11311060908064,0.107502767102054,0.0476143830214709,0.0244453863829033,0.0231689966385676,0.0680615058035278,0.0348712814580298,0.033190224345498,0.656196604021446,0.329924816643977,0.326271787377469,0.694795461725353,0.34886065851347,0.345934803211884,0.123190019795859,0.0588346125261653,0.0643554072696942,0.0845911620919519,0.0398987706566725,0.0446923914352794,0.0159731676329743,0.00693639188074302,0.00903677575223129
2028,15,PA,Pará,8841797,4436426,4405371,114400,58519,55881,588425,301208,287217,1912870,980714,932156,412124,211675,200449,584146,299385,284761,5801896,2917840,2884056,6151964,3089674,3062290,1127031,537872,589159,776963,366038,410925,147204,64026,83178,0.501756147534263,0.498243852465737,0.0129385463158677,0.00661845097778201,0.00632009533808569,0.0665503856286228,0.0340663781355758,0.0324840074930469,0.216344030517778,0.110917950276397,0.105426080241381,0.0466108869045512,0.0239402691556931,0.0226706177488581,0.0660664342327696,0.033860198328462,0.0322062359043077,0.656189686327338,0.330005314530519,0.326184371796819,0.695782090450618,0.349439599212694,0.346342491237924,0.127466283154884,0.060832882727346,0.0666334004275375,0.0878738790316041,0.0413985980451711,0.046475280986433,0.0166486518521065,0.00724128816800476,0.00940736368410177
2029,15,PA,Pará,8882382,4455647,4426735,112358,57474,54884,577668,295678,281990,1881204,964430,916774,409000,210109,198891,569377,291954,277423,5829954,2932608,2897346,6190718,3109904,3080814,1171224,558609,612615,810460,381313,429147,154454,67252,87202,0.501627491364366,0.498372508635634,0.0126495347756942,0.00647056161286466,0.00617897316282952,0.0650352574343234,0.0332881427526985,0.0317471146816248,0.211790485930463,0.108577856705555,0.103212629224908,0.0460462069746606,0.0236545782426381,0.0223916287320226,0.0641018366469715,0.0328688858461615,0.03123295080081,0.656350289820906,0.330160085436542,0.326190204384364,0.696965971515298,0.350120496956785,0.346845474558514,0.131859224248631,0.0628895492222694,0.0689696750263612,0.0912435425542383,0.0429291377020263,0.0483144048522119,0.0173888040392769,0.00757139244855715,0.0098174115907197
2030,15,PA,Pará,8921654,4474085,4447569,110462,56504,53958,567099,290245,276854,1846518,946568,899950,409566,210395,199171,554721,284584,270137,5858379,2947517,2910862,6230189,3130502,3099687,1216757,580000,636757,844947,397015,447932,162499,70805,91694,0.501486047318132,0.498513952681868,0.0123813364651891,0.00633335477928196,0.00604798168590712,0.0635643345953564,0.0325326447315711,0.0310316898637853,0.206970366705546,0.10609781549475,0.100872551210796,0.0459069585079179,0.0235825105972502,0.0223244479106677,0.0621769236959873,0.0318981211331441,0.0302788025628432,0.656647186721207,0.330377864911596,0.326269321809611,0.698322194516846,0.350888075238067,0.347434119278779,0.136382446573248,0.0650103669117856,0.0713720796614619,0.0947074387776078,0.0445001565853148,0.050207282192293,0.0182139993324108,0.00793630867101549,0.0102776906613953
2031,15,PA,Pará,8959078,4491509,4467569,108629,55567,53062,557164,285143,272021,1814029,929800,884229,408661,209970,198691,541908,278131,263777,5881339,2959657,2921682,6264692,3148557,3116135,1263710,602052,661658,880357,413152,467205,171281,74644,96637,0.501336074984502,0.498663925015498,0.0121250200076392,0.00620231233615781,0.00592270767148137,0.0621898815927264,0.0318272706186954,0.030362610974031,0.20247942924484,0.103783000884689,0.0986964283601505,0.0456141803877586,0.0234365634499443,0.0221776169378144,0.0604870277946012,0.0310446007948586,0.0294424269997426,0.656466993590189,0.33035285550589,0.326114138084298,0.699256329725001,0.351437614450951,0.347818715274049,0.141053577164972,0.0672002185939223,0.0738533585710494,0.0982642410301596,0.0461154596488612,0.0521487813812984,0.0191181503275225,0.00833166091421461,0.0107864894133079
2032,15,PA,Pará,8994102,4507677,4486425,106837,54651,52186,547698,280287,267411,1783907,914218,869689,402407,206826,195581,536939,275658,261281,5898027,2968677,2929350,6293542,3163723,3129819,1312168,624782,687386,916653,429736,486917,180685,78713,101972,0.501181440904273,0.498818559095727,0.0118785621955366,0.00607631534532297,0.00580224685021362,0.0608952400139558,0.0311634224294988,0.029731817584457,0.198341868926992,0.101646390045388,0.0966954788816049,0.0447412092947134,0.0229957365393454,0.0217454727553679,0.0596990116411844,0.0306487518153563,0.0290502598258281,0.655766078703577,0.330069305418151,0.325696773285426,0.699741008051721,0.351755294747602,0.347985713304119,0.145892052369431,0.0694657454407344,0.0764263069286962,0.101917123021287,0.0477797561112827,0.0541373669100039,0.0200892762835022,0.00875162411989546,0.0113376521636068
2033,15,PA,Pará,9026753,4522605,4504148,105115,53771,51344,538646,275651,262995,1750986,897242,853744,396072,203584,192488,535517,274978,260539,5913778,2977246,2936532,6321944,3178593,3143351,1361989,648117,713872,953823,446770,507053,190680,83017,107663,0.501022349897023,0.498977650102977,0.0116448295416968,0.00595684849247564,0.00568798104922113,0.0596721766952081,0.0305371156162133,0.0291350610789948,0.19397739142746,0.0993980892132531,0.094579302214207,0.0438775714811295,0.0225534032004642,0.0213241682806653,0.0593255404241149,0.0304625594607496,0.0288629809633652,0.65513900734849,0.329824688899763,0.325314318448727,0.700356373991844,0.35213027320012,0.348226100791724,0.15088360122405,0.0717995717840069,0.0790840294400434,0.105666234580696,0.04949398748365,0.0561722470970459,0.0211238747753483,0.00919677319186644,0.0119271015834819
2034,15,PA,Pará,9057150,4536359,4520791,103518,52955,50563,529993,271224,258769,1717302,879931,837371,392851,201855,190996,532556,273485,259071,5926580,2984310,2942270,6347861,3192122,3155739,1413268,672118,741150,991987,464306,527681,201327,87612,113715,0.500859431498871,0.499140568501129,0.0114294231629155,0.00584676195050319,0.00558266121241229,0.0585165311383824,0.0299458438912903,0.0285706872470921,0.189607326808102,0.0971531883649934,0.0924541384431085,0.0433746818811657,0.0222868120766466,0.0210878698045191,0.0587995119877666,0.0301954809183904,0.0286040310693761,0.654353742623231,0.329497689670592,0.32485605295264,0.700867381019416,0.352442214162292,0.348425166857124,0.156038930568667,0.0742085534632859,0.0818303771053808,0.109525292172483,0.051264028971586,0.0582612632008965,0.0222285155926533,0.00967324158261705,0.0125552740100363
2035,15,PA,Pará,9085334,4548963,4536371,102011,52185,49826,521705,266985,254720,1686799,864241,822558,389069,199820,189249,527962,271194,256768,5932097,2987729,2944368,6367268,3202328,3164940,1466438,696993,769445,1031267,482394,548873,212676,92526,120150,0.500692984979969,0.499307015020031,0.0112280957419947,0.00574387248724153,0.00548422325475321,0.057422765084916,0.0293863714861776,0.0280363935987384,0.185661748924145,0.0951248462632194,0.0905369026609258,0.0428238521555729,0.0219936878490103,0.0208301643065626,0.058111457432385,0.0298496455936568,0.0282618118387282,0.652931086518118,0.328851861692702,0.324079224825416,0.700829270558463,0.352472237124139,0.348357033434324,0.161407164557737,0.0767162770240478,0.0846908875336889,0.113508980517392,0.0530959015926107,0.0604130789247814,0.0234087156289466,0.0101841055045417,0.0132246101244049
2036,15,PA,Pará,9111314,4560428,4550886,100534,51430,49104,513768,262925,250843,1655814,848329,807485,383243,196751,186492,523331,268844,254487,5933508,2989139,2944369,6383760,3211055,3172705,1521992,722960,799032,1071740,501044,570696,224715,97756,126959,0.500523634681013,0.499476365318987,0.011033973804437,0.00564463040127911,0.00538934340315788,0.0563879150691108,0.0288569793555573,0.0275309357135535,0.181731636073567,0.0931072071492652,0.0886244289243023,0.0420623194415207,0.0215941410865656,0.0204681783549552,0.0574374892578612,0.029506611230828,0.0279308780270332,0.651224181276158,0.328068926172449,0.32315525510371,0.700640983287372,0.35242501795021,0.348215965337162,0.167044182650274,0.079347501359299,0.0876966812909752,0.11762738063906,0.0549914095815379,0.0626359710575226,0.0246632922540042,0.0107290781549182,0.013934214099086
2037,15,PA,Pará,9135074,4570744,4564330,99061,50677,48384,506144,259024,247120,1626285,833131,793154,375326,192694,182632,516786,265443,251343,5928605,2987482,2941123,6395312,3217352,3177960,1580184,750131,830053,1113477,520261,593216,237377,103253,134124,0.500351064479609,0.499648935520391,0.0108440281928751,0.00554751937422729,0.00529650881864777,0.0554066666564496,0.028354887984487,0.0270517786719626,0.17802647247302,0.0912013411166675,0.0868251313563524,0.0410862572103959,0.0210938630601131,0.0199923941502827,0.0565716271154454,0.0290575642846462,0.0275140628307992,0.648993647998911,0.32703424186821,0.3219594061307,0.700083217716682,0.352197694293445,0.347885523423237,0.17297987952807,0.0821154814947312,0.0908643980333383,0.121890309810298,0.0569520290694963,0.0649382807408019,0.0259852301141731,0.011302918837877,0.0146823112762962
2038,15,PA,Pará,9156576,4579907,4576669,97601,49931,47670,498776,255254,243522,1600593,819894,780699,366754,188301,178453,509485,261632,247853,5914957,2981506,2933451,6399638,3220026,3179612,1641026,778507,862519,1156345,539987,616358,250490,108909,141581,0.500176812817368,0.499823187182632,0.0106591153723837,0.00545302086718878,0.00520609450519495,0.0544718899291613,0.027876577445543,0.0265953124836183,0.174802568121534,0.0895415491554922,0.0852610189660414,0.0400536182957472,0.0205645647455992,0.019489053550148,0.0556414319064244,0.0285731260244004,0.027068305882024,0.64597913019015,0.325613635489947,0.320365494700202,0.698911689260265,0.351662673907801,0.347249015352464,0.179218301688317,0.085021628171928,0.0941966735163887,0.126285742618201,0.058972589754074,0.0673131528641274,0.0273562956284096,0.011894074815739,0.0154622208126706
2039,15,PA,Pará,9175884,4587948,4587936,96206,49218,46988,491607,251587,240020,1575064,806773,768291,357618,183614,174004,505264,259345,245919,5896653,2973254,2923399,6400386,3220900,3179486,1704167,807921,896246,1200434,560275,640159,263945,114632,149313,0.500000653887952,0.499999346112048,0.0104846573910481,0.0053638428733406,0.0051208145177075,0.053575982433954,0.0274182847124048,0.0261576977215492,0.171652562303534,0.0879231908337115,0.0837293714698224,0.0389736836254687,0.0200104970812621,0.0189631865442065,0.0550643403948873,0.028263761834827,0.0268005785600603,0.642625059340332,0.324029161658975,0.318595897681357,0.697522549326038,0.351017950967994,0.346504598358044,0.185722378356134,0.0880483013952661,0.0976740769608683,0.130824888370428,0.061059512086247,0.0697653762841814,0.0287650759316487,0.0124927472927949,0.0162723286388538
2040,15,PA,Pará,9193009,4594881,4598128,94867,48534,46333,484602,248005,236597,1550157,793983,756174,349431,179371,170060,497124,255120,242004,5873822,2962796,2911026,6396692,3219574,3177118,1769030,838102,930928,1246160,581324,664836,277690,120386,157304,0.499823398410684,0.500176601589316,0.0103194721119059,0.00527944658816281,0.0050400255237431,0.0527141874874701,0.0269775652346256,0.0257366222528445,0.168623461589127,0.0863681303912571,0.08225533119787,0.0380105142940685,0.019511674577932,0.0184988397161365,0.0540763095086712,0.0277515229235607,0.0263247865851105,0.638944441368436,0.3222879472869,0.316656494081535,0.69582135729444,0.350219824651537,0.345601532642903,0.192432097042437,0.0911673207325262,0.101264776309911,0.135555181116433,0.0632354433678897,0.0723197377485435,0.0302066494224035,0.013095385852445,0.0171112635699584
2041,15,PA,Pará,9207840,4600657,4607183,93547,47860,45687,477746,244500,233246,1526287,781733,744554,344133,176596,167537,484520,248669,235851,5846790,2950277,2896513,6387561,3215589,3171972,1834763,868647,966116,1293992,603335,690657,291633,126118,165515,0.499645628073468,0.500354371926532,0.0101594945177153,0.00519774453074771,0.00496174998696763,0.0518846982571374,0.0265534587916384,0.025331239465499,0.165759504943613,0.084898629863247,0.0808608750803663,0.0373739117969035,0.0191788736554936,0.0181950381414099,0.0526203756798554,0.0270062251298893,0.0256141505499661,0.634979539175311,0.320409238214391,0.31457030096092,0.693708948026899,0.34922294479487,0.344486003232028,0.199260955881075,0.0943377599958296,0.104923195885246,0.140531547029488,0.0655240534153504,0.0750074936141375,0.0316722488661836,0.013696806199934,0.0179754426662496
2042,15,PA,Pará,9220250,4605228,4615022,92240,47192,45048,471039,241072,229967,1503295,769939,733356,338134,173488,164646,474929,243724,231205,5816316,2936070,2880246,6372782,3208871,3163911,1900639,899219,1001420,1344173,626418,717755,305770,131853,173917,0.499468886418481,0.500531113581519,0.0100040671348391,0.00511829939535262,0.00488576773948646,0.0510874433990402,0.0261459287980261,0.0249415146010141,0.163042759144275,0.0835052194897102,0.0795375396545647,0.0366729752447059,0.0188159757056479,0.0178569995390581,0.0515093408530137,0.0264335565738456,0.0250757842791681,0.630819771698164,0.318437135652504,0.31238263604566,0.69117236517448,0.348024294352105,0.343148070822375,0.206137469157561,0.0975265312762669,0.108610937881294,0.145784875681245,0.0679393725766655,0.0778455031045796,0.0331628751931889,0.014300371464982,0.0188625037282069
2043,15,PA,Pará,9230207,4608577,4621630,90929,46522,44407,464467,237712,226755,1481061,758542,722519,331960,170296,161664,464344,238285,226059,5782670,2920305,2862365,6352434,3199466,3152968,1966476,929730,1036746,1396712,650569,746143,320397,137847,182550,0.499292919432901,0.500707080567099,0.00985124168937923,0.00504019032292559,0.00481105136645365,0.0503203232603559,0.0257537019483962,0.0245666213119597,0.160458048232288,0.0821803888038481,0.0782776594284397,0.0359645238725415,0.0184498570833785,0.017514666789163,0.0503069974487029,0.0258157807295113,0.0244912167191917,0.626494075376641,0.316385645522359,0.310108429854282,0.688222268471335,0.346629929317945,0.341592339153391,0.213047876391071,0.100726885106694,0.112320991284377,0.151319683296377,0.0704826013111082,0.0808370819852686,0.0347117892372295,0.0149343346254315,0.019777454611798
2044,15,PA,Pará,9237716,4610710,4627006,89637,45862,43775,457989,234401,223588,1459460,747474,711986,326179,167311,158868,454252,233063,221189,5746124,2903131,2842993,6326968,3187599,3139369,2032132,960105,1072027,1451288,675637,775651,335331,143940,191391,0.49911796379105,0.50088203620895,0.00970337256525314,0.00496464710541004,0.0047387254598431,0.049578164126284,0.0253743457798443,0.0242038183464397,0.157989269208969,0.0809154557252031,0.0770738134837659,0.0353094855914601,0.0181117280505268,0.0171977575409333,0.0491736269008487,0.025229504782351,0.0239441221184977,0.622028648639989,0.314269349696397,0.307759298943592,0.684906095835811,0.345063541680649,0.339842554155161,0.219982082151043,0.10393315836945,0.116048923781593,0.157104634955221,0.0731389663851974,0.0839656685700231,0.0363002066744637,0.0155817736765235,0.0207184329979402
2045,15,PA,Pará,9242798,4611646,4631152,88389,45224,43165,451599,231134,220465,1438431,736704,701727,320753,164511,156242,447154,229365,217789,5707464,2884933,2822531,6297023,3173578,3123445,2096903,990009,1106894,1507344,701364,805980,350629,150196,200433,0.498944800048643,0.501055199951357,0.00956301327801387,0.00489289065930035,0.00467012261871351,0.0488595552991637,0.0250069297197667,0.0238526255793971,0.155627224569876,0.079705734129427,0.0759214904404489,0.0347030195834638,0.017798831046616,0.0169041885368478,0.0483786403208206,0.0248155374595442,0.0235631028612764,0.61750392034966,0.312127669564995,0.305376250784665,0.681289691714565,0.343356849300396,0.337932842414169,0.226868855080464,0.107111396354221,0.119757458726243,0.163083083715559,0.0758822166188204,0.0872008670967385,0.0379353741150678,0.0162500576124243,0.0216853165026435
2046,15,PA,Pará,9245444,4611377,4634067,87171,44602,42569,445311,227920,217391,1417961,726221,691740,315607,161862,153745,439461,225385,214076,5667526,2866137,2801389,6263400,3157780,3105620,2159957,1019019,1140938,1564083,727376,836707,366264,156631,209633,0.498772909121509,0.501227090878491,0.00942853582802513,0.00482421395878878,0.00460432186923635,0.0481654531680685,0.0246521421794345,0.023513310988634,0.15336862134474,0.0785490669782868,0.0748195543664534,0.0341364892805581,0.0175072176090191,0.016629271671539,0.0475327090835227,0.0243779530761313,0.0231547560073913,0.613007444531598,0.310005338845814,0.303002105685784,0.677457999853766,0.341549848768756,0.33590815108501,0.233623934123661,0.110218503297408,0.123405430826253,0.169173378801494,0.0786739933744664,0.0904993854270276,0.0396156204071973,0.0169414254199149,0.0226741949872824
2047,15,PA,Pará,9245672,4609923,4635749,85973,43990,41983,439129,224760,214369,1398025,716014,682011,310642,159310,151332,431727,221395,210332,5626929,2847055,2779874,6226816,3140549,3086267,2220718,1046854,1173864,1620831,753360,867471,382209,163250,218959,0.49860334651716,0.50139665348284,0.00929872917836583,0.0047579018593781,0.00454082731898774,0.0474956282247521,0.0243097527145674,0.0231858755101847,0.151208587109731,0.0774431539427313,0.0737654331669997,0.0335986394498961,0.0172307648378614,0.0163678746120347,0.0466950374185889,0.0239457986396229,0.022749238778966,0.608601408312992,0.307933809462417,0.300667598850576,0.673484415194482,0.339677743272744,0.333806671921738,0.240190004577277,0.113226383112012,0.126963621465265,0.175306997695787,0.0814824493016841,0.0938245483941027,0.0413392341843838,0.0176569101737548,0.023682324010629
2048,15,PA,Pará,9243457,4607266,4636191,84786,43383,41403,433071,221662,211409,1378579,706055,672524,305811,156831,148980,424485,217662,206823,5586064,2827866,2758198,6187458,3121974,3065484,2278814,1073345,1205469,1677420,779237,898183,398475,170067,228408,0.498435379750238,0.501564620249762,0.00917254226421998,0.00469337391843766,0.00447916834578232,0.046851627048192,0.0239804220433978,0.0228712050047942,0.14914106269981,0.0763843008086693,0.0727567618911409,0.0330840506966171,0.0169667041237926,0.0161173465728244,0.045922753792223,0.023547683512781,0.022375070279442,0.604326281822915,0.305931644405334,0.298394637417581,0.669387870793362,0.337749610345999,0.331638260447363,0.246532655477274,0.116119434536235,0.13041322094104,0.181471066506827,0.0843014685955698,0.0971695979112577,0.0431088714968869,0.0183986359216038,0.0247102355752831
2049,15,PA,Pará,9238778,4603401,4635377,83599,42777,40822,427113,218616,208497,1359498,696286,663212,301195,154459,146736,417623,214130,203493,5544892,2808547,2736345,6145585,3102191,3043394,2334388,1098568,1235820,1733695,804924,928771,415148,177110,238038,0.498269468104981,0.501730531895019,0.00904870752387383,0.00463015779792522,0.0044185497259486,0.0462304646783373,0.0236628696998672,0.0225675949784701,0.147151279097733,0.075365594887116,0.0717856842106175,0.032601173012275,0.016718553038075,0.0158826199742001,0.0452032725540109,0.0231773076482626,0.0220259649057484,0.600175910710269,0.303995506765072,0.296180403945197,0.665194574433978,0.335779363894229,0.329415210539749,0.252672810191997,0.118908366452793,0.133764443739204,0.187654146468288,0.0871245093236357,0.100529637144653,0.0449353799820712,0.0191702842085826,0.0257650957734887
2050,15,PA,Pará,9231660,4598349,4633311,82444,42187,40257,421248,215620,205628,1340734,686683,654051,296835,152219,144616,411073,210764,200309,5502923,2788872,2714051,6101918,3081550,3020368,2388003,1122794,1265209,1789008,830116,958892,432341,184430,247911,0.498106407731654,0.501893592268346,0.00893057153318038,0.00456981734595945,0.00436075418722093,0.0456307966281254,0.023356579423419,0.0222742172047064,0.14523216842908,0.0743834803274817,0.0708486881015982,0.0321540221368638,0.0164888004974187,0.0156652216394451,0.0445286113223407,0.0228305635172872,0.0216980478050535,0.596092468743433,0.302098647480518,0.293993821262915,0.660977332354095,0.333802371404493,0.327174960949602,0.258675362827487,0.121624279923654,0.137051082903833,0.193790499216826,0.0899205559996794,0.103869943217146,0.0468324223379111,0.0199779887907484,0.0268544335471627
2051,15,PA,Pará,9222125,4592128,4629997,81334,41620,39714,415489,212677,202812,1322299,677249,645050,292696,150092,142604,404753,207521,197232,5459352,2768458,2690894,6057269,3060464,2996805,2440474,1146421,1294053,1842557,854415,988142,450134,192035,258099,0.497946839801022,0.502053160198978,0.00881944237363948,0.00451305962562858,0.0043063827480109,0.045053499057972,0.0230616045651084,0.0219918944928636,0.143383330848367,0.073437412743809,0.0699459181045583,0.0317384550740746,0.0162752077205633,0.0154632473535113,0.0438893422069209,0.0225025143337354,0.0213868278731854,0.591984168507801,0.300197405695542,0.291786762812259,0.656819225503883,0.331861040703742,0.324958184800141,0.264632500643832,0.124312021361671,0.140320479282161,0.199797443647749,0.0926483863534706,0.107149057294279,0.0488102254090028,0.0208232918118113,0.0279869335971915
2052,15,PA,Pará,9210195,4584739,4625456,80266,41074,39192,409858,209799,200059,1304238,668004,636234,288664,148023,140641,398675,204403,194272,5413542,2746988,2666554,6012166,3039187,2972979,2492415,1169747,1322668,1893791,877548,1016243,468589,199927,268662,0.49778956905907,0.50221043094093,0.00871490777339676,0.00445962327616299,0.00425528449723377,0.044500469316882,0.022778996535904,0.021721472780978,0.141608076701959,0.0725287575344496,0.0690793191675095,0.0313417902661127,0.0160716466915196,0.0152701435745932,0.0432862713547324,0.0221931240326616,0.0210931473220708,0.587777131754539,0.298255140092039,0.2895219916625,0.65277293260349,0.329980744164483,0.322792188439007,0.270614791543502,0.127005671432581,0.143609120110921,0.205618990694551,0.0952800673601373,0.110338923334414,0.0508772072686843,0.0217071408368661,0.0291700664318182
2053,15,PA,Pará,9195868,4576192,4619676,79222,40541,38681,404367,206993,197374,1286562,658959,627603,284660,145967,138693,392890,201436,191454,5365479,2724448,2641031,5966955,3017878,2949077,2543827,1192785,1351042,1942351,899355,1042996,487614,208068,279546,0.497635677241126,0.502364322758874,0.00861495619554348,0.00440861047592245,0.00420634571962103,0.043972684253406,0.0225093487640318,0.0214633354893741,0.13990653193369,0.0716581621223793,0.0682483698113109,0.0309552072735276,0.0158731073564779,0.0150820999170497,0.0427246237114321,0.0219050556184582,0.0208195680929739,0.583466291599662,0.296268715470905,0.287197576128757,0.648873494051894,0.328177611944843,0.320695882107051,0.276627176466648,0.129708799647842,0.146918376818806,0.211219974014416,0.0977999031739038,0.113420070840512,0.053025337031806,0.0226262490936147,0.0303990879381914
2054,15,PA,Pará,9179103,4566458,4612645,78156,39996,38160,399000,204249,194751,1269195,650072,619123,280716,143942,136774,387378,198609,188769,5315410,2700937,2614473,5921531,2996476,2925055,2594498,1215449,1379049,1988377,919910,1068467,507266,216484,290782,0.497484122359233,0.502515877640767,0.00851455746819706,0.00435728850629522,0.00415726896190183,0.0434682996802629,0.0222515206551228,0.02121677902514,0.138270046648349,0.070820863432952,0.067449183215397,0.0305820732156508,0.015681488703199,0.0149005845124518,0.0422021628910799,0.0216370815318229,0.020565081359257,0.579077280209188,0.294248468505038,0.28482881170415,0.645109985147786,0.326445405395277,0.31866457975251,0.282652673142463,0.132414790421243,0.15023788272122,0.216619968203865,0.100217853531004,0.116402114672861,0.0552631340992687,0.0235844395688773,0.0316786945303915
2055,15,PA,Pará,9159872,4555534,4604338,77085,39449,37636,393714,201546,192168,1252083,641314,610769,276883,141975,134908,382080,195890,186190,5263286,2676368,2586918,5875387,2974753,2900634,2644503,1237852,1406651,2032402,939467,1092935,527857,225314,302543,0.497335988974518,0.502664011025482,0.00841551060975525,0.00430671956988045,0.00410879103987479,0.0429824783577762,0.0220031458954885,0.0209793324622877,0.136692193952055,0.0700134237683671,0.0666787701836882,0.0302278241442675,0.015499670737757,0.0147281534065105,0.0417123732733383,0.0213856700180963,0.020326703255242,0.574602570865619,0.292183995584218,0.282418575281401,0.641426757928495,0.324759232443423,0.316667525485072,0.288705235182326,0.135138569621934,0.153566665560392,0.22188104811945,0.102563332762729,0.119317715356721,0.0576271153134018,0.0245979419799753,0.0330291733334265
