ANO,CÓD.,SIGLA,LOCAL,POP_T,POP_H,POP_M,TCG_T,TCG_H,TCG_M,RS,NASC_T,NASC_H,NASC_M,OBT_T,OBT_H,OBT_M,TBN,TBM,TCV,e0_T,e0_H,e0_M,e60_T,e60_H,e60_M,TMI_T,TMI_H,TMI_M,5q0_T,5q0_H,5q0_M,45q15_T,45q15_H,45q15_M,20q60_T,20q60_H,20q60_M,TFT,TEF_10-14,TEF_15-19,TEF_20-24,TEF_25-29,TEF_30-34,TEF_35-39,TEF_40-44,TEF_45-49,TEF_50+,RDJ60,RDI60,RDT60,RDJ65,RDI65,RDT65,IE60,IE65,IE80,ID_M,ID_MED
2034,28,SE,Sergipe,2353143,1127782,1225361,0.166607853044543,0.1306922605677,0.199686160735091,92.036714078545,23515,12044,11471,17478,9422,8056,9.99301784889401,7.42751290508057,2.56550494381344,78.4043023555441,74.7385873888755,81.9390755146038,24.1933982998752,21.9967135129679,26.0704987607521,15.0086369422706,15.9980095900965,13.9697423331398,17.277042231749,18.4419509747402,16.0539911822389,108.747031071457,149.276151077199,69.3970299895251,328.345010477681,402.864999284665,265.054289588044,1.41924574239293,0.00118537282538708,0.0295548165556506,0.0616897893648599,0.0726030206519239,0.0628269054411946,0.0417125561443675,0.0133730591630725,0.000894587728081037,9.04060404819308e-06,26.0684298614899,30.6532425694931,56.721672430983,24.0102221276183,20.337641831714,44.3478639593323,117.587605898644,84.7040969617692,18.4772056043249,38.7140781499467,38.8332482920883
2035,28,SE,Sergipe,2356505,1129003,1227502,0.142872745090283,0.108265604522861,0.174724020105099,91.9756546221513,23243,11905,11338,17837,9574,8263,9.86333574509708,7.56926040895309,2.29407533614399,78.5955119521229,74.9623724644992,82.0944701872356,24.2842776222239,22.0938388442441,26.1534250829059,14.715913882422,15.6923723018276,13.6905852640972,16.941664848645,18.0872020881283,15.738940913154,106.675209962331,146.406792452357,68.060366634502,324.941570601543,398.99093325423,262.174733660848,1.41714306067904,0.00112115418300751,0.0286636131224957,0.0610515424568124,0.0727033080577224,0.0633707443291936,0.0421332158824264,0.0134799111333428,0.00089690378572821,8.21918507978163e-06,25.5731768198431,31.7037260497786,57.2769028696216,23.5158196171477,21.1081863826032,44.6240059997508,123.972575926424,89.7616444004833,19.7871946174905,39.1192605150424,39.3414429768499
2036,28,SE,Sergipe,2359317,1129976,1229341,0.119329260918177,0.0861822333510176,0.149816456510865,91.9172141822326,22972,11766,11206,18206,9730,8477,9.73671617675793,7.71664002760121,2.02007614915673,78.7843744588829,75.1840995675377,82.2474229449804,24.3739229856516,22.1901205323952,26.2350944761957,14.4284867347075,15.3916335352615,13.4171498133997,16.6123324099831,17.7381303908609,15.43034278378,104.634928216143,143.575467504322,66.7498675312997,321.569169187235,395.156663519463,259.344785277509,1.41579644038987,0.00106080513572463,0.0278095202057665,0.0604421482111391,0.0728305435897244,0.063942828714017,0.0425737896655881,0.0135926204302098,0.000899556974829825,7.47515097394116e-06,25.1307841963684,32.8223142543058,57.9530984506742,23.0630376013763,21.8937699680511,44.9568075694274,130.606008940417,94.9301230239708,21.157299120344,39.5199309800252,39.8457169698522
2037,28,SE,Sergipe,2361569,1130693,1230876,0.0954513530822654,0.0634526751010611,0.12486364645774001,91.8608373223623,22697,11625,11072,18581,9886,8695,9.61098320650381,7.86807414900856,1.74290905749525,78.971017045655,75.4037515117776,82.397950826543,24.4624855248977,22.2855485059094,26.3155131785892,14.1463246760056,15.0957372020521,13.1493325259823,16.2890082511268,17.3946712712894,15.1280804026164,102.626045466256,140.782018768844,65.4651140266167,318.240195523558,391.362443366348,256.563932329253,1.41509223549129,0.0010039978753563,0.0269887622070108,0.0598563251793103,0.0729793244541237,0.0645389342349302,0.0430315430887195,0.013710277907828,0.000902481694197813,6.8004567821529e-06,24.8170773135507,34.0445741401103,58.861651453661,22.7181616590687,22.7076930277068,45.4258546867755,137.182044887781,99.9539195489537,22.5338826845929,39.9158483194859,40.345937696126
2038,28,SE,Sergipe,2363266,1131161,1232105,0.071859005601782,0.0413905454442531,0.0998475882217242,91.807191757196,22443,11495,10948,18961,10045,8917,9.49660342932196,8.02321871511713,1.47338471420483,79.1553937612023,75.6213122857465,82.5460716150812,24.5499694232298,22.3801132843013,26.3946879498907,13.8692102416796,14.8046270087348,12.8870312212044,15.9714708529775,17.0567598588967,14.8320387962679,100.649177249176,138.026276106684,64.2056900639078,314.969100700833,387.608499688798,253.83165279762,1.41493347197936,0.00095044857456155,0.026198177928798298,0.0592896462030501,0.0731450222253162,0.0651553952734029,0.0435040990912534,0.0138320954238608,0.000905621610850577,6.18806477710229e-06,24.5906033363611,35.3685957528607,59.9591990892219,22.4422690964619,23.5422495146237,45.9845186110855,143.829719299984,104.901377901824,23.9473061276169,40.3068325783048,40.8418644552474
2039,28,SE,Sergipe,2364416,1131384,1233032,0.048661471032041,0.0197142581825238,0.075237094241154,91.7562561231177,22200,11371,10829,19351,10206,9145,9.38921069727155,8.1842619911217,1.20494870614985,79.3374633967113,75.8367670424331,82.6918038004222,24.636343665002,22.4738059731727,26.4726260476125,13.5972738914925,14.5182464975764,12.6301450053699,15.659828326018,16.7243310724238,14.542104424579,98.7039481313706,135.308057226059,62.9711823758884,311.759143967443,383.895033559728,251.147415601781,1.41523755843744,0.000899909861504706,0.0254351184995411,0.0587384151919355,0.0733236829497472,0.0657890379494034,0.0439893957415935,0.0139573912288237,0.000908928478536018,5.63178640336128e-06,24.3787604925751,36.7697453974433,61.1485058900185,22.1719445794365,24.3890646540182,46.5610092334547,150.826968453306,109.99966451584,25.4811401988303,40.6923502463188,41.3329416821894
2040,28,SE,Sergipe,2365018,1131365,1233653,0.0254608326115235,-0.00167935908585992,0.0503636564176846,91.7085274384288,21956,11246,10710,19751,10371,9380,9.28365027242922,8.35131064541581,0.932339627013411,79.5171808805023,76.0501020879284,82.8351665417987,24.7215235593217,22.5666182586713,26.5493352031641,13.3301904440527,14.2365390858639,12.3785742824454,15.35375579488,16.397319666164,14.2581651936936,96.7900589025543,132.62716819798,61.7611806645869,308.614257144755,380.222220813968,248.510681416575,1.4159342653827,0.000852164627154864,0.0246973608880691,0.0581995591994551,0.0735119376517454,0.0664371191221265,0.0444856476723774,0.0140855766855517,0.000912361076600644,5.12615345930539e-06,24.2249704937133,38.249765392389,62.4747358861023,21.9509082612839,25.2718932334674,47.2228014947514,157.893960706021,115.129146059259,27.1184037388266,41.0721673154285,41.8188380788036
2041,28,SE,Sergipe,2365063,1131106,1233957,0.00190273393267937,-0.0228927004105706,0.024642261640828198,91.6649445645189,21707,11118,10589,20159,10539,9620,9.17819102493253,8.52366300601718,0.654528018915354,79.6945662825454,76.2613048690361,82.9761796311482,24.8055153441811,22.6585424013757,26.6248235983881,13.0681476042894,13.9594481036603,12.1322207630675,15.0534215696597,16.0756602744652,13.9801104671348,94.9066632597072,129.983403964069,60.5752777694238,305.538248239507,376.590212641512,245.920903461545,1.41696395537974,0.00080702094462951,0.0239830350240965,0.0576705345831553,0.0737069228956738,0.0670972714680132,0.0449913112534597,0.0142161443282105,0.000915884265962062,4.66631274758453e-06,24.1087138050871,39.7840692142711,63.8927830193582,21.7675063490802,26.2095787739565,47.9770851230367,165.019459502963,120.406896194905,28.8696242045174,41.4463111553477,42.2993717760295
2042,28,SE,Sergipe,2364517,1130588,1233929,-0.0230860657834508,-0.045795884735822,-0.00226912283004532,91.6250448769743,21453,10988,10465,20570,10707,9863,9.07288888174625,8.69945109297163,0.37343778877462,79.8696642758683,76.4703639598978,83.1148634570104,24.8883881713223,22.7495712296361,26.6990998424702,12.8108589445973,13.6869168300572,11.8909874719333,14.7585343855708,15.7592874544688,13.7078310750228,93.0542820129268,127.376548836427,59.4130698237932,302.521150069622,372.999136189618,243.377528261325,1.41827604249162,0.000764307910419574,0.0232905626692032,0.057149245902348,0.0739062108037123,0.0677674544688956,0.045505053429078,0.0143486572193865,0.00091946815573323,4.24793954723452e-06,24.0214660593989,41.3534276314317,65.3748936908305,21.6185815931396,27.2137429565585,48.8323245496981,172.151972444877,125.881260245096,30.7269905694163,41.8146716644456,42.773169311399
2043,28,SE,Sergipe,2363370,1129807,1233563,-0.0485088497989228,-0.0690790986637047,-0.0296613500452625,91.5889176312843,21207,10862,10345,20985,10875,10109,8.97320351870422,8.87926985617995,0.0939336625242753,80.0424153081347,76.6772690476789,83.2512389690616,24.9701324245777,22.8396981324015,26.7721729492476,12.5583670193835,13.4188885279573,11.654778753656,14.4691251301324,15.4481357271286,13.4412193215148,91.23335108026,124.806376989232,58.2741564006011,299.557015340621,369.44909517238,240.879996377709,1.41982765831259,0.000723872245683355,0.0226186063496495,0.0566339761783961,0.0741077477855246,0.0684459109908627,0.0460257240422438,0.0144827395317795,0.000923087372197707,3.86716618041296e-06,23.9585231389865,42.955332285253,66.9138554242395,21.5006344333135,28.289641307503,49.7902757408166,179.290401315906,131.575844402389,32.6827499602045,42.1771838518725,43.2394982497083
2044,28,SE,Sergipe,2361636,1128768,1232868,-0.0733698066743727,-0.0919626095430504,-0.0563408597696213,91.5562736643339,20967,10739,10228,21409,11047,10362,8.87816750760913,9.0653259011973,-0.187158393588174,80.2128526391659,76.8820109173643,83.3853276433151,25.0507621743377,22.9289170515612,26.8440523149359,12.3105108501452,13.1553064774165,11.4235002771702,14.1850217952625,15.14213961654,13.1801689905715,89.4429831195285,122.272652941729,57.1581406472018,296.650700363374,365.940170486433,238.427743113833,1.42158250189577,0.000685575521347442,0.0219660268445541,0.0561233271815572,0.0743098011717095,0.0691311290460106,0.0465523314076362,0.014618068262695,0.000926720420947928,3.52052269684886e-06,23.9164744965524,44.5869389013197,68.5034133978721,21.4097292215167,29.4324216259994,50.8421508475161,186.427723315772,137.472180621603,34.7475223599186,42.5336042472252,43.6929903459855
2045,28,SE,Sergipe,2359296,1127467,1231829,-0.0990838554290385,-0.115258405624541,-0.0842750399880576,91.5278825226553,20724,10615,10109,21841,11221,10620,8.78397623697917,9.2574225531684,-0.473446316189237,80.3809112313852,77.0845814357078,83.5171514480185,25.1301706346167,23.0172224738304,26.9147476962975,12.067343812221,12.8961140075826,11.1970590387663,13.9062726406627,14.8412336876231,12.9245753501397,87.6826884280472,119.775132032348,56.0646294101712,293.796290952019,362.472420831504,236.020199190881,1.42350985184634,0.000649291893236823,0.0213318479059121,0.0556161684885407,0.0745109129322228,0.069821808286107,0.0470840208622807,0.0147543659808897,0.000930349132771851,3.20488730539441e-06,23.8897405464806,46.2307782163454,70.1205187628259,21.3410698619354,30.6301861172769,51.9712559792124,193.517288839523,143.526947409089,36.8951320809388,42.8836063808865,44.1348031117652
2046,28,SE,Sergipe,2356338,1125900,1230438,-0.125376383463538,-0.138984112173568,-0.112921517515829,91.504001014273,20470,10484,9985,22279,11397,10881,8.68720871114416,9.45492539695069,-0.767716685806535,80.5466609510536,77.2849735343873,83.6467328102724,25.2084673921992,23.1046094222104,26.9842691892653,11.8286362184377,12.6412545272595,10.9753633638286,13.6326337063964,14.5453525821969,12.6743351548328,85.9530968711096,117.313560883689,54.9932333503403,290.987266818318,359.045883334593,233.656791397799,1.42558372033531,0.000614906252890288,0.0207152270615031,0.0551115941578025,0.0747098596853566,0.0705168307653655,0.0476200560120514,0.0148913945033403,0.000933958184083682,2.91744466868672e-06,23.8715423287326,47.8614438952433,71.7329862239759,21.2889450747297,31.8647163391386,53.1536614138683,200.495817304757,149.677291323197,39.0853025584661,43.2272496560341,44.5608824254375
2047,28,SE,Sergipe,2352744,1124057,1228687,-0.15252480756156,-0.163691269206856,-0.142307048384394,91.4844057111372,20214,10353,9860,22716,11572,11144,8.59166998194449,9.65510909814242,-1.06343911619794,80.7101236381747,77.4831811924094,83.7740945833943,25.2856566150825,23.1910734470492,27.0526272080402,11.594435819317,12.3906715541345,10.7583229073505,13.3641425833507,14.2544310534822,12.429346647201,84.2535572277266,114.887677858182,53.943567048491,288.215955959078,355.660574176628,231.336943214466,1.4277821305474,0.000582312716283793,0.0201154315127889,0.0546088859824326,0.0749056182489437,0.071215235518564,0.0481598023947814,0.0150289494019414,0.000937534683178835,2.65565056529386e-06,23.8569092275279,49.4626729332724,73.3195821608003,21.2482235627425,33.1193516512501,54.3675752139926,207.330599540525,155.868802648156,41.284800276673,43.564466002251,44.9778189701216
2048,28,SE,Sergipe,2348509,1121937,1226572,-0.180002584216554,-0.18860253528068,-0.172134970094096,91.4693144797044,19952,10219,9733,23153,11746,11407,8.49560295489606,9.85859538967064,-1.36299243477457,80.8712686859031,77.6791994178136,83.899260015048,25.3616974680006,23.2766106167343,27.1198324646735,11.3645887001944,12.1443087427004,10.545848653296,13.1006345839091,13.9684039990751,12.1895095576637,82.5835195144367,112.497213504204,52.9152491021244,285.481659498144,352.316489220469,229.060075408879,1.43008650093499,0.000551413386652506,0.0195318182849421,0.0541074823948144,0.075097336043668,0.0719161965230422,0.0487027132925485,0.0151668552453617,0.000941067814235574,2.4172017322868e-06,23.8412809978274,51.0189281635169,74.8602091613443,21.2164260048594,34.3921878613157,55.6086138661751,213.994072584297,162.101702960897,43.489992411159,43.8953859661598,45.3794031542166
2049,28,SE,Sergipe,2343619,1119535,1224084,-0.208217213559747,-0.214094017756794,-0.20284174104741004,91.4590011796576,19689,10084,9604,23594,11920,11674,8.40110956601734,10.0673360303019,-1.66622646428451,81.0301044046467,77.8730242287224,84.0222527161551,25.4366003792988,23.3612175080428,27.1858959491475,11.1390632113234,11.9021099109081,10.3378529128752,12.842070564514,13.6872064924298,11.9547251031841,80.9424642044296,110.141890992534,51.9079022136785,282.785554334714,349.013604639241,226.825606608844,1.43248112149706,0.000522117339275992,0.0189638179144725,0.0536069522076585,0.0752843057220953,0.072619003643202,0.0492483174429417,0.015304961488115,0.000944548531704754,2.2000099454901e-06,23.8227747134913,52.5310588217589,76.3538335352502,21.1909270478367,35.6800195986691,56.8709466465057,220.50772612986,168.374038182117,45.7127244241727,44.2197682302456,45.7730978693589
2050,28,SE,Sergipe,2338074,1116849,1221225,-0.23659989102323703,-0.23992103864550804,-0.23356240258021202,91.453172019898,19427,9950,9477,24038,12094,11944,8.30897567827195,10.2811117184486,-1.97213604017666,81.1866453354139,78.0646526337843,84.1430966306049,25.5103171544902,23.4448911961791,27.250828909963,10.9177847325642,11.6640190655814,10.1342493217956,12.5883609803764,13.4107738128908,11.7248959847617,79.3286060014763,107.821426542981,50.9211532705764,280.127627775237,345.751877543966,224.632953848715,1.43495270906422,0.000494339785777125,0.0184109210719146,0.053106972479312,0.07546594346182,0.0733230461901674,0.0497962084192671,0.0154431389265297,0.000947969298469412,2.00217958759675e-06,23.80259581439,54.0131235711689,77.81571938555891,21.1684633001151,36.9691431756111,58.1376064757262,226.921147560364,174.642545618368,47.9597542311416,44.537459036797,46.1575436468673
2051,28,SE,Sergipe,2331879,1113884,1217995,-0.26496167358262,-0.26547903969113,-0.264488525865425,91.4522637613455,19161,9814,9347,24483,12268,12216,8.21697866827567,10.4992583234379,-2.28227965516221,81.3408645117028,78.2540826120585,84.2618160057741,25.5828078456602,23.5276292445252,27.3146428352416,10.7007233294108,11.4299804266309,9.93495283655123,12.3394712980796,13.1390414743113,11.4999263838055,77.7409326747809,105.535529841104,49.9546334174679,277.511892485174,342.531246609572,222.48153309177,1.43749003020845,0.000468001383474371,0.0178726676137375,0.0526073098857236,0.0756417704240578,0.0740277987645908,0.050346035470966,0.0155812766491521,0.000951323861881583,1.8219881064101e-06,23.7842704161769,55.4916081158065,79.2758785319834,21.145000184543,38.2371636704637,59.3821638550067,233.312214942124,180.833120533218,50.2293392637224,44.8482095340281,46.5345325588113
2052,28,SE,Sergipe,2325022,1110640,1214382,-0.294054708670566,-0.291233198429997,-0.296635043657811,91.4572185687864,18901,9681,9220,24923,12438,12485,8.12938544237431,10.7194684609436,-2.59008301856929,81.4927943159958,78.4413130923851,84.3784353638666,25.6540415690311,23.609429694132,27.3773494343506,10.4877291235116,11.1999384500979,9.73987972980839,12.0952419343306,12.8719452523027,11.2797219574636,76.1777219661948,103.283904444925,49.0079781210139,274.939022571768,339.351632698395,220.370759728758,1.44008358188759,0.000443027661883768,0.0173486376404233,0.052107805066404,0.0758113969383372,0.0747328090854712,0.0508974956368101,0.0157192794168304,0.000954607062471969,1.65786888522012e-06,23.7712067992369,56.9868347195206,80.7580415187575,21.1189099061888,39.4708668726801,60.5897767788689,239.73050758765,186.898220826792,52.5238749345892,45.1519817876992,46.9071489334888
2053,28,SE,Sergipe,2317494,1107105,1210389,-0.323781882494012,-0.318284952819992,-0.328809221480553,91.4668755251411,18627,9541,9086,25357,12606,12751,8.03756126229453,10.941560150749,-2.90399888845451,81.6424085367988,78.6263439322902,84.4929794740824,25.7239793786248,23.6902910529769,27.4389606200535,10.2787795529,10.9738378500617,9.54894758494205,11.8556401844258,12.6094212101445,11.0641898329668,74.6383954566513,101.066248181563,48.0808272275576,272.411448615855,336.212939480294,218.300049053216,1.44272532127364,0.000419348543825386,0.0168384442080306,0.0516083594871512,0.0759745090286491,0.0754376875411542,0.0514503269639454,0.0158570654150645,0.000957814670766052,1.50839614156543e-06,23.7628932870361,58.5023928525083,82.2652861395444,21.0877193962016,40.6585445520507,61.7462639482522,246.192212984537,192.806741156535,54.839083350985,45.4488486270083,47.2852001515343
2054,28,SE,Sergipe,2309300,1103287,1206013,-0.353571573432332,-0.344863405006757,-0.36153666300669,91.4821813695209,18346,9397,8949,25786,12771,13015,7.94439873554757,11.1661542458754,-3.22175551032781,81.789738531465,78.8091758964685,84.6054733256188,25.7926950409289,23.7702122850134,27.4994884911909,10.0738085219785,10.7516236194448,9.36207528977831,11.6205889343313,12.3514057234043,10.8532386010501,73.1234535836134,98.8822535337723,47.1728250140125,269.92609256053,333.115054048634,216.268816714138,1.4454084374017,0.000396897942952676,0.0163417274000481,0.0511089244286014,0.0761308569460725,0.0761420982297536,0.0520043026851159,0.0159945643280299,0.000960943248221612,1.37227154482875e-06,23.7555997513786,60.0284593511172,83.7840591024958,21.04982564023,41.8011417127101,62.8509673529401,252.691828366209,198.581890544597,57.1920561749571,45.7388316805959,47.652467232074
2055,28,SE,Sergipe,2300444,1099184,1201260,-0.383492833326116,-0.371888728862024,-0.394108521218262,91.502588948271,18067,9254,8813,26209,12934,13276,7.85370128549097,11.3930180434733,-3.53931675798237,81.9347889140074,78.9898106348908,84.7159421015109,25.8601647125206,23.8491927990388,27.558945315893,9.8727452973516,10.5332410497467,9.17918302959137,11.3900076883414,12.097835503295,10.6467783085111,71.6323260127195,96.7316080163241,46.2836202322856,267.483738041303,330.057847531354,214.276479146576,1.44812715832132,0.000375613423065716,0.0158581495163804,0.0506094917674597,0.0762802454174146,0.0768457512847365,0.0525592262241502,0.0161317156899305,0.000963990028825614,1.24831230158099e-06,23.7488007385276,61.563297242041,85.3120979805685,21.0070770581328,42.9113272832989,63.9184043414317,259.226972847379,204.270813900243,59.6360429421841,46.0219505451991,48.010073702166
2056,28,SE,Sergipe,2290934,1094798,1196136,-0.41339845699351907,-0.399023275447974,-0.426552120273715,91.5278864610713,17799,9117,8683,26624,13093,13531,7.76932028596197,11.621460941258,-3.85214065529605,82.0775835698318,79.1682506605787,84.8244111533101,25.9264217275694,23.9272324374018,27.6173435153251,9.67551477676208,10.3186357497377,9.00019227940551,11.1638125737202,11.8486476188144,10.4447204499588,70.1648649723733,94.6139945422506,45.4128661475417,265.083078477297,327.041175696445,212.32245398079,1.45087658834448,0.000355435907437796,0.0153873911782368,0.0501100862673158,0.0764225253589263,0.0775483963072056,0.0531149269159384,0.0162684674749777,0.000966952818354155,1.13544050373893e-06,23.7416361910292,63.1031647902809,86.8448009813101,20.962790506758,44.0127144977392,64.9755050044972,265.7911370663,209.956372380625,62.2373754723463,46.2981251314966,48.3596968519238
2057,28,SE,Sergipe,2280801,1090154,1190647,-0.442308682834158,-0.42418784104465396,-0.458894306333058,91.5597990000395,17552,8990,8562,27026,13248,13778,7.69554204860485,11.8493459096168,-4.15380386101199,82.2181432792662,79.3444993270921,84.9309059766024,25.9914592577261,24.0043314645779,27.6746956479652,9.48204305195484,10.1077536631447,8.82502579564788,10.9419228920816,11.6037795176956,10.2469779588108,68.7202034724021,92.5290917789312,44.5602205706143,262.728816814854,324.064879551171,210.406160430523,1.45365257077633,0.000336309428702035,0.014929148182708,0.0496107591390715,0.0765575868389834,0.0782498167495347,0.0536712563416454,0.0164047748923389,0.000969829908710503,1.03267357111351e-06,23.7355708556061,64.6445491367292,88.3801199923353,20.9213711365349,45.123525322054,66.0448964585889,272.353041475135,215.681491559867,65.0333881973853,46.5672748302022,48.7026581865623
2058,28,SE,Sergipe,2270043,1085240,1184803,-0.47167639789705806,-0.450762002432681,-0.49082557634631,91.596662061119,17293,8857,8435,27416,13398,14018,7.61791736984718,12.0773042625184,-4.4593868926712,82.3565298817253,79.5185608057701,85.0354521873639,26.0553273975949,24.0804905556308,27.7310143944127,9.29231169019056,9.90054108536001,8.65360760719537,10.7243112242349,11.363169046213,10.0534651975827,67.2975302161506,90.4765744940644,43.7253458848424,260.419628650721,321.128785934421,208.527019661006,1.45645157219912,0.000318180911712819,0.0144831289699617,0.0491115826679789,0.0766853531041069,0.07894982511556,0.0542280851928561,0.0165405993568806,0.000972620005117363,9.39115648904121e-07,23.7301493016804,66.1842486141531,89.9143979158335,20.8829031657205,46.244742389026,67.1276455547465,278.903633402199,221.447861066259,68.037624362762,46.8291428840775,49.0384703345531
2059,28,SE,Sergipe,2258678,1080063,1178615,-0.500651309248323,-0.477037337363162,-0.522280919275186,91.6383212499417,17032,8724,8308,27796,13545,14251,7.54069415826426,12.3063136932312,-4.76561953496691,82.4927572079411,79.690440062769,85.1380754991504,26.1180565561086,24.1557107845872,27.7863125427248,9.10615972617922,9.69694467920111,8.48586300585979,10.5108038541716,11.1267544678719,9.86409794752685,65.8973457235773,88.4561138915407,42.9079090676149,258.154724741737,318.232708101633,206.684455137299,1.45927058496859,0.000300999983300311,0.0140490525902065,0.0486126457358831,0.0768057755092545,0.079648258860677,0.0547853005898172,0.016675907610481,0.000975322164254545,8.53949843780478e-07,23.7237351776981,67.7204804163382,91.4442155940363,20.845264897481,47.3704632438314,68.2157281413124,285.454545454545,227.248075171046,71.2331409993033,47.0840704164117,49.3502192242833
2060,28,SE,Sergipe,2246716,1074624,1172092,-0.529601829034509,-0.503581735509873,-0.553446205928143,91.6842705180139,16787,8598,8189,28168,13689,14479,7.47179438789771,12.5374101577591,-5.06561576986143,82.6268184299165,79.860142835936,85.2388017011164,26.1796392215454,24.2299936127417,27.8406029742775,8.92365405440008,9.4969114897531,8.32171853634962,10.3014605708711,10.8944744810182,9.6787933976592,64.5192800398632,86.4673779372749,42.1075817068921,255.935478104855,315.376446301765,204.877892953547,1.46210704508709,0.000284718804044124,0.0136266470776331,0.0481140500941645,0.0769188292163412,0.080344976891133,0.0553428037890396,0.0168106709721545,0.000977935741707093,7.76431200672239e-07,23.7119590279442,69.2218383668198,92.9337973947639,20.8082423325343,48.4992874921911,69.3075298247253,291.927960423864,233.077290802025,74.5840666941903,47.3319867753646,49.6572534500168
2061,28,SE,Sergipe,2234178,1068942,1165236,-0.558058962503494,-0.528743076648208,-0.58493701859581,91.7360946623688,16555,8480,8076,28530,13829,14701,7.40988408264695,12.7697972140089,-5.35991313136196,82.7587257959908,80.0276756115603,85.3376566368566,26.240044607844,24.3033408769166,27.8938986501475,8.74462190281979,9.30038895832066,8.16110198574813,10.0961009998028,10.6662682354031,9.49747013322322,63.1619162019987,84.5100316750468,41.3240400129582,253.761859250079,312.559788345806,203.106762143754,1.46495876304963,0.000269291918161489,0.0132156481551458,0.0476159072657268,0.0770245095448465,0.0810398565757422,0.0559005082243839,0.0169448646982561,0.000980460347325992,7.05880337256729e-07,23.6858330775164,70.6055512122242,94.2913842897407,20.7733786886121,49.6275731620816,70.4009518506937,298.091905744476,238.89986268477,78.0141427344088,47.5723187677974,49.9603676048248
2062,28,SE,Sergipe,2221107,1063031,1158076,-0.585047386555593,-0.552976681616024,-0.614467798797835,91.79285297338,16352,8375,7977,28883,13965,14918,7.36209466720874,13.0038759951682,-5.64178132795944,82.8885505309287,80.1930456010392,85.4346661840627,26.2993259442555,24.3757547776951,27.9462125980077,8.56909859940682,9.10732493551918,8.0039423725444,9.89475137919782,10.4420753477348,9.32004812363341,61.8244455994827,82.5837375324301,40.5569648256593,251.634547006596,309.782510166406,201.370494974664,1.46782386562775,0.000254676118381709,0.0128157982074021,0.0471183359737392,0.0771228288755067,0.0817327911953949,0.0564583378334812,0.0170784674366705,0.000982895807308114,6.41677665174934e-07,23.6493059131848,71.8787661109218,95.5280720241066,20.7423049750802,50.7512228266115,71.4935278016917,303.936049433267,244.674942768337,81.4632693703586,47.8045821295417,50.2569489115347
2063,28,SE,Sergipe,2207516,1056900,1150616,-0.611902083060389,-0.576747056294691,-0.644171885092171,91.8551454177588,16157,8275,7881,29224,14096,15128,7.31908624897849,13.2384091440334,-5.91932289505489,83.0162895563104,80.3562607174962,85.5298562349872,26.3574981776958,24.4472378676462,27.9975578995329,8.39695905443386,8.91766769353108,7.85016993525112,9.69727751208682,10.2218359162483,9.14644870993364,60.507294559201,80.6881556168776,39.8060416173599,249.554106178726,307.0443763682,199.668527221314,1.47070074686973,0.00024083032330022,0.0124268454709819,0.0466214600112113,0.077213814022816,0.0824236877662764,0.0570162256280709,0.017211460761175,0.000985242131978211,5.83258136821163e-07,23.6076884286903,73.0680479751678,96.6757364038581,20.7159939613272,51.8690255330161,72.5850194943432,309.509540486686,250.38154398889,84.9152376064247,48.0285094196373,50.5430874785592
2064,28,SE,Sergipe,2193417,1050554,1142863,-0.638681667539442,-0.600435235121577,-0.673812983653976,91.923003894605,15963,8176,7787,29554,14222,15332,7.27768591198117,13.4739541090454,-6.19626819706422,83.1419879127499,80.5173295523876,85.6232526777029,26.4146065638607,24.5177930395625,28.0479476783065,8.22815200602134,8.73136593755589,7.69971612064415,9.50362028274698,10.005490534328,8.97659459181499,59.2103654337792,78.8229440020658,39.0709604918557,247.517263323817,304.345140768454,198.000298425867,1.47358802686276,0.000227715465202438,0.0120485433998183,0.0461254064793028,0.0772975040046859,0.0831124651818454,0.0575741124726823,0.0173438287741431,0.000987499488406825,5.30106464613115e-07,23.5672453980262,74.2098310693531,97.7770764673793,20.6951185715982,52.9789777900946,73.6740963616929,314.885468437343,255.997459530396,88.3528651064204,48.2439248897952,50.8226004293162
2065,28,SE,Sergipe,2178835,1044006,1134829,-0.664807467070783,-0.62329018784375,-0.70297139727159,91.9967677949718,15785,8085,7700,29872,14342,15530,7.24469728088634,13.7100790101132,-6.46538172922686,83.2656476898028,80.6762613521333,85.7148813781494,26.4706486154792,24.5874235147255,28.097395088223,8.06258492003618,8.54836881647901,7.55251357165438,9.31367840749298,9.79298030321118,8.81040981422532,57.9336461503082,76.9877590045834,38.3514161794619,245.525107953181,301.684546927701,196.365252140261,1.47648451702876,0.00021529438674435,0.0116806501716752,0.0456303043339143,0.0773739481484078,0.083799052626512,0.0581319460411392,0.0174755577674648,0.00098966817712764,4.81752766322628e-07,23.5328156431516,75.3320445841502,98.8648602273018,20.6770893897534,54.0553588541688,74.7324482439222,320.114880116664,261.426344081851,91.7241325814284,48.4505077254588,51.1016222677596
