ANO,CÓD.,SIGLA,LOCAL,POP_T,POP_H,POP_M,TCG_T,TCG_H,TCG_M,RS,NASC_T,NASC_H,NASC_M,OBT_T,OBT_H,OBT_M,TBN,TBM,TCV,e0_T,e0_H,e0_M,e60_T,e60_H,e60_M,TMI_T,TMI_H,TMI_M,5q0_T,5q0_H,5q0_M,45q15_T,45q15_H,45q15_M,20q60_T,20q60_H,20q60_M,TFT,TEF_10-14,TEF_15-19,TEF_20-24,TEF_25-29,TEF_30-34,TEF_35-39,TEF_40-44,TEF_45-49,TEF_50+,RDJ60,RDI60,RDT60,RDJ65,RDI65,RDT65,IE60,IE65,IE80,ID_M,ID_MED
2014,4,SU,Sul,28802860,14118075,14684785,0.879186893620432,0.867709179891585,0.8902241266031791,96.140835565519,399259,204499,194760,192685,107578,85107,13.8617831701435,6.68978705586876,7.17199611427476,75.6308598684587,72.1767637821674,79.124327202682,21.5075116544775,19.558316631872,23.2767118864959,10.8440247111001,11.5891839486022,10.0616435807974,12.54628318452,13.4387058213629,11.6093337202784,132.997173072192,179.156124229041,86.7570380788986,419.448957285962,503.405993588997,342.725620077667,1.71824648524264,0.00271342299122173,0.0542783732578962,0.0806998797235681,0.0822145425762781,0.0725826949523718,0.0402456736061127,0.0102448411374591,0.000603669805294545,6.61989983264066e-05,31.3177804994117,20.3216394973884,51.6394199968001,29.3641182732153,12.8157486477964,42.1798669210117,64.8885047833136,43.644248155363,8.57010629062724,34.2215654278776,32.9115595996206
2015,4,SU,Sul,29062489,14243884,14818605,0.9014000692986629,0.8911200712561801,0.9112833453128519,96.1216254836403,410051,210027,200024,196514,109083,87431,14.1092870607194,6.76177460230609,7.34751245841332,75.7935220342189,72.3854530573635,79.2309954830827,21.6360850906136,19.7369352976989,23.350505816736,10.5669447992391,11.3753294667457,9.71802422933481,12.2414800874997,13.191281263454,11.2440199135417,132.094460567764,177.599645075373,86.5088122138837,413.616822544145,494.805839136493,339.527379848481,1.76264540511499,0.00244596898452742,0.053010400736044,0.0828111235557801,0.0852476567053137,0.0752333808727156,0.0424904719984231,0.0106477347581058,0.00060379924554405,3.85441665432577e-05,30.9520826546624,21.0134911492602,51.9655738039226,28.9635138513278,13.2387751158695,42.2022889671973,67.8903949169147,45.7084564525745,8.95788878495563,34.5064808798723,33.2977343708644
2016,4,SU,Sul,29316913,14366661,14950252,0.875437750703312,0.8619629308972201,0.888389966531933,96.0964470699223,393216,201401,191815,198758,110065,88693,13.4125990686673,6.77963604148909,6.6329630271782,76.096094477854,72.7146089393118,79.4993040421338,21.7939236262561,19.8866568153532,23.5141915243242,9.67474402419893,10.4987549890355,8.80951616744495,11.3051426562533,12.2853682048907,10.2757987471535,129.335379713823,173.415645981253,85.2208658590673,406.144646168569,486.694832152719,332.707670789808,1.69030136896341,0.00215003765546541,0.0482579780259247,0.0784749999364287,0.0826119898523828,0.0730689215601531,0.0419512569002789,0.0109155942735516,0.000593505521755993,3.59900667415793e-05,30.6635978701633,21.7515950952077,52.415192965371,28.6360550933938,13.701118819048,42.3371739124419,70.9362129887983,47.8456923426187,9.35051600401688,34.7941146463818,33.6860233686086
2017,4,SU,Sul,29561726,14484078,15077648,0.8350572244765428,0.817288025380436,0.8521327934806638,96.0632454080371,398816,204273,194543,202847,112111,90736,13.4909578689688,6.86181179001524,6.62914607895358,76.2216721067805,72.8598655718385,79.6024923540549,21.8619462533931,19.9400672942454,23.597732947833,10.3088432783702,11.343709175632,9.22211864297836,11.9562744315882,13.114685074629,10.7397205778108,126.359959847961,169.274479643425,83.4703280515564,403.335327324961,483.826985369989,329.884312528572,1.71569272707657,0.00188135794126557,0.0456985280471344,0.0795773420664505,0.0843486346536089,0.0745602835688007,0.0449767778757422,0.0114107814386917,0.000658090889119041,2.67489345007757e-05,30.4326385777738,22.5336632990173,52.9663018767911,28.3631639945617,14.2011520993347,42.5643160938964,74.0443955966228,50.0689983037775,9.75491149581793,35.0876267170598,34.0801357474658
2018,4,SU,Sul,29807638,14601965,15205673,0.8318594117271869,0.8139075196916151,0.849104581828675,96.0297186451399,396902,203291,193611,204414,112345,92069,13.3154461953678,6.85777249441905,6.45767370094873,76.5668482362223,73.2997928771393,79.8339055815329,22.0370386438504,20.1340736509664,23.7491714599647,10.0620212302575,10.8535781069858,9.23105297013462,11.6505468913647,12.6055142941822,10.6479653025191,122.14047422004,163.327691508397,81.0838359453744,396.674345274389,475.768069731914,324.698805053372,1.71038670249501,0.00170517221827029,0.0431674677918134,0.0783816395169752,0.0837997072082064,0.0751023575916336,0.047131298131625,0.012056572064333,0.000678943908636912,5.41820675088859e-05,30.2825297320367,23.3588322949736,53.6413620270102,28.1659586484098,14.7367739776563,42.9027326260662,77.1363307546319,52.3212227981038,10.1639134986085,35.3777858883015,34.4724280319914
2019,4,SU,Sul,30066296,14726731,15339565,0.867757451965834,0.8544466446810389,0.8805397827508219,96.00488019054,387110,198275,188835,207665,113503,94162,12.8752141600681,6.9069033312251,5.96831082884303,76.8210684338287,73.6466035108053,79.9803792041738,22.1453630958063,20.2499433790391,23.8477194500328,9.87715398611724,10.6839063082828,9.03009315421516,11.3952308422687,12.4174804608287,10.3218544662029,119.04952375368,158.162251643923,80.198394448123,393.301909471219,471.94638169795,321.871680523017,1.67011007466854,0.00159613417973014,0.0401094571258361,0.0765115458434103,0.081594839534769,0.0745237552646461,0.0467389664593775,0.0121717012058408,0.000722510769037718,5.31045510600258e-05,30.1501594406353,24.2093631738954,54.3595226145307,27.9864355777151,15.2954878218712,43.2819233995863,80.2959706450738,54.6532186258498,10.5898894149976,35.6662649100508,34.8546016852424
2020,4,SU,Sul,30323248,14849717,15473531,0.8546180746707102,0.835120842500614,0.873336369056088,95.9685090623465,375975,192575,183400,224307,124558,99749,12.398902650534,7.39719570937783,5.00170694115617,76.3241389241367,72.9365643791709,79.7540968489183,21.7604822815444,19.6993527602919,23.655272282724,8.99499594649511,9.70083574884396,8.25391635318502,10.2091158065041,10.9934400566697,9.38564152192445,127.857911471498,171.265488271395,84.6087121982618,407.907763048015,494.567414371858,327.814592598154,1.62327919659081,0.00149497677239269,0.0367547969248929,0.0752715680442071,0.0801105299483043,0.0725800789857212,0.0454707431160887,0.0122040105240703,0.000726809501666582,4.23255008189492e-05,30.0130383897346,25.0629864944375,55.0760248841721,27.8044959071587,15.8600889042603,43.664584811419,83.5069950898736,57.041454580649,11.0193113009245,35.951119385364,35.223653954891
2021,4,SU,Sul,30529735,14944451,15585284,0.680952779200972,0.63795155153461,0.722220416270858,95.888217372234,363726,186298,177428,292536,161315,131221,11.9138276175669,9.58200259517483,2.3318250223921,73.0543182434974,69.6662651585295,76.5787546922694,19.9026840368429,17.906409820015,21.7870985210062,9.51536910982169,10.3527121160094,8.63615959901019,10.9663388636174,12.0127406931098,9.86755237367254,178.672077566553,229.573636831457,127.471235029822,480.808499066526,571.662892486916,394.611291042278,1.57325420386668,0.001377797653272,0.0344967271009318,0.0738018348527322,0.0780292334803543,0.0698787997354276,0.0440047624959278,0.0123151555530109,0.000701127622682788,4.54022789970044e-05,29.8631627238725,25.8462533403479,55.7094160642204,27.6144400256788,16.3699186002618,43.9843586259406,86.5489485468547,59.2802844636334,11.3611933263083,36.2108436578306,35.5608696926985
2022,4,SU,Sul,30704015,15022766,15681249,0.570853300888463,0.524040662316727,0.615741105519807,95.8008255592396,360602,184698,175904,246058,133361,112697,11.744457524529,8.01387049869537,3.73058702583359,75.7619102551418,72.6122992704703,78.9253608962178,21.341982793922,19.4985288475524,23.010596326613,10.1388104177277,10.8075017517378,9.43704252843002,11.8752539769253,12.6378465435832,11.0749195424219,128.356136664389,170.533634065157,86.2975275316042,420.721546039785,499.671660407095,348.874951121342,1.5644861393893,0.00108157334425875,0.0319407655558551,0.0728963440967452,0.0794082278161222,0.0701983042177756,0.0438182304294701,0.0127287990995332,0.000766642164744797,5.83411533551602e-05,29.7911989969057,26.6570235149145,56.4482225118202,27.4939775602399,16.8904065501874,44.3843841104273,89.4795255393491,61.4331138998718,11.6419402800509,36.4734395159721,35.9062094631185
2023,4,SU,Sul,30903366,15116173,15787193,0.64926687926643,0.621769652805626,0.675609449221803,95.7495927236717,358165,183450,174715,225527,122766,102761,11.5898378189612,7.2978134485415,4.29202437041971,77.1173073065727,73.9317925147056,80.2748040954912,22.5222087113585,20.6040024607863,24.2266571096841,9.79976465775417,10.6185085590036,8.94004175007462,11.4313223257021,12.4161594134381,10.3972259923232,119.855595184881,158.609657441062,81.2705051170081,379.630899035199,455.389439397924,311.553344852596,1.5616652550541,0.00107737306146497,0.0308293995922064,0.0727032242086442,0.0798209960453204,0.0701666170883081,0.0440952665118675,0.0127294057929847,0.000850450964047584,6.03177459752737e-05,29.7287601240993,27.5964667686403,57.3252268927396,27.3824090653003,17.5258784342513,44.9082874995516,92.8275066078843,64.004150958582,12.0812074083651,36.7731285970596,36.2892251310876
2024,4,SU,Sul,31113021,15215746,15897275,0.678421243821781,0.658718314483431,0.697286718417889,95.7129193525305,348997,178755,170243,229963,124924,105039,11.2170721062413,7.39121411578773,3.82585799045358,77.3144113474637,74.1445508097942,80.4541821984318,22.6348503528256,20.7136392268532,24.3414262363114,9.65150647377449,10.4599747178706,8.80264956516963,11.2581226960761,12.2266345205218,10.241249841755,117.610900879484,155.720536271345,79.6331729348545,375.39590574763,450.890248780002,307.639593044777,1.52937820593695,0.00101487070261804,0.0295651844143969,0.0706189915627474,0.0783556416780984,0.0692432150452999,0.0435956768596078,0.0125915438928714,0.00083783501950375,5.26820122456597e-05,29.6280265994743,28.5940382466609,58.2220648461352,27.2395894381946,18.2275435820181,45.4671330202127,96.5101004977773,66.9156325699237,12.6879752644093,37.0885223585328,36.6776034462067
2025,4,SU,Sul,31310809,15309308,16001501,0.635708117189915,0.614902483256485,0.655621796817374,95.6741995641534,343424,175900,167524,234615,127174,107441,10.9682250624696,7.49309926805149,3.47512579441815,77.509013898114,74.3552252781713,80.6312553777962,22.7459536027011,20.822261356212,24.4547262362994,9.50334218350638,10.3025307050015,8.66422134633277,11.0856527953117,12.0388841065749,10.0848171366954,115.409370360378,152.877171978757,78.0322617759313,371.210479323167,446.440186126555,303.797420637976,1.51335387798889,0.00096621931214167,0.0286508750233058,0.0693015322127563,0.0777027697453928,0.069029845986448,0.0435509707275613,0.0125877641636802,0.000834215790867548,4.6582635624961e-05,29.5089833491985,29.5958866127357,59.1048699619342,27.0867394791258,18.9580127754838,46.0447522546096,100.294497653507,69.990014080852,13.3844379119149,37.4072179355059,37.0659423505191
2026,4,SU,Sul,31498532,15397786,16100746,0.599546948786922,0.577935985088285,0.620223065323677,95.6339911206599,338447,173351,165096,239423,129489,109934,10.7448499504675,7.60108439339332,3.14376555707422,77.7012239412174,74.5640736455627,80.8055229613786,22.8558277309374,20.9301331684834,24.566582459982,9.35979367149702,10.1489886752635,8.53116881158642,10.9183322635006,11.8555364927888,9.93431397542677,113.246070786187,150.074160204142,76.4673348517285,367.076272648108,442.032563113861,300.024846645398,1.49958360095852,0.000921104126677293,0.027795160836037,0.0681115207043834,0.0771515837157258,0.0689024123586496,0.0435621283224722,0.012599846050114,0.000831700809127039,4.12632685182029e-05,29.3187052819204,30.5682214745257,59.8869267564461,26.8796747372709,19.706217942149,46.58589267942,104.261839602364,73.3127098254083,14.1812067418372,37.7263616602831,37.450527147238
2027,4,SU,Sul,31676393,15481291,16195102,0.564664410392202,0.542318226789229,0.586034957634873,95.5924266485015,333714,170927,162787,244283,131810,112473,10.5351010135529,7.71183133130088,2.82326968225202,77.8913348263078,74.7711028837221,80.9772132651921,22.9646609621749,21.0372452635469,24.6769981793106,9.21928947606149,9.9981650761484,8.40149611535386,10.7546147180211,11.6756310616924,9.78757607921199,111.120094127031,147.312512544799,74.9373946502995,362.996804890467,437.667635606294,296.320753351392,1.48778110091103,0.000879429939868588,0.0269905940959582,0.0670282909516186,0.0766904653747616,0.0688513133212284,0.0436236397902992,0.0126257168134011,0.000830162449891679,3.66074451788405e-05,29.0569756118428,31.4955226956509,60.5524983074937,26.6194217122484,20.4645252371488,47.0839469493972,108.39229490496,76.8781736071016,15.070253260606,38.0452887423136,37.833177969147
2028,4,SU,Sul,31844583,15559967,16284616,0.530963231830084,0.508200511184764,0.55272266886619,95.5501007822352,329370,168702,160668,249129,134101,115027,10.3430464138909,7.82327719599908,2.51976921789178,78.0794055229703,74.97623605287,81.1462868861277,23.0725414716277,21.1435797164618,24.7859498293061,9.08187172427239,9.85013174144519,8.27521265025933,10.5944138524576,11.4990116135347,9.64460933948186,109.030915505866,144.593165391859,73.441871782881,358.97753539409,433.34465058459,292.685382563999,1.47770921818812,0.000840491245017549,0.026233943349813,0.0660348073520676,0.0763090976814996,0.0688677504844439,0.0437301513265321,0.0126635892773664,0.000829492340500971,3.25205803832739e-05,28.7288394246613,32.3737154691793,61.1025548938407,26.3068438291466,21.2138996795777,47.5207435087243,112.687167729404,80.6402311784501,16.0461934270515,38.3634940360186,38.2133408651765
2029,4,SU,Sul,32003403,15633970,16369433,0.4987347455609689,0.475598695035795,0.520841265154792,95.5070954504044,325510,166725,158785,254103,136431,117672,10.1711058664605,7.93987439398242,2.2312314724781,78.2652804416942,75.1794532636939,81.3127370658667,23.1792905386374,21.2491248773511,24.8934062455541,8.94749897912824,9.70489512204528,8.15225519974819,10.4376606893921,11.3256036905737,9.50535374596206,106.978064273069,141.915882744065,71.979856073099,355.021481189491,429.063798790214,289.116592315092,1.46914637604973,0.000803966201238458,0.0255215565359904,0.0651141126142756,0.0759984242682785,0.0689440301781891,0.0438765604979182,0.0127121202094793,0.000829581209992051,2.89234945852262e-05,28.3202717490545,33.2023440092131,61.5226157582675,25.9301092073672,21.9603878607382,47.8904970681054,117.238790303351,84.6906878992198,17.1325752620892,38.6803283700799,38.5926620342134
2030,4,SU,Sul,32153051,15703442,16449609,0.46760027363339496,0.444365698539784,0.489790941445567,95.4639225771263,322025,164940,157085,259301,138842,120459,10.0153792559219,8.06458460194026,1.95079465398167,78.4488527930485,75.3807693520553,81.4765959547533,23.2847488379236,21.3538616669805,24.9993473831188,8.81605229450967,9.56234317444052,8.03247245557345,10.2843202716435,11.1554121932811,9.36971155009525,104.960468079619,139.27947915907,70.5502020474335,351.129710911456,424.825542771622,285.613777605381,1.46189556794114,0.000769724143086249,0.0248470106706872,0.0642539937518184,0.0757498720328586,0.0690736954624752,0.0440583580328955,0.0127703986313831,0.000830312449262576,2.5748413762054e-05,27.8278569849095,33.9813424269359,61.8091994118454,25.4830001700967,22.6916817096934,48.1746818797901,122.11268171086,89.0463507366813,18.3520734713719,38.9949543512994,38.9701052970052
2031,4,SU,Sul,32292890,15768139,16524751,0.43491673620645904,0.411992479101086,0.456801131260942,95.4213409932773,318900,163339,155561,264625,141287,123338,9.87523879095367,8.19452826922583,1.68071052172785,78.6302276205972,75.5802107260159,81.6379463293404,23.3889988813696,21.4577716804116,25.1037755508524,8.68727421763994,9.42223128546554,7.91559791446034,10.1340891226069,10.9881448966073,9.237372147063,102.977630362057,136.683125355755,69.1514790788457,347.302260944608,420.630820483574,282.176826074353,1.45577848565516,0.00073753605733652,0.0242077670676421,0.0634331312135046,0.0755637551197356,0.0692497534385247,0.0442713975581368,0.0128378474613645,0.000831570270657524,2.29389441298047e-05,27.3376759928953,34.7360903316017,62.073766324497,25.0386279829553,23.4050342306928,48.4436622136481,127.063069811161,93.4757058039501,19.6630426401419,39.3071861329228,39.3492087336609
2032,4,SU,Sul,32422276,15827791,16594485,0.400664047101396,0.37830716738354,0.421997281532405,95.3798264905479,315953,161830,154124,269998,143730,126269,9.74493585829693,8.32754615993029,1.41738969836664,78.809419280584,75.7777475453158,81.7967734053381,23.4920673942581,21.5608258120301,25.2067077716927,8.56104853334426,9.28445207938169,7.80149765978812,9.98684019213436,10.8236863780891,9.10818869914676,101.029737786731,134.127071193752,67.7838043145681,343.537008864271,416.480169640613,278.805332801006,1.45067794631284,0.00070715063954252,0.0236021954551379,0.0626500089827997,0.0754294919219307,0.0694670804944943,0.0445120474987399,0.0129139067959429,0.000833259424745361,2.04480492347727e-05,26.8705437492214,35.4776698247403,62.3482135739617,24.6125212837644,24.0930240621889,48.7055453459532,132.031826954631,97.8892970143688,21.0505846799704,39.617053472742,39.7287355226749
2033,4,SU,Sul,32541415,15882538,16658877,0.367460322649782,0.345891602940673,0.388032530084548,95.3397879100734,313286,160464,152823,275376,146149,129227,9.62730108693798,8.46232408762803,1.16497699930996,78.9863765121316,75.9732911739538,81.9531083734028,23.5939485388557,21.6630215683176,25.3081777235681,8.43740207137094,9.14908245466104,7.69016141346434,9.84258725147025,10.6621033805046,8.9821347068979,99.1165854652133,131.611799670287,66.4466016437393,339.833742026397,412.371680291832,275.498883440485,1.446463233687,0.000678407900727085,0.0230250569793741,0.0619016115440635,0.0753375360567249,0.069721286722168,0.0447773890200568,0.0129978139521194,0.000835307599864499,1.82369623022672e-05,26.3750579610943,36.1878400046998,62.5628979657941,24.1587756711787,24.7440472232959,48.9028228944745,137.204779068468,102.422604357453,22.5425167007911,39.9241542508216,40.1089665810833
2034,4,SU,Sul,32650480,15932498,16717982,0.335157521576734,0.314559297764627,0.354795824472443,95.3015621143748,310889,159236,151653,280866,148598,132269,9.52172831762351,8.60220125400913,0.919527063614378,79.1609440682713,76.1667932868048,82.106974632587,23.6944694668713,21.7643146553263,25.4082223464737,8.3164052672131,9.016245742601,7.58159468646552,9.70138716374713,10.5035077474146,8.85919821672088,97.2372637620498,129.136613900603,65.139463167772,336.190431951887,408.307029247053,272.255978750232,1.44302982704224,0.000651129399722403,0.022472697575325,0.0611875352453802,0.0752785210405396,0.0700085756439262,0.0450648519309799,0.0130887116136989,0.000837670925645257,1.62720332304084e-05,25.9030283818215,36.8869098222315,62.789938204053,23.7239337782196,25.3712861623085,49.0952199405281,142.403850540188,106.943841605228,24.1159404333475,40.2279457759886,40.4894086568776
2035,4,SU,Sul,32749560,15977721,16771839,0.303456488235399,0.283841240714411,0.322150125535492,95.2651703847145,308718,158124,150594,286529,151104,135424,9.42663046465357,8.74909464432499,0.677535820328577,79.3331388508702,76.3583648860734,82.2584222599451,23.7935708886976,21.8646903759835,25.5068546941286,8.19789075009776,8.88574216342165,7.47566073453631,9.56306273678342,10.347688155703,8.73923501682017,95.3909152290511,126.699215487135,63.8616364879853,332.606129432895,404.286337474433,269.075680167675,1.44028758520705,0.000625250678238308,0.0219429697846896,0.0605042443887332,0.0752469465197992,0.0703257697097129,0.0453716383428737,0.0131858457990309,0.000840328630044845,1.45231882876339e-05,25.4959128332737,37.6110480726749,63.1069609059486,23.3418504601784,25.9847618238172,49.3266122839956,147.51795049907,111.322630003768,25.7473164353064,40.5278649239868,40.8681256310652
2036,4,SU,Sul,32838620,16018248,16820372,0.271942584877483,0.253646937507557,0.289371964517438,95.2312350761327,306620,157049,149571,292278,153623,138655,9.33717677539434,8.90043491474368,0.43674186065066,79.5031283424787,76.5481345552995,82.4074777737057,23.8914190893879,21.9641740645323,25.6040733766024,8.08161961005949,8.75733988040607,7.37212690105878,9.4273664072827,10.1944020412789,8.6220062693847,93.5775528369508,124.297002334235,62.6124763006989,329.077920673755,400.309326117164,265.956799942643,1.43814308155614,0.000600691713744576,0.0214332910904234,0.0598512059411935,0.0752300791741462,0.0706736037813845,0.0456950304060976,0.013288471631903,0.000843278105214269,1.29644671218112e-05,25.1683899016116,38.3944615410669,63.5628514426785,23.0215472695196,26.5895295909797,49.6110768604992,152.55032877017,115.498447083894,27.4097113954793,40.8234487320113,41.2450627110766
2037,4,SU,Sul,32917657,16054118,16863539,0.240683073771075,0.22393210543374403,0.256635227805901,95.2001712096138,304626,156028,148598,298027,156112,141916,9.25418233746102,9.05371241944711,0.20046991801391,79.6710133530146,76.7361087180617,82.554127093087,23.9881289154523,22.0627801508377,25.6998591249037,7.96754733292255,8.63102462019627,7.27091395591962,9.29424299690518,10.0436284474352,8.50742031767893,91.7972598452025,121.929689023412,61.3915131770291,325.606795975277,396.376402804593,262.898524497996,1.43652645616773,0.000577269836172783,0.0209413998751197,0.0592273697086573,0.0752255409656798,0.0710463845547079,0.0460332929758964,0.0133959480533004,0.000846511241146442,1.15740228651208e-05,24.9001850287118,39.2522424458578,64.1524274745695,22.7424562104123,27.185321007652,49.9277772180643,157.638356504568,119.535553926693,29.1060149080961,41.1143339576082,41.6182445243139
2038,4,SU,Sul,32986896,16085462,16901434,0.21034000080868404,0.195239626368759,0.224715583128776,95.1721729647319,302906,155147,147759,303706,158542,145164,9.18261603031701,9.20686808482981,-0.0242520545127984,79.8367598121966,76.9221586745593,82.6983588934536,24.0837364086115,22.160456201078,25.7941954856769,7.85571907321135,8.50688265413882,7.17201649209519,9.16373052766606,9.89544540126563,8.39546125889901,90.0511960350242,119.598550571985,60.1983895979452,322.198618787071,392.492036725608,259.900565560398,1.43538976353884,0.000554911428023324,0.0204649926189399,0.0586285897921059,0.0752361267085686,0.0714401217459744,0.0463850237919153,0.0135078506302777,0.000850002915798584,1.03330761634992e-05,24.6557648629206,40.1830097445423,64.8387746074629,22.4711345458689,27.762058509562,50.2331930554309,162.976123304018,123.545424254806,30.8641479881703,41.4002617584874,41.9877275185838
2039,4,SU,Sul,33046478,16112388,16934090,0.180623238997701,0.167393389136095,0.193214374590944,95.1476459614895,301276,154312,146964,309382,160946,148436,9.11673552624882,9.36202641624926,-0.24529089000044,80.0003021826967,77.1062803881596,82.8401798581052,24.1781675309664,22.2572405432221,25.8870732218039,7.7461658518629,8.38493860444491,7.07546258156024,9.03584810344949,9.74987004912842,8.28614335254363,88.3385928231454,117.303840204734,59.0324468302826,318.8520432131,388.653536061121,256.961551624046,1.43468099237267,0.000533550940772547,0.020002401349189,0.0580501453654095,0.0752633390121892,0.071850992267029,0.0467490462222749,0.0136237789442503,0.000853718575190868,9.22579822922504e-06,24.4575899512161,41.1886174039987,65.6462073552148,22.2301790579627,28.3302341766921,50.5604132346548,168.408324312227,127.44042278213,32.6705194066851,41.6809638231342,42.3505558538259
2040,4,SU,Sul,33096401,16134904,16961497,0.1510690488711,0.139743407370774,0.161845130148719,95.1266506724023,299667,153488,146179,315081,163343,151738,9.05436817737373,9.52009857506863,-0.465730397694903,80.161632323267,77.2885519257518,82.9796226745835,24.271302784225,22.3531304730871,25.9784937389868,7.63879003940749,8.26509980597232,6.98117655059616,8.9104893384907,9.60680234119815,8.17938251817973,86.6561928256432,115.043537911787,57.8927604459478,315.569499604515,384.861530661253,254.080338184902,1.43433935107553,0.00051313653136487,0.0195535195730613,0.0574889054837448,0.0753023631365825,0.07227617185421,0.0471247799265829,0.0137431271330496,0.000857627867385343,8.23870912390694e-06,24.3094308590386,42.2571725792498,66.5666034382884,22.0290577376241,28.9125807391846,50.9416384768086,173.830365771554,131.247469063572,34.519322897387,41.9562844310474,42.7083540993725
2041,4,SU,Sul,33137198,16153308,16983890,0.123267179413244,0.114063275492682,0.132022544943999,95.1095891459495,297957,152612,145345,320741,165704,155037,8.99161721519122,9.67918289289275,-0.687565677701537,80.3208215892141,77.4689748838624,83.1167600148611,24.3631342069324,22.4481028827591,26.0684865672741,7.53344958054219,8.14718399001844,6.88904021477423,8.78750638720449,9.4660495730492,8.07505775646433,85.0010704094561,112.817007181058,56.7782338735571,312.353072035506,381.116927596577,251.255789774702,1.43432273890575,0.000493595756199548,0.0191170030066406,0.0569418618633886,0.0753544382705041,0.0727115740255072,0.0475116244214711,0.013865391363672,0.000861699342015683,7.35973175095419e-06,24.1935930784261,43.3586270599188,67.5522201383449,21.860128227046,29.5317301495653,51.3918583766113,179.21532746032,135.094038986596,36.4111198238431,42.2259185281749,43.0604424029271
2042,4,SU,Sul,33169562,16167971,17001591,0.0976666765850176,0.0907739764511417,0.104222295363421,95.0968118219054,296401,151815,144586,326301,168003,158298,8.93593349227825,9.83736233839928,-0.90142884612103,80.4778812461943,77.6474904981961,83.2516203882349,24.4536601474326,22.5421427379699,26.1570753600286,7.43009720508154,8.03117306099516,6.79896874594344,8.66684557613651,9.32759075899292,7.97307440596051,83.3721288328265,110.624979156023,55.6886163417872,309.202236797751,377.419979165165,248.486703948693,1.43461592438864,0.000474873482909145,0.0186915372922681,0.0564066848279593,0.075422093867209,0.0731575611073137,0.0479076782121498,0.0139902719599989,0.000865906691331473,6.57743658845801e-06,24.1041231489938,44.4712961364413,68.5754192854351,21.7238551171973,30.2048403280237,51.9286954452211,184.49663512567,139.039963970817,38.3252839765018,42.4895412848683,43.4048124929142
2043,4,SU,Sul,33193781,16179022,17014759,0.0730157365357975,0.0683511864290276,0.0774515749731863,95.0881643401473,295042,151119,143923,331694,170216,161479,8.88847221110485,9.99265494943164,-1.1041827383268,80.632841966785,77.8241006965068,83.3842256179771,24.5429041317726,22.6352609344677,26.2442644978279,7.32872017089739,7.91709752313728,6.71093241136389,8.54849024021986,9.19145485340922,7.87339456550773,81.7686824767703,108.467322055185,54.6233167400962,306.107255390457,373.768781010643,245.771522361655,1.43516233856289,0.000456919315744652,0.0182774069634751,0.0558794773565556,0.0754999080638814,0.0736126723223782,0.0483124180695807,0.0141175500190906,0.000870234747490468,5.88085438106012e-06,24.0395409504078,45.5919713285387,69.6315122789465,21.6202544840296,30.9399159263546,52.5601704103842,189.654084587523,143.106159778134,40.2081334189891,42.7469747119197,43.7415238925261
2044,4,SU,Sul,33210066,16186587,17023479,0.0490603947769674,0.0467580796911005,0.0512496239294391,95.0838956008933,293646,150404,143242,337004,172383,164622,8.84207818195845,10.1476461985953,-1.30556801663688,80.7856434241063,77.9987992631565,83.5145985147926,24.6308271782323,22.7274582524593,26.3300756469014,7.22933838150137,7.80495128014567,6.62495138432613,8.43245222807343,9.05763151724681,7.77602857554627,80.1912648554477,106.343728188229,53.5819084966619,303.072251073044,370.163812277493,243.109824316334,1.43593129988671,0.000439691121722557,0.0178742470537059,0.0553585299304452,0.0755848636520334,0.0740764920172272,0.0487254518366832,0.0142470554639118,0.000874668899404474,5.26000220763552e-06,23.9981232369361,46.724527187618,70.7226504245542,21.5459500678764,31.7319402565417,53.2778903244182,194.700755247823,147.275660421454,42.0856424511955,42.9982091875397,44.0691622490011
2045,4,SU,Sul,33218442,16190677,17027765,0.0252212687562814,0.025267834411302197,0.0251769923174994,95.0839819553535,292181,149654,142528,342241,174514,167727,8.79574665181468,10.302740869063,-1.50699421724836,80.936280333916,78.1716209857985,83.64276223224,24.7174428344328,22.8187466791575,26.4145324012891,7.13189243424599,7.69468858846294,6.54096399983344,8.31866741623355,8.92607048879901,7.68090853501202,78.6403273588999,104.253159676859,52.5640550435481,300.092404446449,366.603714510907,240.500259889387,1.43691282088803,0.000423149979472051,0.0174808023705606,0.054844996285624,0.075676499590033,0.0745487899660675,0.0491456363108517,0.0143788013222704,0.000879182172455539,4.70618027109427e-06,23.9759753316086,47.8616514970516,71.8376268286603,21.4961249977796,32.5682271105963,54.0643521083759,199.623376463661,151.507432683613,43.9323933135514,43.2432924157009,44.3802744745605
