ano,codigo,sigla,local,populacao_total,populacao_0_14,populacao_15_64,populacao_60_mais,populacao_65_mais,populacao_80_mais,proporcao_0_14,proporcao_15_64,proporcao_60_mais,proporcao_65_mais,proporcao_80_mais,taxa_crescimento,expectativa_vida,expectativa_vida_60,taxa_fecundidade,razao_dependencia_jovens,razao_dependencia_idosos,razao_dependencia_total,indice_envelhecimento,idade_media,idade_mediana
2034,13,AM,Amazonas,4637694,977198,3239184,612685,421312,79156,0.210707735352958,0.698447116174547,0.132109837345888,0.0908451484724952,0.0170679652430712,0.631276172530448,77.6958249510129,23.44022474378,1.63353283197656,32.0622899517063,20.1024604215944,52.1647503733007,62.6981430580087,34.0121420257568,32.7896233990718
2035,13,AM,Amazonas,4664945,960034,3265109,639432,439802,84293,0.205797496004776,0.699924436408146,0.137071712528229,0.0942780675870777,0.0180694520514175,0.587598060587879,77.904166160427,23.5461361825574,1.61376009471012,31.3175852778636,20.8591218533874,52.1767071312509,66.6051410679205,34.4140634026768,33.2626871170667
2036,13,AM,Amazonas,4690325,941916,3289338,667435,459071,89770,0.200821051846087,0.70130278818632,0.142300373641485,0.0978761599675929,0.0191393986557435,0.544057861346703,78.1100383101984,23.6508368428472,1.59585664951157,30.5720204065338,21.6631169234145,52.2351373299483,70.859291062048,34.815221972891,33.7340303973127
2037,13,AM,Amazonas,4713821,924914,3309659,696723,479248,95564,0.196213220654751,0.702118090610568,0.147804297193296,0.10166868873468,0.0202731499562669,0.500946096485855,78.3134510542254,23.7543113306997,1.57969827598777,29.911350682883,22.5317445533642,52.4430952362473,75.3284089115312,35.2154880297746,34.2035832642916
2038,13,AM,Amazonas,4735419,911258,3323850,727295,500311,101614,0.192434502627962,0.701912544592147,0.153586197968965,0.105652952779891,0.0214582912304064,0.458184559829489,78.5144049123821,23.8565707036142,1.56516432647947,29.4251672497292,23.4848714797476,52.9100387294768,79.8121936926754,35.6148247916393,34.6737402913292
2039,13,AM,Amazonas,4755111,897758,3335106,758960,522247,107886,0.188798536984731,0.701372901705134,0.159609313010779,0.109828561310136,0.0226884293552769,0.415844933679566,78.7128675496138,23.9576121931018,1.55213848170452,28.9749557270495,24.4952786815617,53.4702344086112,84.5394861421452,36.0128979113211,35.1440547512065
2040,13,AM,Amazonas,4772914,884078,3343663,791350,545173,114355,0.18522814364558,0.700549601354644,0.165800179932008,0.114222254999776,0.0239591578645666,0.374397148668026,78.9087796355853,24.0573717879179,1.5405093205177,28.5417916336022,25.5481380706805,54.0899297042828,89.5113327104622,36.4092221230049,35.6170981668713
2041,13,AM,Amazonas,4789170,871107,3348835,823982,569228,121005,0.181891016606218,0.699251644857042,0.172051106976783,0.11885733853674,0.025266382275008,0.340588579639189,79.1021651655889,24.1558925612877,1.53017072618367,28.1539817477306,26.6309123775363,54.7848941252669,94.5902168160743,36.8031377044457,36.0899059960405
2042,13,AM,Amazonas,4804207,858793,3350972,856502,594442,127825,0.178758533926619,0.697507830116396,0.178281660219886,0.123733635956985,0.0266068885041798,0.313979249013929,79.2930282208517,24.2531870599616,1.52102215121454,27.8024430608577,27.7282745510393,55.530717611897,99.7332302429107,37.1940773992461,36.5688790459966
2043,13,AM,Amazonas,4818001,846992,3350187,888807,620822,134682,0.175797389830347,0.695347925415541,0.184476300440784,0.128854684754113,0.0279539169875639,0.287123348348639,79.4813607124095,24.3492374731999,1.51296876184902,27.4800937771113,28.8367537234743,56.3168475005856,104.936882520732,37.5820596550312,37.0473289020187
2044,13,AM,Amazonas,4830534,835573,3346754,920881,648207,141678,0.172977356126673,0.692833131906328,0.190637515438252,0.134189511967,0.0293296765947616,0.26012863011029,79.6671660473397,24.4440568416913,1.50592148184073,27.1812379638786,29.9563121324103,57.137550096289,110.209520891652,37.9670899739035,37.527245990033
2045,13,AM,Amazonas,4841815,824477,3341087,952452,676251,148812,0.17028263161645,0.690048463231247,0.196713835617429,0.139668905152303,0.0307347554584386,0.233535257178596,79.8504325135292,24.5376274872281,1.49979695353762,26.9007395381101,31.0762618903281,57.9770014284381,115.521961194794,38.3488538905348,38.0050206289789
2046,13,AM,Amazonas,4851866,813737,3333647,983203,704482,156072,0.167716297193698,0.687085546055889,0.202644302212798,0.145198156750413,0.0321674176492096,0.207587443964719,80.0311708473522,24.629932489731,1.49451743240455,26.6368808933506,32.1841838394776,58.8210647328282,120.825647598671,38.7270141013787,38.4842945102143
2047,13,AM,Amazonas,4860682,803355,3324794,1012946,732533,163451,0.165276189637586,0.684018004057867,0.208395858852729,0.150705806304547,0.0336271741290625,0.181703286941559,80.2093977990936,24.7209938168694,1.49001062926783,26.388122905773,33.2726422875455,59.6607651933184,126.089462317406,39.1013275503314,38.9607773947504
2048,13,AM,Amazonas,4868238,793251,3314672,1041493,760315,170939,0.162944169944033,0.68087714692667,0.213936335898122,0.156178683129296,0.0351131148477129,0.155451436650256,80.385056199985,24.810730981121,1.48620951271953,26.1497467936314,34.3331155426713,60.4828623363026,131.294256168602,39.4719222848184,39.4365529916275
2049,13,AM,Amazonas,4874493,783310,3303384,1068967,787799,178608,0.160695686710392,0.677687710291101,0.219298089052544,0.161616602998507,0.0366413491618513,0.128485912151377,80.5581795064966,24.8991817577103,1.48305208236512,25.9183989496449,35.3703044388621,61.288703388507,136.467937342814,39.8389215042467,39.9073351786613
2050,13,AM,Amazonas,4879447,773483,3291218,1095882,814746,186590,0.158518578027387,0.674506352871545,0.224591434234248,0.166975069101068,0.0382399890807298,0.1016310824530909,80.7287725432925,24.9863762153198,1.48048112196619,25.6964095994727,36.4070480471961,62.1034576466688,141.681459062449,40.2023647351841,40.3648773715872
2051,13,AM,Amazonas,4883136,763793,3278496,1122898,840847,195016,0.156414443505157,0.67139149923328,0.22995427528539,0.172194057261563,0.0399366308863812,0.0756028295829436,80.896840573001,25.0723236367732,1.47844394004174,25.489972283823,37.474340426739,62.964312710562,147.01601088253,40.561793282022,40.8173568507157
2052,13,AM,Amazonas,4885542,754247,3265376,1150481,865919,203977,0.15438348498488,0.668375381892122,0.235486871262185,0.177241133122998,0.0417511506399904,0.0492716156174966,81.0623916906444,25.1570429861754,1.47689210415721,25.3033902819834,38.5962022454269,63.8995925274103,152.533719060202,40.9169291759236,41.262713313011
2053,13,AM,Amazonas,4886650,744832,3252034,1178727,889784,213454,0.15242180225717,0.665493538518208,0.241213714917172,0.182084659224622,0.0436810493896637,0.0226791623119782,81.2254419384683,25.2405363715674,1.4757811739517,25.1369937676568,39.7803172430411,64.917311010698,158.254076086957,41.2678303132002,41.7105819143429
2054,13,AM,Amazonas,4886424,735506,3238350,1207433,912568,223447,0.150520298688775,0.662723906071188,0.247099514900876,0.186755795240036,0.0457281234702515,-0.0046248452416297,81.3860113371348,25.3227970224876,1.47507043692607,24.987591239636,41.0205249899354,66.0081162295714,164.163582622032,41.6147170200539,42.1605769770444
2055,13,AM,Amazonas,4884829,726215,3223868,1236478,934746,234036,0.148667435441445,0.65997561020048,0.253126158561538,0.191356954358075,0.0479107866416614,-0.0326414572292544,81.5441177513494,25.4037813616944,1.47472265012974,24.8521971598858,42.3141838709766,67.1663810308624,170.263351762219,41.9575610528025,42.6122132844302
2056,13,AM,Amazonas,4881887,716953,3207973,1265629,956961,245310,0.146859810560957,0.65711742201325,0.25924995805925,0.196022767425793,0.0502490123183925,-0.0602272873830412,81.6997701668349,25.4834355814476,1.47470379013087,24.7284435407796,43.6528409394665,68.3812844802461,176.528865908923,42.2960373724341,43.0623572184766
2057,13,AM,Amazonas,4877631,707733,3190225,1294673,979673,257254,0.145097691891822,0.654052141295641,0.265430697812114,0.200850166812537,0.0527415870532232,-0.0871794041935048,81.8530093804701,25.5617699925064,1.47498281302072,24.6148736185864,45.0285803719709,69.6434539905573,182.932405299739,42.6295861659072,43.5197611736609
2058,13,AM,Amazonas,4872060,698593,3170509,1323592,1002958,269855,0.143387601958925,0.650753274795466,0.271669889122876,0.205859123245609,0.0553882751854452,-0.114215281967822,82.003835020836,25.638782074284,1.4755314256758,24.5131102241326,46.443861572876,70.9569717970086,189.465396876293,42.9578685402068,43.9746293021358
2059,13,AM,Amazonas,4865172,689541,3149013,1352298,1026618,282982,0.141730035443762,0.64725625322188,0.277954818452462,0.211013711334358,0.0581648500813538,-0.141377569241763,82.1522765941482,25.7144941382699,1.47632386906762,24.4229426709495,47.8972193503211,72.3201620212706,196.115676950319,43.2807302598963,44.4282986963399
2060,13,AM,Amazonas,4856956,680549,3125852,1380169,1050555,296373,0.140118419849799,0.643582523704147,0.284163373108589,0.216299056446054,0.061020318075766,-0.168873782879619,82.29831346306,25.7888836596863,1.47733671405789,24.3380212986162,49.3580660873645,73.6960873859807,202.802296381304,43.5981345105865,44.872670541973
2061,13,AM,Amazonas,4847420,671597,3101295,1405857,1074528,309673,0.138547309702894,0.639782606004844,0.29002170226636,0.221670084292263,0.0638840867925618,-0.19633696496324,82.4419719824979,25.8618987107738,1.47854866983515,24.2456766617352,50.7535832569786,74.9992599187138,209.330446681566,43.9097233167334,45.2945167326068
2062,13,AM,Amazonas,4836566,662701,3075528,1429536,1098337,322607,0.1370189096975,0.635890836597702,0.295568384676235,0.227090253704798,0.0667016639491739,-0.223912926876568,82.5832694788016,25.9335719259628,1.47994040492627,24.1480157809067,52.0905474525831,76.2385632334899,215.713572184137,44.2151042702612,45.703934021346
2063,13,AM,Amazonas,4824451,653931,3048537,1451677,1121983,335109,0.135545163584416,0.631893038192325,0.300899936593822,0.232561798223259,0.0694605458735097,-0.250487639370578,82.722233020174,26.0039351110379,1.48149438054498,24.0518117449224,53.3931896766382,77.4450014215606,221.992381459206,44.5135910801042,46.100191613236
2064,13,AM,Amazonas,4811129,645356,3020378,1472848,1145395,347178,0.13413816174956,0.627789859718997,0.306133549942228,0.238071978531442,0.0721614406930265,-0.276135046246717,82.8588974385137,26.0730473316099,1.48319469590916,23.964870911741,54.6932424779747,78.6581133897157,228.222562430658,44.8048304254573,46.4942457026261
2065,13,AM,Amazonas,4796579,636960,2991650,1493474,1167969,358632,0.132794643849293,0.62370493637236,0.311362327191942,0.243500419778346,0.0747682879819138,-0.302423817777486,82.9932691089219,26.1409193204736,1.48502694506473,23.8906736130255,56.016233175615,79.9069067886405,234.4690404421,45.0886479718149,46.8834743580311
2066,13,AM,Amazonas,4780850,628732,2963683,1514252,1188435,369274,0.131510505454051,0.619907129485343,0.316732798560925,0.248582365060606,0.0772402397063284,-0.327921212180593,83.1254053873478,26.2076749604412,1.48697808468686,23.8348725826103,57.4044322190741,81.2393048016844,240.842203037224,45.3649043580116,47.2672114944903
2067,13,AM,Amazonas,4763958,620667,2936310,1534467,1206981,379016,0.130283894190503,0.616359338180563,0.322099187272432,0.253356767628934,0.0795590557263519,-0.353326291349865,83.2553166793896,26.2732541972993,1.48903631228691,23.7910644796276,58.818341137616,82.6094056172436,247.228707181145,45.6333955924884,47.639543623354
2068,13,AM,Amazonas,4745963,612820,2909055,1554181,1224088,387749,0.129124479057253,0.612953577598477,0.327474318699914,0.25792194334427,0.0817008055056476,-0.377732129460417,83.3830205778267,26.3376782742591,1.49119095422877,23.7622733487349,60.2638193195557,84.0260926682906,253.611337750073,45.8938988778463,48.0018157161154
2069,13,AM,Amazonas,4726928,605234,2881370,1573163,1240324,395625,0.128039606272827,0.609565028280524,0.332808750207323,0.262395365446649,0.0836960072165263,-0.401077715945108,83.5085511561554,26.4010069515108,1.49343236294885,23.7483475774868,61.7282269668291,85.4765745443159,259.926408628729,46.1462268940843,48.362805975522
2070,13,AM,Amazonas,4706869,597933,2852800,1589557,1256136,403047,0.127034128207095,0.606092925042103,0.337710057365098,0.266872946750802,0.0856295341977863,-0.4243559453412479,83.6319383251056,26.4632068043088,1.49575182277578,23.7333485751846,63.0932066989524,86.826555274137,265.841992330244,46.3904410766478,48.7120222024047
2000,14,RR,Roraima,339804,136007,193686,14981,10111,1926,0.400251321349955,0.569993290249673,0.0440871796682794,0.029755388400372,0.0056679733022566,,69.1911602904965,20.113768562018,3.65649401364561,72.0315015676638,7.9341793068384,79.9656808745022,11.0148742344144,22.7446557427223,19.513165112452
2001,14,RR,Roraima,354478,140731,203193,15650,10554,2030,0.397009123274223,0.573217519846083,0.044149425352208,0.0297733568796935,0.0057267305728423,4.31837176725407,69.7877428062299,19.8559507545863,3.44649195549354,71.041459487019,7.90017011867923,78.9416296056982,11.1205064982129,22.8948905150672,19.7160837307896
2002,14,RR,Roraima,368838,145157,212681,16331,11000,2131,0.393552182801121,0.576624425899718,0.044276891209691,0.0298233912991611,0.0057776042598647,4.0510271441387,70.9500631568595,19.8516420204942,3.05642505846546,70.0057873161321,7.87605497950326,77.8818422956354,11.2505769614969,23.0658581816407,19.9386156414537
2003,14,RR,Roraima,382871,149299,222103,17048,11469,2236,0.389945960911116,0.580098780006843,0.0445267466065594,0.0299552590820407,0.0058400871311747,3.80465136455572,70.7708132848845,19.9694316192746,3.33291871002502,68.9526334263176,7.8734920840184,76.826125510336,11.4186967092881,23.2567366031901,20.1808845766129
2004,14,RR,Roraima,396533,153122,231474,17805,11937,2343,0.38615197221921,0.583744606375762,0.0449016853578391,0.0301034214050281,0.0059087137766591,3.5683036845308296,71.0226932502446,19.9655965791199,3.06964423179193,67.8714218593477,7.89207733836866,75.7634991977164,11.6279829155837,23.4654064100592,20.4423617047259
2005,14,RR,Roraima,409855,156550,240884,18652,12421,2439,0.38196435324688,0.587729806882922,0.0455087774944798,0.030305839870198,0.0059508850691098,3.35961950203387,71.7766954674925,20.2987114576275,2.95330717839379,66.7155331489476,7.94875837939426,74.6642915283418,11.9144043436602,23.6915323712044,20.7197448432097
2006,14,RR,Roraima,422550,159205,250421,19576,12924,2532,0.376771979647379,0.592642290853153,0.0463282451780854,0.0305857294994675,0.0059921902733404,3.09743689841528,72.1225940711557,20.5209211110149,2.83535200000494,65.3097809811748,8.03055351582851,73.3403344970033,12.2960962281335,23.9500840137262,21.028306319004
2007,14,RR,Roraima,434778,161184,260111,20613,13483,2636,0.370727129707575,0.598261641573401,0.047410402550267,0.0310112287190244,0.0060628642663612,2.89385871494499,73.3092243421634,21.3292423464536,2.71219026813796,63.7138757456094,8.14804273838747,71.8619184839968,12.7884901727219,24.2323047624305,21.3576044311101
2008,14,RR,Roraima,446905,162865,269923,21791,14117,2752,0.364428681710878,0.603982949396404,0.0487598035376646,0.0315883688927177,0.0061579082802832,2.78923956593939,73.8267785866796,21.8147505421479,2.78056535569543,62.1031920045453,8.30927858638164,70.4124705909269,13.3797930801584,24.516852574932,21.683014354067
2009,14,RR,Roraima,458716,164118,279784,23085,14814,2874,0.357776925156306,0.609928583262847,0.050325255713775,0.0322944915808474,0.0062653144865232,2.6428435573556,74.1823671752868,21.8406641500503,2.57653759606685,60.4457245141117,8.50235532000309,68.9480798341148,14.0660987825833,24.8099237872671,22.0090161163079
2010,14,RR,Roraima,469991,164843,289533,24512,15615,3003,0.35073650346496,0.616039456074691,0.0521541901866206,0.0332240404603492,0.0063894840539499,2.4579478370059,74.7913925351188,21.9034589246615,2.51864347964106,58.7390783791103,8.7344460439858,67.4735244230961,14.8699065171102,25.1257832596794,22.3463045912654
2011,14,RR,Roraima,481480,165502,299462,26080,16516,3138,0.343735980726095,0.621961452189084,0.0541663205117554,0.0343025670848218,0.0065174046689374,2.44451489496607,74.8664253353285,21.8020897778644,2.49584517886505,57.089735010245,8.99626765276063,66.0860026630056,15.758117726674,25.4462968347595,22.6812465219811
2012,14,RR,Roraima,493876,166387,309987,27778,17502,3276,0.336900355554836,0.627661599267832,0.0562448873806381,0.035438045177332,0.0066332439721711,2.57456176788236,74.6183290297135,21.8396324865681,2.58081049456239,55.5158135670696,9.26826175882767,64.7840753258973,16.6948138977204,25.7515894678016,23.0036512502766
2013,14,RR,Roraima,507022,167481,320950,29592,18591,3413,0.330322944566508,0.633010007455298,0.0583643313307904,0.0366670479781942,0.0067314633290074,2.66180174780715,74.5420045710379,21.8494421575075,2.55761955551371,54.0350186643609,9.54737714914389,63.5823958135048,17.6688699016605,26.0430119403103,23.3200564358585
2014,14,RR,Roraima,520569,168609,332169,31534,19791,3565,0.323893662511598,0.638088322585479,0.0605760235434688,0.0380180149029235,0.0068482756368512,2.67187617105371,74.5908557347266,21.9125504571559,2.5447471467209,52.62026177651,9.84127380424809,62.4615355807581,18.7024417439164,26.3313508872023,23.6381689844079
2015,14,RR,Roraima,534380,169852,343410,33611,21118,3742,0.317848721883304,0.642632583554774,0.0628971892660653,0.0395186945619222,0.0070025075788764,2.65305848023989,75.2239838080772,22.1437539776656,2.50908136432213,51.327674311081,10.15692756794,61.484601879021,19.7884040223253,26.619766832591,23.9600528562716
2016,14,RR,Roraima,548233,171201,354483,35796,22549,3931,0.312277808887827,0.646591868785717,0.0652934062706915,0.0411303223264561,0.0071703089744688,2.5923500130993,74.3517495194437,21.7234340759287,2.45949159322853,50.1708495000528,10.4901006927757,60.6609501928284,20.9087563740866,26.9110487694101,24.2987373737374
2017,14,RR,Roraima,564013,173169,366712,38147,24132,4145,0.307030157106308,0.650183595058979,0.067634965860716,0.042786247834713,0.0073491213854999,2.87833822480588,74.1893849191346,21.6683200934764,2.46243918440437,49.0985179913637,10.8157993972163,59.91431738858,22.0287695834705,27.201651380376,24.6585306677019
2018,14,RR,Roraima,587497,177608,383879,40951,26010,4400,0.302313033087829,0.65341440041396,0.0697041857235016,0.0442725664982119,0.007489399945872,4.16373381464612,73.5564421412653,21.5724091081143,2.67650977765503,48.1403379429606,11.0996969680543,59.2400349110149,23.0569568938336,27.4656568459073,25.0477514848685
2019,14,RR,Roraima,618125,184594,405372,44167,28159,4695,0.298635389282103,0.655809100101112,0.0714531850353893,0.0455555106167846,0.0075955510616784,5.21330321686748,74.1225419339472,21.715799809738,2.80444524794021,47.4091081866839,11.34337021399,58.7524784006739,23.9265631602327,27.6852497472194,25.4369047619048
2020,14,RR,Roraima,640975,189733,421199,46997,30043,4924,0.296006864542299,0.657122352665861,0.0733211123678771,0.0468707827918406,0.0076820468817036,3.6966632962588406,71.4237623839945,19.3695355127866,2.50504401838843,46.9351507130577,11.625870449851,58.5610211629086,24.7700716269705,27.9016295487343,25.7775289444773
2021,14,RR,Roraima,654972,192810,430606,49290,31556,5051,0.294378996354043,0.657441844842222,0.0752551254099412,0.0481791588037351,0.0077117800455592,2.1837045126565,69.0701553987518,18.5626509070888,2.48651214646279,46.6997035400802,11.9383247108063,58.6380282508865,25.5640267620974,28.1164629938379,26.0743544452856
2022,14,RR,Roraima,673404,196704,443299,52060,33401,5255,0.292103997006255,0.658295763018931,0.0773087180949326,0.0496002399748145,0.0078036364500359,2.81416610175702,73.3190046952105,21.0163960194206,2.32657958944547,46.3225320271289,12.2597965335343,58.5823285606632,26.4661623556206,28.3634831393933,26.4210827608767
2023,14,RR,Roraima,695270,200575,458994,55434,35701,5571,0.28848504897378,0.660166554000604,0.0797301767658607,0.051348397025616,0.0080127144850202,3.24708495940029,74.0859147179881,21.9303555560827,2.25849638411979,45.6619185404577,12.6198319450167,58.2817504854745,27.6375420665586,28.6654407640197,26.8293030999762
2024,14,RR,Roraima,716793,204246,474383,59020,38164,5936,0.284944188908095,0.66181310364359,0.0823389737343975,0.0532427074483149,0.0082813308723718,3.09563191278208,74.3479648956395,22.0547126392572,2.26333775000857,45.0350254780862,13.0135581784546,58.0485836565408,28.8965267373657,28.976174432507,27.2399922420481
2025,14,RR,Roraima,738772,208155,489827,62794,40790,6364,0.281758106695977,0.66302864753943,0.0849978071719015,0.0552132457645931,0.0086142950734462,3.06629668537499,74.6071971296908,22.1777129740557,2.20267672686101,44.4943921098364,13.4225978628669,57.9169899727033,30.1669429031251,29.2902221524367,27.6543358698109
2026,14,RR,Roraima,761012,211740,505682,66731,43590,6848,0.278234771593615,0.664486236747909,0.0876871849589757,0.0572789916584758,0.0089985440439835,3.01040104389447,74.8639933793094,22.2997066132317,2.14487192813057,43.88020914285,13.8290839534879,57.7092930963379,31.5155379238689,29.6148628405334,28.0784977908689
2027,14,RR,Roraima,783520,214739,522221,70817,46560,7376,0.274069583418419,0.666506279354707,0.0903831427404533,0.0594241372268736,0.0094139268940167,2.95764061539108,75.1181390992092,22.4205658376789,2.08999934974973,43.1233984786049,14.2213091709441,57.344707649549,32.9781735036486,29.9490517153359,28.5122842203281
2028,14,RR,Roraima,806316,217157,539480,75069,49679,7965,0.269319968845961,0.669067710426185,0.0931012159004658,0.0616123207278536,0.0098782611283913,2.90943434755973,75.3697685649421,22.5404394727406,2.03810481139295,42.2410472874399,14.6023069890486,56.8433542764886,34.5689984665472,30.2917367384499,28.9530404217926
2029,14,RR,Roraima,829419,219181,557268,79505,52970,8620,0.264258474908339,0.6718775431959,0.09585625600571,0.0638639818957608,0.0103928171406732,2.86525382108256,75.6188400364458,22.6592803308773,1.98920569217363,41.2977900375518,14.980225461767,56.2780154993189,36.2736733567234,30.6412380232428,29.3966582035271
2030,14,RR,Roraima,852839,220874,575530,84150,56435,9350,0.258986748964341,0.674840151540912,0.0986704407279686,0.0661730994947464,0.0109633823031076,2.82366331130586,75.8650232284929,22.7770834973394,1.94329310156949,40.3190858227686,15.3610251636045,55.6801109863731,38.0986444760361,30.9966183535228,29.8425220938137
2031,14,RR,Roraima,875745,222193,593535,88989,60017,10146,0.253718833678754,0.677748659712588,0.101615196204375,0.0685325066086589,0.0115855642909751,2.68585278112281,76.1084420685973,22.893767041428,1.90033437787425,39.3566351319516,15.7624569800005,55.1190921119521,40.0503166166351,31.3586626243941,30.2879492459975
2032,14,RR,Roraima,897233,222850,610729,93981,63654,11006,0.248374725405775,0.680680492135265,0.104745367145435,0.0709447824589599,0.0122666018748753,2.45368229336165,76.3491685481516,23.0094031594275,1.86027580658994,38.3958015306632,16.1923976829852,54.5881992136485,42.1723132151672,31.7273907669468,30.7348685079952
2033,14,RR,Roraima,917203,222100,627758,99122,67345,11891,0.242149229777923,0.684426457392747,0.108069860216332,0.07342431282933,0.0129644146388531,2.22573177758731,76.5874196962541,23.1244022450221,1.82304545660343,37.2662886904113,16.6317382601123,53.8980269505236,44.6294461954075,32.1020362994888,31.1825886478763
2034,14,RR,Roraima,935597,219579,644913,104410,71105,12823,0.234693997522438,0.689306400084652,0.111597194091046,0.0759996023929106,0.0137056873846325,2.00544481428866,76.8228058325893,23.2381626076076,1.78855604156118,35.9019175681155,17.0713921335234,52.973309701639,47.5500844798455,32.481364305358,31.6292605336623
2035,14,RR,Roraima,952319,217003,660369,109879,74947,13799,0.227867972811631,0.693432557787884,0.11538045549863,0.0786994694004845,0.0144898925675115,1.7873079969260397,77.0555200588231,23.350717142294,1.75670772629985,34.6962204026944,17.5683562053412,52.2645766080357,50.6347838509145,32.8650788233775,32.0779866546901
2036,14,RR,Roraima,967268,214614,673774,115582,78880,14817,0.22187646029849,0.696574268971991,0.119493253162515,0.0815492707295186,0.0153184019320395,1.56974711204965,77.285733046326,23.4624057634237,1.72739081227677,33.6875580782078,18.1426903081598,51.8302483863676,53.8557596428938,33.2529361045749,32.5270218228498
2037,14,RR,Roraima,980378,212093,685379,121545,82906,15863,0.216337983920488,0.699096674955986,0.123977690237847,0.0845653411235258,0.0161804936463283,1.3553637668154,77.5131264860217,23.5726859447075,1.70048825057263,32.7941676717073,18.7934873364876,51.5876550081949,57.3074075994965,33.6446462486918,32.9802177975385
2038,14,RR,Roraima,991581,209750,694809,127749,87022,16936,0.211530878465804,0.700708262865061,0.12883365050359,0.0877608586691355,0.0170797947923569,1.14272250091292,77.7381292244016,23.6820787776644,1.67587794529808,32.0678447044866,19.5310373928651,51.5988820973517,60.9053635280095,34.0400017749432,33.4334638592887
2039,14,RR,Roraima,1000857,207016,702617,134169,91224,18044,0.206838739200505,0.702015372825489,0.134054115622911,0.0911458879740063,0.0180285495330502,0.93547577051194,77.9604492126213,23.790147337484,1.65343482343762,31.3816563383015,20.33874410313,51.7204004414315,64.8109324883101,34.4386310931532,33.8889072738103
2040,14,RR,Roraima,1008165,203899,708724,140733,95542,19191,0.202247647954452,0.702984134541469,0.139593221347696,0.0947682175040792,0.0190355745339305,0.730174240675741,78.1801968132904,23.8969727081221,1.63303265883625,30.7292930419437,21.2096459407445,51.9389389826881,69.0209368363749,34.8398347492722,34.3359292152704
2041,14,RR,Roraima,1014345,200784,713476,147424,100085,20391,0.197944486343404,0.703385928850638,0.145339110460445,0.0986695848059585,0.0201026278041495,0.612994896668706,78.3972056897927,24.0024603071771,1.61454564791176,30.1415474594565,22.1311832250723,52.2727306845289,73.4241772252769,35.2416741838329,34.7816414979346
2042,14,RR,Roraima,1020244,197796,717508,154256,104940,21646,0.193871270009919,0.703270982235622,0.151195204284465,0.102857747754459,0.0212164933094436,0.581557556847034,78.6112018716105,24.1063334585781,1.59784974266109,29.601671375892,23.0855801925195,52.6872515684115,77.9874213836478,35.6422973327949,35.2201629327902
2043,14,RR,Roraima,1025868,194910,720856,161222,110102,22936,0.189995204061341,0.702679097115808,0.157156671228657,0.107325698822851,0.0223576522515567,0.551240683601173,78.8223102473728,24.2087112949347,1.58282375266107,29.1025120345927,24.0724703465246,53.1749823811173,82.7161253912062,36.0414751215556,35.6602945149959
2044,14,RR,Roraima,1031215,192140,723525,168316,115550,24274,0.1863238994778,0.701623812686976,0.163221054775192,0.112052287835224,0.0235392231493917,0.521217154643683,79.030271138442,24.3093756985873,1.56935023217899,28.6451616750577,25.0933643827366,53.7385260577942,87.6007078172166,36.4384177887249,36.1003927676576
2045,14,RR,Roraima,1036312,189493,725577,175494,121242,25660,0.182853233389172,0.700153042713005,0.169344753317534,0.116993723897822,0.0247608828229336,0.494271320723616,79.2351775346386,24.4083646036994,1.55731617140071,28.2267158231855,26.141436710982,54.3681525341675,92.6123920144807,36.8325832374806,36.5332464146023
2046,14,RR,Roraima,1041160,186999,727064,182701,127097,27073,0.179606400553229,0.698321103384686,0.175478312651274,0.122072496062085,0.0260027277267663,0.467812782250898,79.4369370247033,24.505729308685,1.54661351238612,27.8496112947905,27.2095135972359,55.0591248920263,97.7015919871229,37.2230723423873,36.9608717186726
2047,14,RR,Roraima,1045775,184655,728053,189914,133067,28504,0.176572398460472,0.696185125863594,0.181601204848079,0.127242475675934,0.027256340991131,0.443255599523606,79.6356033280836,24.6014642784889,1.53713951090928,27.5109280906309,28.2944431366823,55.8053712273132,102.848013863692,37.609671296407,37.3695204993616
2048,14,RR,Roraima,1050146,182436,728561,197101,139149,29959,0.173724415462231,0.693771151820794,0.187689140367149,0.132504432716975,0.028528414144319,0.417967536037867,79.831340935981,24.6957181810661,1.52879696506566,27.2045260352903,29.3913442855673,56.5958703208576,108.038435396523,37.9925657956132,37.7751206358217
2049,14,RR,Roraima,1054260,180316,728605,204282,145339,31451,0.171035607914556,0.691105609621915,0.193768140686358,0.137858782463529,0.0298322994327775,0.391755051202414,80.0239355558385,24.7882845601051,1.52149433064112,26.9264195967518,30.5052399568738,57.4316595536256,113.291111160407,38.3716199040085,38.1779058187509
2050,14,RR,Roraima,1058133,178297,728251,211527,151585,32994,0.168501502174112,0.688241459249452,0.199905871946154,0.143257038576436,0.031181335427588,0.367366683740245,80.2134005141158,24.8791960721439,1.51514574192207,26.6788267103989,31.6510775704053,58.3299042808042,118.637442020898,38.7459147385064,38.5856963700968
2051,14,RR,Roraima,1061768,176395,727527,218928,157846,34606,0.166133279586501,0.685203358925867,0.20619193646823,0.148663361487632,0.0325928074682982,0.34352959410584,80.399691637849,24.9685159642888,1.5096709550384,26.4680506268334,32.8501226657864,59.3181732926198,124.112361461493,39.1154969823916,38.9933679748393
